Title,Title_link,Price,count___1LWwo,unit_info___32SjE,Headline,Field1,Field2,Field3
"Aji Konjac Jelly, Passion Fruit and Grape Flavor 260 g",https://www.sayweee.com/en/product/Aji-Konjac-Jelly--Passion-Fruit-and-Grape-Flavor/7206,$4.99,50+ Sold,,"Aji Konjac Jelly, Passion Fruit and Grape Flavor",(1),Mainland China,AJI
Tarami Konnyaku Peach Jelly Cup 5.64 oz,https://www.sayweee.com/en/product/Tarami-Konnyaku-Peach-Jelly-Cup/66056,$2.49,50+ Sold,$0.44/oz,Tarami Konnyaku Peach Jelly Cup,,Japan,Tarami
"Tarami Big Jelly Cup, Mixed Fruit 8.11 oz",https://www.sayweee.com/en/product/Tarami-Big-Jelly-Cup--Mixed-Fruit/66107,$2.99,50+ Sold,$0.36/oz,"Tarami Big Jelly Cup, Mixed Fruit",(1),Japan,Tarami
U Kiss Mango Flavored Ice Cream Jelly  480 g,https://www.sayweee.com/en/product/U-Kiss-Mango-Flavored-Ice-Cream-Jelly-/83213,$4.39,50+ Sold,,U Kiss Mango Flavored Ice Cream Jelly,(1),Mainland China,U kiss
"U Kiss Ice Cream Flavored Jelly, Assorted Flavors 270 g",https://www.sayweee.com/en/product/U-Kiss-Ice-Cream-Flavored-Jelly--Assorted-Flavors/68008,$3.79,,,"U Kiss Ice Cream Flavored Jelly, Assorted Flavors",(3),Mainland China,U kiss
"LYFEN QQ Jelly, Original Flavor  150 g",https://www.sayweee.com/en/product/LYFEN-QQ-Jelly--Original-Flavor-/44861,$1.49,,,"LYFEN QQ Jelly, Original Flavor",(2),Mainland China,LYFEN
"Konjac Strawberry Jelly, Frozen 11 oz",https://www.sayweee.com/en/product/Konjac-Strawberry-Jelly-Frozen/66020,$2.99,,$0.27/oz,"Konjac Strawberry Jelly, Frozen",(1),Taiwan,
GOGOFUN Peach Flavored Jelly 165 g,https://www.sayweee.com/en/product/GOGOFUN-Peach-Flavored-Jelly/40081,$3.09,,,GOGOFUN Peach Flavored Jelly,(2),Mainland China,
Konjac jelly drink salty lemon flavor 130 g,https://www.sayweee.com/en/product/Konjac-jelly-drink-salty-lemon-flavor/85104,$1.69,,,Konjac jelly drink salty lemon flavor,,Mainland China,
Dragonfly Jelly Cups Cow Jar  24.6 oz,https://www.sayweee.com/en/product/Dragonfly-Jelly-Cups-Cow-Jar-/48653,$9.39,2 Left,$0.38/oz,Dragonfly Jelly Cups Cow Jar,(1),Mainland China,Dragonfly
U Kiss Vanilla Ice Cream Flavored Jelly Cups  480 g,https://www.sayweee.com/en/product/U-Kiss-Vanilla-Ice-Cream-Flavored-Jelly-Cups-/83214,$4.39,,,U Kiss Vanilla Ice Cream Flavored Jelly Cups,,Mainland China,U kiss
Dragonfly Jelly Cup Jar Tiger Shape 24.8 oz,https://www.sayweee.com/en/product/Dragonfly-Jelly-Cup-Jar-Tiger-Shape/48655,$10.49,,$0.42/oz,Dragonfly Jelly Cup Jar Tiger Shape,,Mainland China,Dragonfly
"Top Savor Ice Cream Flavored Jelly, Strawberry 198 g",https://www.sayweee.com/en/product/Top-Savor-Ice-Cream-Flavored-Jelly--Strawberry/79336,$2.59,,,"Top Savor Ice Cream Flavored Jelly, Strawberry",,Mainland China,
CHUNGUANG Hainan Specialty Coconut Sticky Jelly  200 g,https://www.sayweee.com/en/product/CHUNGUANG-Hainan-Specialty-Coconut-Sticky-Jelly-/99019,$4.49,,,CHUNGUANG Hainan Specialty Coconut Sticky Jelly,(5),Mainland China,
"Chungjungone O'Food Drinking Vinegar with Konjac Jelly, Pomegranate Flavor 900 g",https://www.sayweee.com/en/product/Chungjungone-O-Food-Drinking-Vinegar-with-Konjac-Jelly--Pomegranate-Flavor/23200,$12.99,,,"Chungjungone O'Food Drinking Vinegar with Konjac Jelly, Pomegranate Flavor",(1),South Korea,Chung Jung One
"Ren Ren He Tea Jelly, Honey Grapefruit Flavor 320 g",https://www.sayweee.com/en/product/Ren-Ren-He-Tea-Jelly--Honey-Grapefruit-Flavor/51214,$4.29,,,"Ren Ren He Tea Jelly, Honey Grapefruit Flavor",,Mainland China,
EVERYDAZE Sweet Jelly C Vitamin C Konjac Jelly Strawberry Flavor 10pk 1 case,https://www.sayweee.com/en/product/EVERYDAZE-Sweet-Jelly-C-Vitamin-C-Konjac-Jelly-Strawberry-Flavor-10pk/34185,$17.99,100+ Sold,$17.99/case,EVERYDAZE Sweet Jelly C Vitamin C Konjac Jelly Strawberry Flavor 10pk,(1),South Korea,
"Jelly.B Drinkable Konjac Jelly, Mango Flavor 10ct  1 box",https://www.sayweee.com/en/product/Jelly-B-Drinkable-Konjac-Jelly--Mango-Flavor-10ct-/43452,$11.39,400+ Sold,$11.39/box,"Jelly.B Drinkable Konjac Jelly, Mango Flavor 10ct",(38),South Korea,Jayone
ORIHIRO Konjac Jelly Lychee Flavor 130 g,https://www.sayweee.com/en/product/ORIHIRO-Konjac-Jelly-Lychee-Flavor/34553,$2.49,200+ Sold,,ORIHIRO Konjac Jelly Lychee Flavor,(2),Japan,ORIHIRO
"Shirakiku Fruits Jelly Drink, Lychee Flavor  150 g",https://www.sayweee.com/en/product/Shirakiku-Fruits-Jelly-Drink--Lychee-Flavor-/75836,$0.99,300+ Sold,,"Shirakiku Fruits Jelly Drink, Lychee Flavor",(15),Mainland China,Shirakiku
"Jayone Jelly.B Drinkable Konjac Jelly, Lychee Flavor 10ct 1 box",https://www.sayweee.com/en/product/Jayone-JellyB-Drinkable-Konjac-Jelly-Lychee-Flavor-10ct/65677,$13.29,300+ Sold,$13.29/box,"Jayone Jelly.B Drinkable Konjac Jelly, Lychee Flavor 10ct",(31),South Korea,Jayone
Lotte Yogurt Jelly 1.76 oz,https://www.sayweee.com/en/product/Lotte-Yogurt-Jelly/28874,$1.79,900+ Sold,$1.01/oz,Lotte Yogurt Jelly,(35),South Korea,
"Instant Jelly Fish, Sesame Oil Flavor 150 g",https://www.sayweee.com/en/product/Instant-Jelly-Fish--Sesame-Oil-Flavor/33884,$1.99,800+ Sold,,"Instant Jelly Fish, Sesame Oil Flavor",(83),Mainland China,
Sunity Herbal Jelly with Purple Rice and Milk  444 g,https://www.sayweee.com/en/product/Sunity-Herbal-Jelly-with-Purple-Rice-and-Milk-/10137,$4.59,600+ Sold,,Sunity Herbal Jelly with Purple Rice and Milk,(51),Mainland China,Sunity
"Taisun Grass Jelly Drink, 6pk 1 each",https://www.sayweee.com/en/product/Taisun-Grass-Jelly-Drink--6pk/6470,$5.99,600+ Sold,$5.99/each,"Taisun Grass Jelly Drink, 6pk",(215),Taiwan,
Bear Coming Grass Jelly Powder  100 g,https://www.sayweee.com/en/product/Bear-Coming-Grass-Jelly-Powder-/72242,$1.59,400+ Sold,,Bear Coming Grass Jelly Powder,(34),Mainland China,Bear Coming
Dragon Brand Jelly Powder 0.35 oz,https://www.sayweee.com/en/product/Dragon-Brand-Jelly-Powder/69553,$0.79,400+ Sold,$2.25/oz,Dragon Brand Jelly Powder,(2),Vietnam,
Sunity Herbal Jelly Original Flavor  218 g,https://www.sayweee.com/en/product/Sunity-Herbal-Jelly-Original-Flavor-/96803,$3.35,400+ Sold,,Sunity Herbal Jelly Original Flavor,(82),Mainland China,Sunity
Sunity Mung Bean and Milk Herbal Jelly 444 g,https://www.sayweee.com/en/product/Sunity-Mung-Bean-and-Milk-Herbal-Jelly/67571,$4.59,300+ Sold,,Sunity Mung Bean and Milk Herbal Jelly,(43),Mainland China,Sunity
Dr. Liv Konjac Jelly Apple Mango Flavor 150 g,https://www.sayweee.com/en/product/Dr--Liv-Konjac-Jelly-Apple-Mango-Flavor/67030,$1.79,300+ Sold,,Dr. Liv Konjac Jelly Apple Mango Flavor,(15),South Korea,
Bear Coming Konjac Jelly Powder 100 g,https://www.sayweee.com/en/product/Bear-Coming-Konjac-Jelly-Powder/30626,$1.99,300+ Sold,,Bear Coming Konjac Jelly Powder,(38),Mainland China,Bear Coming
Sparkling WaterSam Supermarket Sunkist Growers Cool Salty Lemon Jelly Soda  300 ml,https://www.sayweee.com/en/product/Sparkling-WaterSam-Supermarket-Sunkist-Growers-Cool-Salty-Lemon-Jelly-Soda-/32785,$2.49,"300+ Sold,8 Left",,Sparkling WaterSam Supermarket Sunkist Growers Cool Salty Lemon Jelly Soda,(6),Mainland China,
"Tarami Konnuaku Jelly Drink, Melon Flavor 150 g",https://www.sayweee.com/en/product/Tarami-Konnuaku-Jelly-Drink--Melon-Flavor/34541,$2.49,200+ Sold,,"Tarami Konnuaku Jelly Drink, Melon Flavor",(7),Japan,Tarami
EVERYDAZE Essential C's Collagen & Vitamin C Konjac Jelly Peach Flavor 10pk 1 case,https://www.sayweee.com/en/product/EVERYDAZE-Essential-C-s-Collagen---Vitamin-C-Konjac-Jelly-Peach-Flavor-10pk/18151,$24.99,200+ Sold,$24.99/case,EVERYDAZE Essential C's Collagen & Vitamin C Konjac Jelly Peach Flavor 10pk,(20),South Korea,EVERYDAZE
Sunity Herbal Jelly with Longan and Milk  444 g,https://www.sayweee.com/en/product/Sunity-Herbal-Jelly-with-Longan-and-Milk-/10138,$4.59,200+ Sold,,Sunity Herbal Jelly with Longan and Milk,(30),Mainland China,Sunity
EVERYDAZE Essential C's Collagen + Vitamin C Konjac Jelly Green Grape Flavor 150ml/10 pks 1 case,https://www.sayweee.com/en/product/EVERYDAZE-Essential-C-s-Collagen---Vitamin-C-Konjac-Jelly-Green-Grape-Flavor-150ml-10-pks/18154,$24.99,200+ Sold,$24.99/case,EVERYDAZE Essential C's Collagen + Vitamin C Konjac Jelly Green Grape Flavor 150ml/10 pks,(9),South Korea,EVERYDAZE
EVERYDAZE Essential C's Collagen & Vitamin C Konjac Jelly Mango Flavor 10pk 1 case,https://www.sayweee.com/en/product/EVERYDAZE-Essential-C-s-Collagen---Vitamin-C-Konjac-Jelly-Mango-Flavor-10pk/18152,$24.99,100+ Sold,$24.99/case,EVERYDAZE Essential C's Collagen & Vitamin C Konjac Jelly Mango Flavor 10pk,(22),South Korea,EVERYDAZE
Chin Chin Yellow Ai Yu Jelly 19 oz,https://www.sayweee.com/en/product/Chin-Chin-Yellow-Ai-Yu-Jelly/30310,$1.99,100+ Sold,$0.10/oz,Chin Chin Yellow Ai Yu Jelly,,Vietnam,
Nora Kitchen Buko Pandan Jelly Mix 5.9 oz,https://www.sayweee.com/en/product/Nora-Kitchen-Buko-Pandan-Jelly-Mix/11569,$2.89,100+ Sold,$0.48/oz,Nora Kitchen Buko Pandan Jelly Mix,(4),United States,NORA
"Jelly.B Drinkable Konjac Jelly, Blueberry Flavor 1 box",https://www.sayweee.com/en/product/Jelly-B-Drinkable-Konjac-Jelly--Blueberry-Flavor/70379,$13.29,100+ Sold,$13.29/box,"Jelly.B Drinkable Konjac Jelly, Blueberry Flavor",(10),South Korea,Jayone
"Sunity Herbal Jelly Pouch, Pear and Honey Flavor  1265 g",https://www.sayweee.com/en/product/Sunity-Herbal-Jelly-Pouch--Pear-and-Honey-Flavor-/10141,$6.99,"50+ Sold,1 Left",,"Sunity Herbal Jelly Pouch, Pear and Honey Flavor",(13),Mainland China,Sunity
SHT Herbal Jelly Mix 6 cups 390 g,https://www.sayweee.com/en/product/SHT-Herbal-Jelly-Mix-6-cups/14381,$10.99,50+ Sold,,SHT Herbal Jelly Mix 6 cups,(32),Mainland China,
Jiangmen Instant Black Grass Jelly Powder 100 g,https://www.sayweee.com/en/product/Jiangmen-Instant-Black-Grass-Jelly-Powder/84858,$1.69,50+ Sold,,Jiangmen Instant Black Grass Jelly Powder,(2),Mainland China,
CJJ Passion Fruit Jelly Drink 220 g,https://www.sayweee.com/en/product/CJJ-Passion-Fruit-Jelly-Drink/26010,$2.79,50+ Sold,,CJJ Passion Fruit Jelly Drink,(3),Taiwan,
Utena Brightening Golden Jelly Mask  1 box,https://www.sayweee.com/en/product/Utena-Brightening-Golden-Jelly-Mask-/6590,$8.99,50+ Sold,$8.99/box,Utena Brightening Golden Jelly Mask,,Japan,
YuanXian Konjac Jelly 283 g,https://www.sayweee.com/en/product/YuanXian-Konjac-Jelly/30517,$3.29,50+ Sold,,YuanXian Konjac Jelly,(7),Mainland China,
Green Ai Yu Jelly 19 oz,https://www.sayweee.com/en/product/Green-Ai-Yu-Jelly/8613,$1.99,50+ Sold,$0.10/oz,Green Ai Yu Jelly,(1),Taiwan,
Chin Chin Grass Jelly  19 oz,https://www.sayweee.com/en/product/Chin-Chin-Grass-Jelly-/42695,$2.79,50+ Sold,$0.14/oz,Chin Chin Grass Jelly,,Taiwan,CHINCHIN
"Konjac Guava Jelly, Frozen  11 oz",https://www.sayweee.com/en/product/Konjac-Guava-Jelly-Frozen-/66025,$3.49,50+ Sold,$0.31/oz,"Konjac Guava Jelly, Frozen",(18),Taiwan,
"Sunity Herbal Jelly, Yellow Peach Flavor 260 g",https://www.sayweee.com/en/product/Sunity-Herbal-Jelly--Yellow-Peach-Flavor/37762,$4.29,,,"Sunity Herbal Jelly, Yellow Peach Flavor",(2),Mainland China,Sunity
Sunity Herbal Jelly 1265 g,https://www.sayweee.com/en/product/Sunity-Herbal-Jelly/67568,$7.99,,,Sunity Herbal Jelly,(6),Mainland China,Sunity
Chin Chin Grass Jelly Drink with Honey  10.7 oz,https://www.sayweee.com/en/product/Chin-Chin-Grass-Jelly-Drink-with-Honey-/44669,$1.49,,$0.13/oz,Chin Chin Grass Jelly Drink with Honey,,Taiwan,Chin Chin
Chen Jiah Juang Passion Guava Jelly Drink 220 g,https://www.sayweee.com/en/product/Chen-Jiah-Juang-Passion-Guava-Jelly-Drink/85417,$2.69,,,Chen Jiah Juang Passion Guava Jelly Drink,(11),Taiwan,
"Herbal Jelly, Ginseng Flavor 215 g",https://www.sayweee.com/en/product/Herbal-Jelly-Ginseng-Flavor/70293,$2.49,,,"Herbal Jelly, Ginseng Flavor",,Mainland China,
"Sunity Herbal Jelly, Black Grape Flavor 645 g",https://www.sayweee.com/en/product/Sunity-Herbal-Jelly--Black-Grape-Flavor/37757,$3.49,2 Left,,"Sunity Herbal Jelly, Black Grape Flavor",,Mainland China,Sunity
"Sunity Herbal Jelly, Kumquat Lemon Flavor 396 g",https://www.sayweee.com/en/product/Sunity-Herbal-Jelly--Kumquat-Lemon-Flavor/37763,$3.79,,,"Sunity Herbal Jelly, Kumquat Lemon Flavor",(1),Mainland China,Sunity
Utena Premium Golden Gel Mask Royal Jelly 3ct 1 box,https://www.sayweee.com/en/product/Utena-Premium-Golden-Gel-Mask-Royal-Jelly-3ct/74873,$9.99,,$9.99/box,Utena Premium Golden Gel Mask Royal Jelly 3ct,(2),Japan,Utena
UTENA Gold Jelly Collagen Mask 3pk 1 box,https://www.sayweee.com/en/product/UTENA-Gold-Jelly-Collagen-Mask-3pk/45482,$7.99,,$7.99/box,UTENA Gold Jelly Collagen Mask 3pk,(7),Japan,
White Jelly Powder 500 g,https://www.sayweee.com/en/product/White-Jelly-Powder/84957,$5.89,,,White Jelly Powder,,Mainland China,
"Earth Biochemical Fugucolla Fish Collagen Jelly, Peach Flavor 150 g",https://www.sayweee.com/en/product/Earth-Biochemical-Fugucolla-Fish-Collagen-Jelly--Peach-Flavor/18217,$3.59,,,"Earth Biochemical Fugucolla Fish Collagen Jelly, Peach Flavor",,Japan,
DMC Deep Cleansing Jelly Mask  225 g,https://www.sayweee.com/en/product/DMC-Deep-Cleansing-Jelly-Mask-/30222,$29.99,,$0.13/g,DMC Deep Cleansing Jelly Mask,,Taiwan,
BCL Momopuri Jelly Mask 1 box,https://www.sayweee.com/en/product/BCL-Momopuri-Jelly-Mask/45854,$11.99,,$11.99/box,BCL Momopuri Jelly Mask,(2),Japan,
Cool Taste Strawberry Jelly Drink 160 g,https://www.sayweee.com/en/product/Cool-Taste-Strawberry-Jelly-Drink/87149,$1.29,,,Cool Taste Strawberry Jelly Drink,,Philippines,
Green Milk Tea with Brown Sugar Jelly 1 each,https://www.sayweee.com/en/restaurants/1929?ws=shopping-search,$6.66,,$6.66/each,Weee!,,,
Grass Jelly 1 each,https://www.sayweee.com/en/restaurants/2203?ws=shopping-search,$9.00,,$9.00/each,Weee!,,,
【次第花开】Signature Golden Coconut Jelly 1 each,https://www.sayweee.com/en/restaurants/2138?ws=shopping-search,$15.80,,$15.80/each,Weee!,,,
Peanut Herbal Jelly 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$6.39,,$6.39/each,Weee!,,,
Taro Herbal Jelly 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$6.39,,$6.39/each,Weee!,,,
Mix Bean Herbal Jelly 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$6.39,,$6.39/each,Weee!,,,
Taiwan Shaved Ice #3 (Mix Bean、Pudding、Herbal Jelly、Tapioca) 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$7.19,,$7.19/each,Weee!,,,
Handmade Squash Powder Sheet Jelly w. Sesame Sauce（S） 1 each,https://www.sayweee.com/en/restaurants/1961?ws=shopping-search,$13.49,,$13.49/each,Weee!,,,
Handmade Squash Powder Sheet Jelly w. Sesame Sauce（L） 1 each,https://www.sayweee.com/en/restaurants/1961?ws=shopping-search,$16.50,,$16.50/each,Weee!,,,
Signature Coconut Jelly 1 each,https://www.sayweee.com/en/restaurants/1927?ws=shopping-search,$14.50,,$14.50/each,Weee!,,,
【次第花开】Japanese White Jade Matcha Jelly 1 each,https://www.sayweee.com/en/restaurants/2138?ws=shopping-search,$9.90,,$9.90/each,Weee!,,,
【糖纸甜品】Signature Coconut Jelly 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$18.00,,$18.00/each,Weee!,,,
【糖纸甜品】Mango Coconut Jelly 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$21.00,,$21.00/each,Weee!,,,
Grass Jelly Red Bean Boba Coconut Milk（L size/half sugar/less ice） 1 each,https://www.sayweee.com/en/restaurants/2092?ws=shopping-search,$6.50,,$6.50/each,Weee!,,,
Grass Jelly Pudding Boba Milk Tea （L size/Half sugar/less ice） 1 each,https://www.sayweee.com/en/restaurants/2092?ws=shopping-search,$6.75,,$6.75/each,Weee!,,,
Red Bean Herbal Jelly 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$6.39,,$6.39/each,Weee!,,,
Taiwan Shaved Ice #2 (Mix Bean、Taro、Jelly、Tapioca) 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$7.19,,$7.19/each,Weee!,,,
Taiwan Shaved Ice #4 (Red Bean、Herbal Jelly、Peanut、Taro Ball) 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$7.19,,$7.19/each,Weee!,,,
