Product_Name,Price,Sold_Weekly,Origin,Brand,Reviews,Sold_Monthly,Weekly_Revenue,Platform,Category,Rate
"Beitian Energy 99 Rice Roll, Taro Flavor  180 g",2.99,0,Taiwan,Unclear,12,0,0,Weee,Rice Crust,Unclear
"Want Want Must-Eat Rice Snack, Original 70 g",1.89,0,Mainland China,WANT WANT,5,0,0,Weee,Rice Crust,Unclear
"Sizzling Rice Crisp, Five Spice Flavor 86 g",2.59,0,Mainland China,Unclear,9,0,0,Weee,Rice Crust,Unclear
Oh Ma Grain Popped Rice Cracker Fried Garlic 1.5 oz,3.29,0,Indonesia,Unclear,2,0,0,Weee,Rice Crust,Unclear
Trygoodz Mido Mixed Nuts and Rice Crackers 180 g,6.79,0,Taiwan,Unclear,7,0,0,Weee,Rice Crust,Unclear
Lianggao Well Rice Cake with Brown Sugar Syrup 240 g,1.79,0,Mainland China,Unclear,9,0,0,Weee,Rice Crust,Unclear
"Captain Danny Puffed Rice, Caramel Flavor 100 g",5.49,0,Taiwan,Unclear,39,0,0,Weee,Rice Crust,Unclear
"Miduoqi Rice Crisp Cakes, Pumpkin Flavor 336 g",5.89,0,Mainland China,Unclear,1,0,0,Weee,Rice Crust,Unclear
"Captain Danny Puffed Rice, Sour Cream and Onion Flavor 100 g",5.69,0,Taiwan,Captain Danny,5,0,0,Weee,Rice Crust,Unclear
Choripdong Rice Cracker Biscuit De Riz 3pk 240 g,5.99,0,South Korea,Choripdong,2,0,0,Weee,Rice Crust,Unclear
Oh Ma Grain Popped Rice Cracker Sea Salt 1.5 oz,3.29,0,Indonesia,Unclear,1,0,0,Weee,Rice Crust,Unclear
Oh Ma Grain Popped Rice Cracker Original 1.5 oz,3.29,0,Indonesia,Unclear,1,0,0,Weee,Rice Crust,Unclear
FuXianYuan Rice Flower Ball 7.7 oz,6.19,0,Mainland China,Unclear,0,0,0,Weee,Rice Crust,Unclear
Rice King Thai Sweet Long Grain Rice Bag  4.4 lb,7.99,200,Mainland China,Unclear,135,800,1598,Weee,Rice Crust,Unclear
CJ BARN BARN MI 50% Brown RIce+ 50% Brown Sweet RIce 15 lb,19.99,50,United States,CJ Foods,25,200,999.5,Weee,Rice Crust,Unclear
Rice King Pon Lai Rice Gold 15 lb,29.99,50,United States,Unclear,2,200,1499.5,Weee,Rice Crust,Unclear
Golden Rice Taiwan Premium Short Grain Rice 6000 g,26.99,0,Taiwan,Unclear,2,0,0,Weee,Rice Crust,Unclear
Rice King Multi Grain Rice 4.4 lb,14.19,0,Thailand,Unclear,0,0,0,Weee,Rice Crust,Unclear
"Baijia Guizhou Rice Noodles, Beef Flavor 270 g",3.99,1000,Mainland China,Unclear,224,4000,3990,Weee,Rice Crust,Unclear
Shao Hsing Rice Cooking Wine 750 ml,3.99,1000,Mainland China,Shao Hsing,1237,4000,3990,Weee,Rice Crust,Unclear
"Haohuanluo River Snails Rice Noodles, Original Flavor  300 g",4.69,1000,Mainland China,Happy Snail,209,4000,4690,Weee,Rice Crust,Unclear
Doll Dim Sum Shrimp Cheong Fun Rice Roll 203 g,3.59,1000,Hong Kong,Unclear,501,4000,3590,Weee,Rice Crust,Unclear
"Laurel Sesame Rice Balls, Frozen 10pc 1 each",2.99,1000,Taiwan,Laurel,723,4000,2990,Weee,Rice Crust,Unclear
"Synear Glutinous Rice Balls with Black Sesame, Frozen 400 g",3.29,1000,Mainland China,Synear,168,4000,3290,Weee,Rice Crust,Unclear
Luobawang Luo Si Tomato Rice Noodles 306 g,4.49,1000,Mainland China,Unclear,234,4000,4490,Weee,Rice Crust,Unclear
Synear Ningbo Black Pearls Sesame Rice Balls 400 g,3.19,1000,Mainland China,Synear,56,4000,3190,Weee,Rice Crust,Unclear
Nishiki Premium Medium Grain Rice 15 lb,23.99,1000,United States,Nishiki,1037,4000,23990,Weee,Rice Crust,Unclear
[HHL] Snails Rice Noodle (Original) 400g 400 g,4.69,1000,Mainland China,Unclear,83,4000,4690,Weee,Rice Crust,Unclear
Erawan Glutinous Rice Flour 1 lb,2.19,1000,Thailand,Erawan,323,4000,2190,Weee,Rice Crust,Unclear
Synear Mini Black Sesame Rice Balls 300 g,2.49,1000,Mainland China,Synear,86,4000,2490,Weee,Rice Crust,Unclear
"Synear Assorted Mini Rice Balls, Frozen 300 g",3.19,1000,Mainland China,Synear,201,4000,3190,Weee,Rice Crust,Unclear
Liziqi Snail Rice Noodles 335 g,6.49,1000,Mainland China,Unclear,197,4000,6490,Weee,Rice Crust,Unclear
"QianWei Rhubarb Glutinous Rice Ball with Black Sesame Filling, Frozen  500 g",3.79,1000,Mainland China,Sweet-Scented,70,4000,3790,Weee,Rice Crust,Unclear
Liuzhou Guangxi Specialty Luo Si Fen Spicy Rice Noodles 315 g,4.49,1000,Mainland China,Unclear,222,4000,4490,Weee,Rice Crust,Unclear
Sekka Premium Japanese Medium Grain Rice 15 lb,17.99,1000,United States,Sekka,395,4000,17990,Weee,Rice Crust,Unclear
Chiao Kou Purple Rice Porridge with Mixed Chinese Sweets  350 g,3.19,1000,Unclear,Unclear,139,4000,3190,Weee,Rice Crust,Unclear
Brown Sugar Glutinous Rice Cake 220 g,5.49,1000,Mainland China,Unclear,73,4000,5490,Weee,Rice Crust,Unclear
"Synear Glutinous Rice Ball with Sesame, Frozen 320 g",4.69,1000,Mainland China,Unclear,47,4000,4690,Weee,Rice Crust,Unclear
Nishiki Premium Medium Grain Rice 5 lb,8.99,1000,United States,Nishiki,113,4000,8990,Weee,Rice Crust,Unclear
Fortune Avenue Steamed Rice Cake with Pork Blood 16 oz,9.49,1000,United States,Unclear,308,4000,9490,Weee,Rice Crust,Unclear
Amoy Glutinous Rice Dumpling 3pc 180 g,3.29,1000,Hong Kong,Amoy,216,4000,3290,Weee,Rice Crust,Unclear
Taiwan Brand Glutinous Rice Dumpling with Pork  12 oz,5.49,1000,United States,Unclear,66,4000,5490,Weee,Rice Crust,Unclear
Doll Dim Sum Mini Glutinous Rice Dumpling 7.9 oz,3.19,1000,Mainland China,Unclear,152,4000,3190,Weee,Rice Crust,Unclear
BYL Red Sweet Rice Dumpling  Frozen 200 g,2.49,1000,Mainland China,Unclear,13,4000,2490,Weee,Rice Crust,Unclear
Erawan Rice Flour 1 lb,1.89,1000,Thailand,Erawan,245,4000,1890,Weee,Rice Crust,Unclear
LAUREL'S Black Sesame Glutinous Rice Ball 10pc 1 each,2.99,1000,United States,Laurel,139,4000,2990,Weee,Rice Crust,Unclear
Liu Quan Instant Spicy Snail Rice Noodles Vermicelli 315 g,4.49,1000,Mainland China,Unclear,650,4000,4490,Weee,Rice Crust,Unclear
"Vegetarian Rice Mushroom Buns, Frozen 420 g",3.99,1000,Mainland China,Unclear,434,4000,3990,Weee,Rice Crust,Unclear
Wowo Brand Fermented Glutinous Rice 600 g,3.99,1000,Mainland China,Unclear,196,4000,3990,Weee,Rice Crust,Unclear
"Si Nian Mini Glutinous Rice Balls, Frozen 300 g",2.99,1000,Mainland China,Unclear,216,4000,2990,Weee,Rice Crust,Unclear
"Master Lee Cooked Rice with Vegan Fish Flavored Eggplant, Frozen  460 g",2.89,1000,Mainland China,Unclear,54,4000,2890,Weee,Rice Crust,Unclear
Kikkoman Manjo Aji-Mirin Sweet Cooking Rice Seasoning  10 oz,3.99,1000,Japan,Unclear,183,4000,3990,Weee,Rice Crust,Unclear
"Master Lee Cooked Rice with Sauteed Potato, Green Pepper & Eggplant, Frozen 460 g",3.49,1000,Mainland China,Unclear,42,4000,3490,Weee,Rice Crust,Unclear
Tiger Sugar Black Sugar Sesame Rice Ball 200 g,3.29,1000,Taiwan,Tiger Sugar,79,4000,3290,Weee,Rice Crust,Unclear
Aroy-D Sticky Rice with Mango 8.8 oz,4.87,1000,Thailand,AROYD,21,4000,4870,Weee,Rice Crust,Unclear
FenWeiXiang Hunan Style Rice Noodle 280 g,4.19,900,Mainland China,Unclear,215,3600,3771,Weee,Rice Crust,Unclear
"Liuquan Instant Spicy Rice Noodle, Original 400 g",4.09,900,Mainland China,Unclear,92,3600,3681,Weee,Rice Crust,Unclear
"Mi Po Po Fermented Glutinous Rice, Large 900 g",5.99,900,Mainland China,Unclear,104,3600,5391,Weee,Rice Crust,Unclear
"Spring Home Mini Rice Balls, Sweet Potato and Taro, Frozen 180 g",2.69,900,United States,Unclear,166,3600,2421,Weee,Rice Crust,Unclear
Vegetarian Rice Mushroom Bun  14.8 oz,4.49,900,Mainland China,Unclear,73,3600,4041,Weee,Rice Crust,Unclear
"Liuzhou Snail Rice Noodles, Spicy Plus  400 g",5.29,900,Mainland China,Unclear,19,3600,4761,Weee,Rice Crust,Unclear
Jiangxi Rice Vermicelli 400 g,1.99,900,Mainland China,Unclear,47,3600,1791,Weee,Rice Crust,Unclear
"Master Lee  Cooked Rice Ball with Cumin & Squid, Frozen 100 g",1.39,900,Mainland China,Unclear,31,3600,1251,Weee,Rice Crust,Unclear
Rhee Chun New Variety Extra Fancy Rice 15 lb,15.99,800,United States,Unclear,98,3200,12792,Weee,Rice Crust,Unclear
BYL Ningbo Hot Pot Rice Cake  Frozen 1 lb,2.19,800,Mainland China,Unclear,9,3200,1752,Weee,Rice Crust,Unclear
Shanghai Brand Glutinous Rice Dumpling with Pork  12 oz,5.49,800,United States,Unclear,46,3200,4392,Weee,Rice Crust,Unclear
Synear Ningbo White Pearls Peanut Rice Balls 400 g,3.19,800,Mainland China,Synear,11,3200,2552,Weee,Rice Crust,Unclear
Wuming Classic Rice Noodle  1000 g,4.99,800,Mainland China,Wu Ming,44,3200,3992,Weee,Rice Crust,Unclear
Koda Farms Mochiko Sweet Rice Flour  16 oz,3.29,800,United States,Koda Farm,30,3200,2632,Weee,Rice Crust,Unclear
"Happy Snail Liuzhou Snail Rice Noodles, Crayfish Flavor 320 g",5.49,800,Mainland China,Unclear,275,3200,4392,Weee,Rice Crust,Unclear
"Mommy's Gourmet Brand Pork Rice Dumpling with Salted Egg Yolk, Frozen 12 oz",5.99,800,United States,Unclear,12,3200,4792,Weee,Rice Crust,Unclear
Big Green Organic Black Rice 454g 16 oz,4.79,800,Mainland China,Big Green,185,3200,3832,Weee,Rice Crust,Unclear
Oh Ricey Pnompenh Rice Noodles Vietnam Instant Noodles 1 oz,1.19,800,Vietnam,Unclear,11,3200,952,Weee,Rice Crust,Unclear
"Gourmet Alley Rice Cake, Sliced 500 g",3.99,800,Mainland China,Gourmet Alley,15,3200,3192,Weee,Rice Crust,Unclear
YunPinXian Yunnan Rice Noodles Mushroom 7.76 oz,3.49,800,Mainland China,Unclear,7,3200,2792,Weee,Rice Crust,Unclear
"Bibigo Crispy Rice Wrapper Dumplings with Meat and Vegetables, Frozen  28 oz",9.99,800,South Korea,Bibigo,237,3200,7992,Weee,Rice Crust,Unclear
Liu Quan Snail Rice Noodles Vermicelli 268 g,3.99,700,Mainland China,Unclear,313,2800,2793,Weee,Rice Crust,Unclear
WoWo Brand Fermented Glutinous Rice 818 g,5.29,700,Mainland China,Unclear,86,2800,3703,Weee,Rice Crust,Unclear
Black Glutinous Rice 1.5 lb,5.99,700,Taiwan,Unclear,444,2800,4193,Weee,Rice Crust,Unclear
Kong Yen Rice Vinegar  20.2 fl.oz,2.99,700,Taiwan,Unclear,164,2800,2093,Weee,Rice Crust,Unclear
Fulinmen Aromatic Medium Grain Rice 11 lb,33.99,700,Mainland China,Unclear,81,2800,23793,Weee,Rice Crust,Unclear
Synear Authentic Rice Balls with Red Bean Filling 454 g,3.75,700,Mainland China,Synear,21,2800,2625,Weee,Rice Crust,Unclear
Qian Wei Yang Chu MINI  Mixed Glutinous Rice Ball  Frozen 280 g,1.99,700,Mainland China,Unclear,5,2800,1393,Weee,Rice Crust,Unclear
"Spring Home Mini Rice Ball, Original  300 g",2.49,700,Singapore,Unclear,10,2800,1743,Weee,Rice Crust,Unclear
Tiger Taiwanese Rice Noodles 400 g,3.49,600,Taiwan,Tiger,334,2400,2094,Weee,Rice Crust,Unclear
"S&B Tasty Hayashi Rice, Japanese Gravy Mix 5.6 oz",2.79,600,Japan,S&B,44,2400,1674,Weee,Rice Crust,Unclear
Hakubai Premium Sweet Rice 5 lb,10.99,600,United States,Unclear,111,2400,6594,Weee,Rice Crust,Unclear
"HUNSTY Small Sweet Glutinous Rice Ball, Frozen  400 g",3.49,600,Taiwan,HUNSTY,52,2400,2094,Weee,Rice Crust,Unclear
Qian Wei Yang Chu Ningbo Style Rice Ball Peanut Frozen 400 g,3.29,600,Mainland China,Unclear,2,2400,1974,Weee,Rice Crust,Unclear
Qian wei yang chu Rhubarb Small Rice Ball Black Sesame Frozen 280 g,2.49,600,Mainland China,Unclear,1,2400,1494,Weee,Rice Crust,Unclear
"Shizuren Energy Instant Rice Noodles, Beef Flavor 100 g",3.59,600,Mainland China,Unclear,83,2400,2154,Weee,Rice Crust,Unclear
QiaoJiaShan Rice Cake 200 g,3.49,600,Mainland China,Unclear,101,2400,2094,Weee,Rice Crust,Unclear
Bibigo Foods Rice Porridge with Mushrooms and Vegetables 280 g,4.99,600,South Korea,Bibigo,55,2400,2994,Weee,Rice Crust,Unclear
Vegetarian Glutinous Rice Dumpling  270 g,2.99,500,Mainland China,Unclear,71,2000,1495,Weee,Rice Crust,Unclear
CJ Cooked White Rice with Seaweed Soup 165 g,3.99,500,South Korea,Unclear,11,2000,1995,Weee,Rice Crust,Unclear
Tiger Sugar Black Sugar Salted Egg Custard Rice Ball 200 g,3.29,500,Taiwan,Tiger Sugar,66,2000,1645,Weee,Rice Crust,Unclear
Sunway Nanchang Rice Noodles 208.8 g,2.99,500,Mainland China,Unclear,47,2000,1495,Weee,Rice Crust,Unclear
Kokuho Rose Premium Quality Rice 15 lb,21.99,500,United States,Unclear,76,2000,10995,Weee,Rice Crust,Unclear
"Master Lee Yangzhou Style Fried Rice, Frozen 330 g",2.39,500,Mainland China,Unclear,31,2000,1195,Weee,Rice Crust,Unclear
Sunity Herbal Jelly with Purple Rice and Milk  444 g,4.59,500,Mainland China,Sunity,51,2000,2295,Weee,Rice Crust,Unclear
"Luosi Rice Noodles, Mushroom Flavor 400 g",4.99,500,Mainland China,Unclear,28,2000,2495,Weee,Rice Crust,Unclear
WFZ Frozen 8 Flavor Purple Gluten Rice  200 g,2.69,500,Mainland China,Unclear,40,2000,1345,Weee,Rice Crust,Unclear
YABA Unagi Fried Rice with Roasted Eel Frozen 12 oz,7.99,500,Mainland China,Unclear,14,2000,3995,Weee,Rice Crust,Unclear
JiangXi Rice Vermicelli  14 oz,2.29,500,Mainland China,Unclear,65,2000,1145,Weee,Rice Crust,Unclear
Tamaki Gold California Koshihikari Short Grain Rice 15 lb,36.99,500,United States,Tamaki,121,2000,18495,Weee,Rice Crust,Unclear
"Master Lee Fried Rice with Zucchini & Egg, Frozen 330 g",2.39,500,Mainland China,Unclear,15,2000,1195,Weee,Rice Crust,Unclear
"Steamed Siu Mai Mushroom and Sticky Rice Dumplings, Frozen 300 g",5.49,500,Mainland China,Asian Choice,87,2000,2745,Weee,Rice Crust,Unclear
Surasang 88 Seoul Spicy Stir-Fried Rice Cake  1.8 lb,8.99,400,South Korea,Surasang,81,1600,3596,Weee,Rice Crust,Unclear
CJ Bibigo Beef Fried Rice 16.4 oz,7.99,400,United States,Bibigo,4,1600,3196,Weee,Rice Crust,Unclear
Three Ladies Brand Organic Jasmine Rice 5 lb,11.99,400,Thailand,3 Ladies,12,1600,4796,Weee,Rice Crust,Unclear
Tiger Sugar Chocolate Crispy Rice Ball 200 g,4.29,400,Taiwan,Tiger Sugar,5,1600,1716,Weee,Rice Crust,Unclear
"YunPinXian Yunnan Rice Noodles, Spicy Mushroom Flavor 7.76 oz",3.49,400,Mainland China,Unclear,4,1600,1396,Weee,Rice Crust,Unclear
Imperial Taste Hsinchu Rice Noodles 14 oz,2.79,400,Taiwan,Imperial Taste,221,1600,1116,Weee,Rice Crust,Unclear
Jia Liu Liu Zhou Spicy Rice Noodle 260 g,3.49,400,Mainland China,Unclear,27,1600,1396,Weee,Rice Crust,Unclear
Surasang Instant Rice Cake Soup 177 g,2.49,400,South Korea,Surasang,16,1600,996,Weee,Rice Crust,Unclear
"Master Lee  Fried Rice with Spicy Crayfish, Frozen 330 g",4.79,400,Mainland China,Unclear,14,1600,1916,Weee,Rice Crust,Unclear
WFZ Frozen 8 Flavor Gluten Rice  200 g,2.99,400,Mainland China,Unclear,6,1600,1196,Weee,Rice Crust,Unclear
Ottogi Cooked White Rice 12pk 1 case,14.99,300,South Korea,Ottogi,1,1200,4497,Weee,Rice Crust,Unclear
Surasang 88 Seoul Topokki Rice Cake with Soup 170 g,4.99,300,South Korea,Surasang,1,1200,1497,Weee,Rice Crust,Unclear
Yinlu Mixed Black Rice Congee 280 g,2.39,300,Mainland China,Unclear,6,1200,717,Weee,Rice Crust,Unclear
Lee Kum Kee Seasoned Rice Vinegar 16.9 oz,2.49,300,Mainland China,Lee Kum Kee,78,1200,747,Weee,Rice Crust,Unclear
Synear Flower Jasmine Rice Dumplings 240 g,5.39,300,Mainland China,Synear,38,1200,1617,Weee,Rice Crust,Unclear
Sanshoku Dango Sweet Rice Cakes 135 g,4.49,300,Japan,Unclear,87,1200,1347,Weee,Rice Crust,Unclear
"88 Korean Spicy Rice Cakes, Old-Fashioned Flavor 560 g",5.39,300,South Korea,Unclear,188,1200,1617,Weee,Rice Crust,Unclear
Mogami 8-Blend Whole Grain Rice 5 lb,20.99,300,United States,Mogami,190,1200,6297,Weee,Rice Crust,Unclear
Sukoyaka Genmai Whole Grain Brown Rice 15 lb,28.99,300,United States,Unclear,56,1200,8697,Weee,Rice Crust,Unclear
Nature's Soy Fresh Rice Noodles 454 g,1.69,300,United States,Nature's Soy,75,1200,507,Weee,Rice Crust,Unclear
Three Ladies (XL) Rice Stick Banh Pho Viet Mien Luo 14 oz,1.99,300,Vietnam,Three Ladies,2,1200,597,Weee,Rice Crust,Unclear
Wen Zhou Rice Noodle 400 g,1.89,300,Mainland China,Unclear,23,1200,567,Weee,Rice Crust,Unclear
WanHe Rice Noodle with Sesame Paste Soup Base  220 g,3.79,300,Mainland China,Unclear,5,1200,1137,Weee,Rice Crust,Unclear
Qiao Jia Zha Mint Rice Cake 4PC Frozen 360 g,4.49,300,United States,Unclear,3,1200,1347,Weee,Rice Crust,Unclear
Tamaki Kenko Haiga Short Grain Rice 15 lb,36.99,300,United States,Tamaki,76,1200,11097,Weee,Rice Crust,Unclear
"A Kuan Sichuan Spicy Rice Noodles, Crayfish Flavor 255 g",2.99,300,Mainland China,AKuan,83,1200,897,Weee,Rice Crust,Unclear
Kings Noodle Chongqing Pickled Rice Noodle 193 g,4.99,300,Mainland China,Unclear,9,1200,1497,Weee,Rice Crust,Unclear
Zhiweiguan Eight-Treasure Rice Pudding 300 g,5.49,300,Mainland China,Zhiweiguan,10,1200,1647,Weee,Rice Crust,Unclear
CJ Foods Cooked White Rice with Soft Tofu Stew 173.7 g,3.99,300,South Korea,CJ Foods,24,1200,1197,Weee,Rice Crust,Unclear
Three Ladies Brand Jiangxi Rice Stick  14 oz,1.79,300,Mainland China,3 Ladies,1,1200,537,Weee,Rice Crust,Unclear
Nishiki Premium Brown Rice  15 lb,20.99,300,United States,Nishiki,15,1200,6297,Weee,Rice Crust,Unclear
Three Deer Brand Jiang Xi Rice Vermicelli 400 g,1.99,300,Mainland China,Unclear,0,1200,597,Weee,Rice Crust,Unclear
Koda Farms Superior Short Grain Sweet Rice 5 lb,12.99,300,United States,Koda Farm,93,1200,3897,Weee,Rice Crust,Unclear
Mixed Mini Glutinous Rice Ball Frozen 300 g,2.19,300,Mainland China,Sweet-Scented,18,1200,657,Weee,Rice Crust,Unclear
Taiwan Style Sticky Rice Sausage FZ 1 lb,14.79,300,United States,Unclear,140,1200,4437,Weee,Rice Crust,Unclear
Pulmuone Sliced Rice Cakes 650 g,4.99,300,South Korea,Pulmuone,94,1200,1497,Weee,Rice Crust,Unclear
Hansang Sliced Rice Cake  2.2 lb,4.99,300,South Korea,Unclear,27,1200,1497,Weee,Rice Crust,Unclear
Imported Japanese Koshihikari Rice 11 lb,23.99,300,Japan,Unclear,29,1200,7197,Weee,Rice Crust,Unclear
"Nan Xiang Fried Rice Cakes, Frozen 8ct 400 g",5.99,300,Mainland China,Nan Xiang,83,1200,1797,Weee,Rice Crust,Unclear
Lam Sheng Kee Rice Flakes 200 g,3.39,300,Mainland China,DoTao,19,1200,1017,Weee,Rice Crust,Unclear
Sweet-Scented Osthmanthus Rice Cake  300 g,3.69,300,Mainland China,Unclear,73,1200,1107,Weee,Rice Crust,Unclear
"Maling Glutinous Rice Dumpling, Frozen 6ct  6 count",3.79,300,Unclear,Unclear,52,1200,1137,Weee,Rice Crust,Unclear
Nagatanien Ochazuke Nori Rice Soup Seasoning 24 g,2.49,300,Japan,Unclear,19,1200,747,Weee,Rice Crust,Unclear
Dongwon Abalone Rice Porridge 288 g,3.99,200,South Korea,YANGBAN,34,800,798,Weee,Rice Crust,Unclear
