Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Rice Noodle Seasoning 150g,hxby,2.19,0,Mainland China,0,Yami,Rice Crust,400,1600,876
Rice Chips 280g,kaqi,2.49,0,Mainland China,0,Yami,Rice Crust,400,1600,996
Lite Seasoned Rice Vinegar 710ml,marukan,3.99,0,Japan,0,Yami,Rice Crust,400,1600,1596
WANG Rice Cake Soup 177g,wang food,3.69,70,Korea,4.5,Yami,Rice Crust,400,1600,1476
Rice Noodle Soup With Crab Flavor 720g 6Cups,vifon,15.99,0,Taiwan,0,Yami,Rice Crust,400,1600,6396
Thai Red Rice 5lbs,dragonfly brand,10.99,1,Mainland China,5,Yami,Rice Crust,400,1600,4396
?€?Frozen?€?Cooked Rice Ball W Tuna Spicy Cabbage 100g,mr. lee,1.99,1,Mainland China,5,Yami,Rice Crust,400,1600,796
Rice Cracker Happy Turn English 108g,kameda,4.39,0,Japan,0,Yami,Rice Crust,400,1600,1756
Crispy Rice Chip Spicy Chicken Flavor 130g,kaqi,2,9,Mainland China,4.8,Yami,Rice Crust,400,1600,800
Rice Crackers Bites Original Flavor  3.5oz,want want,1.99,1,Taiwan,5,Yami,Rice Crust,400,1600,796
Unagi Fried Rice with Roasted Beef,captain jiang,7.99,0,Mainland China,0,Yami,Rice Crust,25,100,199.75
SEKKA Rice 2kg,wismettac,8.5,47,Japan,4.8,Yami,Rice Crust,400,1600,3400
Sweet Rice Powder 454g,jayone,4.99,0,Korea,0,Yami,Rice Crust,400,1600,1996
Veggie Green Curry W/Rice 280g,golden phoenix,2.59,5,Thailand,4.4,Yami,Rice Crust,400,1600,1036
Korean Rice Snack 8.8oz,arirang,6.99,0,Korea,0,Yami,Rice Crust,200,800,1398
Rice Cracker Soft Salad New 139g,kameda,3.99,0,Japan,0,Yami,Rice Crust,400,1600,1596
Unsweetened Green Tea With Roasted Rice 500ml,ito en,1.99,44,Japan,4.8,Yami,Rice Crust,400,1600,796
MIZUHO Mini Wasabi Rice Crackers 90g,mizuho,1.99,0,Japan,5,Yami,Rice Crust,400,1600,796
?€?Frozen?€?Fried Rice Bulogi 250g,shirakiku,2.49,5,Japan,4.4,Yami,Rice Crust,400,1600,996
Massaman Curry W/Rice 280g,golden phoenix,2.59,2,Thailand,4.5,Yami,Rice Crust,400,1600,1036
Korean Instant Spicy Tteokbokki Rice Cake,yopokki,3.99,0,Korea,0,Yami,Rice Crust,400,1600,1596
Crispy Rice Chip Spicy flavor 238g,kaqi,3.29,22,Unclear,4.6,Yami,Rice Crust,400,1600,1316
?€?Hnamatsuri Limited Edition?€?Baked Rice Cracker 50g,befco,3.49,0,Japan,0,Yami,Rice Crust,400,1600,1396
Chicken Flavor Rice Noodle Soup 600g,vifon,10.99,0,Taiwan,0,Yami,Rice Crust,400,1600,4396
Japanese Traditional Seaweed Rice Cracker 85g,shirakiku,2.99,53,Japan,3.9,Yami,Rice Crust,400,1600,1196
SHIRAKIKU Rice Cake Red & White Daifuku Mochi With Red Bean Paste Filling 8Pc,shirakiku,3.99,6,Japan,4.5,Yami,Rice Crust,400,1600,1596
Glutinous Rice 5lb,lam sheng kee,9.99,0,Taiwan,0,Yami,Rice Crust,400,1600,3996
Shanbei Mini Rice 2lb,jinguyuan,5.99,0,Mainland China,0,Yami,Rice Crust,400,1600,2396
Sweet Yellow Mini Rice 2lb,jinguyuan,5.99,0,Mainland China,0,Yami,Rice Crust,400,1600,2396
Shanbei Mini Rice 2lb,jinguyuan,5.99,0,Mainland China,0,Yami,Rice Crust,400,1600,2396
Sweet Yellow Mini Rice 10lb,jinguyuan,29.99,1,Mainland China,5,Yami,Rice Crust,400,1600,11996
Millet Rice Cracker 130g,yuanxian,1.99,699,Mainland China,4.7,Yami,Rice Crust,400,1600,796
Rice Cracker 8 Mate Mix Arae 454g,shirakiku,7.99,2,Japan,5,Yami,Rice Crust,400,1600,3196
Bun Tuoi Rice Stick ( S) 907g,dragonfly brand,4.99,0,Mainland China,0,Yami,Rice Crust,400,1600,1996
Fried Rice Cake Kimchi Flavor,yopokki,2.59,0,Korea,0,Yami,Rice Crust,400,1600,1036
"Japanese Misuzu Rice Pot, 7.75""D x 6.5""H",other brands,40.99,0,Unclear,0,Yami,Rice Crust,400,1600,16396
Korean Traditional Rice Cookie 127g,assi brand,3.49,0,Korea,0,Yami,Rice Crust,200,800,698
Konnyaku Pearl Rice 200g,ddzz,2.29,0,Mainland China,0,Yami,Rice Crust,400,1600,916
Kungkung Tteok Rice Cake Mix 500g,haitai,5.99,0,Korea,0,Yami,Rice Crust,400,1600,2396
Cooked Brown Rice 210g,ottogi,2.39,12,Korea,4.2,Yami,Rice Crust,400,1600,956
Veggie Red Curry W/ Rice 280g,golden phoenix,2.59,2,Thailand,5,Yami,Rice Crust,400,1600,1036
Sauce Co.Red Yeast Rice Sauce 200g,sauce co,3.99,1,Taiwan,5,Yami,Rice Crust,400,1600,1596
?€?Frozen?€?Chinese Rice Pudding 400g,nx,3.99,3,United States,5,Yami,Rice Crust,400,1600,1596
Brown Rice 5LB POLY,shirakiku,9.99,3,Japan,5,Yami,Rice Crust,400,1600,3996
Rice Cracker - Strawberry 70g,farm group,1.89,5,Korea,4.8,Yami,Rice Crust,400,1600,756
Rice Chips 280g,kaqi,2.49,17,Mainland China,4.2,Yami,Rice Crust,400,1600,996
?€?Low Price Guarantee?€?8-Cup Cooked Rice Digital Display Rice Cooker Slow Cooker and Food Steamer ARC-954SBD 2.5QT (5 Year Warranty),aroma,39.99,8,United States,5,Yami,Rice Crust,100,400,3999
Puffed Rice Sour Cream & Onion Flavor100g,captain danny,5.49,0,Taiwan,0,Yami,Rice Crust,200,800,1098
Crunchy Rice Rolls Strawberry Flavor,mammos,2.49,1,Korea,3,Yami,Rice Crust,400,1600,996
GREEN ELEPHANT Long Grain Sweet Rice 2kg,lvxiang,8.99,39,Thailand,5,Yami,Rice Crust,400,1600,3596
Rice Seasoning Noritamago Fumi Furikake 50g,ajishima,2.99,10,Japan,4.2,Yami,Rice Crust,300,1200,897
Crispy Rice Treats Salted Egg Yolk Flavor 118g,yumei,3.49,932,Mainland China,4.6,Yami,Rice Crust,400,1600,1396
White Rice Vinegar 450ml,haitian,1.79,9,Mainland China,5,Yami,Rice Crust,400,1600,716
Roasted Brown Rice 5.3oz,hyosung,4.39,0,Korea,0,Yami,Rice Crust,400,1600,1756
Taiwan Red Glutinous Rice 680g,formosa yay,7.49,0,Taiwan,0,Yami,Rice Crust,400,1600,2996
Rice Snack Soybean Flavor 85g,funwari,2.5,5,Japan,4.4,Yami,Rice Crust,400,1600,1000
?€?Frozen?€?Rice Ball White Sesame Hazelunt 320g,sinian,4.59,1,Mainland China,5,Yami,Rice Crust,400,1600,1836
LZY Luosi Rice Noodle 280g,luo zhuang yuan,4.29,12,Mainland China,4.4,Yami,Rice Crust,400,1600,1716
"Liuzhou Snail Rice Noodle, 260g",jialiu,3.49,594,Mainland China,4.4,Yami,Rice Crust,400,1600,1396
Super Premium Brown Rice 4.40lb,tamanishiki,13.99,4,Japan,5,Yami,Rice Crust,400,1600,5596
Premium Brown Rice  2lb,nishiki,3.5,32,Japan,4.9,Yami,Rice Crust,400,1600,1400
Hot and Sour Rice Noodles 138g,jianghu,4.29,193,Mainland China,4.6,Yami,Rice Crust,400,1600,1716
Hello Kitty Grains Rice Roll (Package Color Sent Randomly) 160g,pei tien,2.99,81,Taiwan,4.9,Yami,Rice Crust,400,1600,1196
Calrose Medium Grain for Sushi Rice 4.4lbs,double happiness,5.49,3,Mainland China,4.3,Yami,Rice Crust,400,1600,2196
Bin Bin Rice Crackers Coconut Milk Flavor 150g,namchow,2.19,29,Mainland China,4.1,Yami,Rice Crust,400,1600,876
Rice Cracker Hot Mate Mix Arare 453g,shirakiku,7.99,0,Japan,0,Yami,Rice Crust,400,1600,3196
Mian Yang Rice Noodle Non-Fried Beef Flavor 135g,guangyou,2.29,40,Mainland China,4.5,Yami,Rice Crust,400,1600,916
Crispy Rice Chip Extra Spicy 280g,kaqi,2.59,6,Mainland China,3.5,Yami,Rice Crust,400,1600,1036
Japanese Rice Cracker 132g,amanoya,3.39,14,Japan,4.7,Yami,Rice Crust,200,800,678
Bun Bo Hue Rice Stick 2lbs,dragonfly brand,5.49,0,Mainland China,0,Yami,Rice Crust,400,1600,2196
Osamenthas Honey Rice Wine Soda 225ml,bishancunjingniang,4.49,2,Mainland China,4.5,Yami,Rice Crust,400,1600,1796
Rice Cracker - Banana 70g,farm group,1.89,2,Korea,5,Yami,Rice Crust,400,1600,756
Organic Grain Sweet Brown Rice 2lb,pulmuone,8.99,0,Korea,0,Yami,Rice Crust,400,1600,3596
Crispy Rice 25g,gy,0.99,59,Mainland China,4.6,Yami,Rice Crust,400,1600,396
Rice Crisp Spicy Flavor 96g,lejinji,2.39,25,Mainland China,4.6,Yami,Rice Crust,400,1600,956
Cooking Pan For Rice Cake Square H-6505,pearl life,5.99,0,Japan,0,Yami,Rice Crust,400,1600,2396
KOSHIHIKARI Premium Short Grain Rice 2kg,wismettac,13.99,21,Japan,4.6,Yami,Rice Crust,400,1600,5596
Natural Farm Rice Crackers 60g,want want,1.29,50,Taiwan,4.6,Yami,Rice Crust,400,1600,516
Liquid Rice Porridge 250g,ajinomoto,3.49,22,Japan,4.9,Yami,Rice Crust,200,800,698
Liuzhou Rice Noodle  (original flavor) 400g,c luo,4.59,44,Mainland China,4.7,Yami,Rice Crust,400,1600,1836
Nanchang Stir Rice Noodle 200.8g,yjsy,3.29,320,Mainland China,4.7,Yami,Rice Crust,400,1600,1316
Rice Jelly (Chili Oil Flavor) 270g,yumei,2.19,72,Mainland China,4.4,Yami,Rice Crust,400,1600,876
"Xinjiang Stir Fried Rice Noodle Vermicelli Middle Spicy, 250g",qianfenxishi,4.59,283,Mainland China,4.6,Yami,Rice Crust,400,1600,1836
Premium Whole Grain Brown Rice Quick Cooking Brown Rice 5lb,nishiki,12.99,1,Japan,5,Yami,Rice Crust,400,1600,5196
KOKUHO ROSE California Grown Premium Rice 5lbs,other brands,10.99,2,Unclear,5,Yami,Rice Crust,400,1600,4396
Rice Noodle 288g,baijia,3.99,362,Mainland China,4.6,Yami,Rice Crust,1000,4000,3990
Rice Cracker 70g,mizuho,1.69,7,Japan,4.4,Yami,Rice Crust,400,1600,676
Waterless Flat Rice Noodle 500g,liujia,3.69,3,Mainland China,5,Yami,Rice Crust,400,1600,1476
SHIRAKIKU Rice Cake Azuki Daifuku Mochi With Red Bean Paste Filling 8Pc,shirakiku,3.99,10,Japan,4.5,Yami,Rice Crust,400,1600,1596
SHIRAKIKU Rice Cake Green Daifuku Mochi With Red Bean Paste Filling 8Pc,shirakiku,3.99,3,Japan,3.7,Yami,Rice Crust,400,1600,1596
TAMAKI Gold Premium Microwavable Short Grain Rice 210g,tamaki,2.39,1,Japan,2,Yami,Rice Crust,400,1600,956
Tasty Hayashi Rice Japanese Gravy Mix 160g,s&b,3.69,7,Japan,5,Yami,Rice Crust,400,1600,1476
Rice Cracker 100g,mizuho,1.99,5,Japan,4.6,Yami,Rice Crust,400,1600,796
Rice Noodle 500g,wangmantang,3.99,35,Mainland China,4.3,Yami,Rice Crust,400,1600,1596
Glutious Rice Siu Mai 300g,nx,3.99,3,United States,4.3,Yami,Rice Crust,400,1600,1596
Dried Chewy Noodle w/Sauce-Rice 600g,chilkab,6.99,12,Korea,4.8,Yami,Rice Crust,200,800,1398
Jiangxi Rice Vermicelli (S) 400g,dragonfly brand,1.99,2,Mainland China,5,Yami,Rice Crust,400,1600,796
Japanese Baked Rice Cracker Japanese Salt 10 Pack 144g,kingodo,3.69,0,Japan,0,Yami,Rice Crust,400,1600,1476
Xinjiang Fried Rice Noodles Sauce 120g,wangxiaojiang,2.39,9,Mainland China,4.4,Yami,Rice Crust,400,1600,956
Premium Grade Rice Musenmai 2lb,nishiki,3.5,0,Japan,4.2,Yami,Rice Crust,400,1600,1400
Premium Haiga Rice Medium Grain Rice 5lb,nishiki,13.99,0,Japan,4,Yami,Rice Crust,400,1600,5596
Puffed Black Bean Rice Cake125g,nonghyup,3.69,0,Korea,4.5,Yami,Rice Crust,400,1600,1476
Bin Bin Rice Cracker 106g,namchow,1.29,0,Mainland China,4.8,Yami,Rice Crust,400,1600,516
Guizhou Huaxi Artificial Beef Flavor Rice Noodle 270g,baijia,3.69,0,Mainland China,4.6,Yami,Rice Crust,25,100,92.25
Rice Noodle 255g,baijia,4.39,0,Mainland China,4.3,Yami,Rice Crust,25,100,109.75
CJ BIBIGO Rice Porridge With Abalone 280g,che il jedang,4.99,30,Korea,4.8,Yami,Rice Crust,200,800,998
Sweet Rice 5LB,shirakiku,10.99,4,Japan,5,Yami,Rice Crust,400,1600,4396
?€?Frozen?€?Fried Rice Shrimp 250g,shirakiku,2.79,1,Japan,4,Yami,Rice Crust,400,1600,1116
Brown Sweet Rice 5lb,shirakiku,10.99,1,Japan,5,Yami,Rice Crust,400,1600,4396
Rice Cracker Nori Flavor 454g,shirakiku,11.49,0,Japan,0,Yami,Rice Crust,400,1600,4596
Jiangxi Rice Vermicelli (XL) 400g,dragonfly brand,1.99,0,Mainland China,0,Yami,Rice Crust,400,1600,796
Rice Vinegar 296ml,kikkoman,2.49,16,Japan,4.9,Yami,Rice Crust,400,1600,996
SUKOYAKA Brown Rice 2kg,wismettac,13.99,5,Japan,4.4,Yami,Rice Crust,400,1600,5596
BGREEN Organic White Rice Angel Hair Pasta 250g,big green,4.79,5,Mainland China,3,Yami,Rice Crust,25,100,119.75
All Natural Artisan Amber Black Rice Vinegar 360ml,other brands,16.99,0,Unclear,0,Yami,Rice Crust,400,1600,6796
Japanese Shoyo Rice Cracker 60g,amanoya,1.99,30,Japan,4.9,Yami,Rice Crust,100,400,199
?€?Frozen?€?Fried Rice Kimchi 250g,shirakiku,2.79,1,Japan,3,Yami,Rice Crust,400,1600,1116
?€?Frozen?€?Cooked Rice with Fried Squid in Sauce 460g,mr. lee,5.99,1,Mainland China,3,Yami,Rice Crust,400,1600,2396
Organic Red Sorghum Rice 400g,tongfeng,3.84,5,Mainland China,5,Yami,Rice Crust,400,1600,1536
Sweet Rice Flour 2lb,haitai,5.69,0,Korea,0,Yami,Rice Crust,400,1600,2276
Bamboo Sticky Rice (Pineapple Flavor) 270g,walin,5.99,16,Mainland China,3.8,Yami,Rice Crust,400,1600,2396
Rice Cooking Wine 750ml,asian taste,2.99,40,Taiwan,4.8,Yami,Rice Crust,200,800,598
Rice Seasoning Vegetable Flavor 36.3g,ottogi,3.99,2,Korea,5,Yami,Rice Crust,400,1600,1596
Red rice 454g,whole grains,3.79,5,Mainland China,5,Yami,Rice Crust,400,1600,1516
Beech Wood Wooden Shovel Rice Spatula 22x7.2cm,suncha,2.99,10,Mainland China,4.8,Yami,Rice Crust,400,1600,1196
SUKOYAKA Brown Rice 2kg,wismettac,13.99,5,Japan,4.4,Yami,Rice Crust,400,1600,5596
Organic Red Sorghum Rice 400g,tongfeng,3.84,5,Mainland China,5,Yami,Rice Crust,400,1600,1536
Sweet Rice Flour 2lb,haitai,5.69,0,Korea,0,Yami,Rice Crust,400,1600,2276
Bamboo Sticky Rice (Pineapple Flavor) 270g,walin,5.99,16,Mainland China,3.8,Yami,Rice Crust,400,1600,2396
Rice Cooking Wine 750ml,asian taste,2.99,40,Taiwan,4.8,Yami,Rice Crust,200,800,598
Rice Seasoning Vegetable Flavor 36.3g,ottogi,3.99,2,Korea,5,Yami,Rice Crust,400,1600,1596
Red rice 454g,whole grains,3.79,5,Mainland China,5,Yami,Rice Crust,400,1600,1516
Beech Wood Wooden Shovel Rice Spatula 22x7.2cm,suncha,2.99,10,Mainland China,4.8,Yami,Rice Crust,400,1600,1196
Red Rice Yeast & Natto Powder 500g,ferme sunshine,17.99,4,Taiwan,4.8,Yami,Rice Crust,400,1600,7196
Poolee Rice Noodle Thin Rice Stick Vermicelli 300g,long tour brand,3.99,0,Mainland China,5,Yami,Rice Crust,400,1600,1596
Cooking Rice Wine 500ml,beauideal,2.19,94,Mainland China,4.9,Yami,Rice Crust,400,1600,876
Jiangxi Rice Stick (Lai Fan) 300g,bamboo garden,1.69,48,Mainland China,5,Yami,Rice Crust,100,400,169
Jiangxi Rice Vermicelli(M) 400g,dragonfly brand,1.99,2,Mainland China,5,Yami,Rice Crust,400,1600,796
Japanese Shoyo Rice Cracker 60g,amanoya,1.99,30,Japan,4.9,Yami,Rice Crust,100,400,199
Rice Flour 2lb,haitai,4.65,0,Korea,0,Yami,Rice Crust,400,1600,1860
Rice Jelly (Brown Sugar Flavor) 240g,yumei,2.49,257,Mainland China,4.5,Yami,Rice Crust,400,1600,996
Black glutinous rice 454g,whole grains,3.99,12,Mainland China,4.9,Yami,Rice Crust,400,1600,1596
Rice Flour 500g,baisha,2.19,8,Mainland China,5,Yami,Rice Crust,25,100,54.75
Kind-Rice Porridge 360g,coins,1.79,11,Mainland China,4.6,Yami,Rice Crust,400,1600,716
Shan Xi  6?? Rice Vinegar 500ml,donghu,2.99,7,Mainland China,4.9,Yami,Rice Crust,400,1600,1196
Classic Rice Noodle 1000g,wuming,4.99,122,Mainland China,4.8,Yami,Rice Crust,400,1600,1996
Rice Vermicelli 300g,sunlight,1.99,16,Taiwan,4.6,Yami,Rice Crust,400,1600,796
Taiwan Mian Da Hsin Chu Rice Noodle Vermicelli 260g,sunright,2.59,6,Taiwan,4.5,Yami,Rice Crust,400,1600,1036
Jiangxi Rice Stick (Fine) 300g,bamboo garden,1.69,54,Mainland China,4.9,Yami,Rice Crust,200,800,338
?€?Frozen?€?Glutinous Rice Dumpling 3*60g,taoda,3.69,4,Mainland China,4.2,Yami,Rice Crust,400,1600,1476
?€?Frozen?€?Cooked Rice with Fried Squid in Sauce 460g,mr. lee,5.99,1,Mainland China,3,Yami,Rice Crust,400,1600,2396
Organic Grain Blended Rice,pulmuone,8.99,1,Korea,5,Yami,Rice Crust,400,1600,3596
Rice Seasoning Roasted Black Seaweed 55g,mishima,5.25,66,Unclear,4.8,Yami,Rice Crust,400,1600,2100
TAMAKI Gold Premium Microwavable Short Grain Brown Rice 210g,tamaki,2.59,0,Japan,0,Yami,Rice Crust,400,1600,1036
Rice Cake 400g,hanheng taste,6.59,31,Mainland China,4.4,Yami,Rice Crust,400,1600,2636
Rice Seasoning Sesame and Seaweed Furikake 55g,mishima,5.25,14,Unclear,4.9,Yami,Rice Crust,400,1600,2100
Topokki Rice Cake Hot & Spicy 240g,yopokki,3.69,16,Korea,4.6,Yami,Rice Crust,400,1600,1476
Xinjiang Stir Fried Rice Noodle Vermicelli Mild Spicy 250g,qianfenxishi,3.99,502,Mainland China,4.6,Yami,Rice Crust,400,1600,1596
Super Premium Rice  4.40lb,tamanishiki,10.99,8,Japan,5,Yami,Rice Crust,400,1600,4396
Organic Glutinous Rice 454g USDA,big green,3.29,7,Mainland China,5,Yami,Rice Crust,400,1600,1316
Rice Vinegar 296ml,kikkoman,2.59,0,Japan,0,Yami,Rice Crust,400,1600,1036
Lacto Saccharomyces Golden Rice Mask 10 sheets,jmsolution,9.99,5,Korea,5,Yami,Rice Crust,400,1600,3996
Rice Vinegar 355ml,mizkan,2.39,1,Japan,5,Yami,Rice Crust,400,1600,956
JL Fermented Glutinous Rice 818g,other brands,5.99,28,Unclear,5,Yami,Rice Crust,400,1600,2396
