Product_Name,Price,Sold_Weekly,Origin,Brand,Reviews,Sold_Monthly,Weekly_Revenue,Platform,Category,Rate
Ning Chi Hakka Style Noodles 488 g,12.89,0,Taiwan,Ning Chi,0,0,0,Weee,Noodle,Unclear
"Ottogi Wheat Noodle Thin Round, Somen 900 g",5.99,0,South Korea,Ottogi,1,0,0,Weee,Noodle,Unclear
Potato Leek Leaf Handmade Noodles 400 g,4.29,0,Mainland China,Unclear,11,0,0,Weee,Noodle,Unclear
Pulmuone Korean Style Noodles for Kalguksoo 37 oz,6.99,0,South Korea,Pulmuone,1,0,0,Weee,Noodle,Unclear
Shing Hong Golden Sweet Potato Fine Noodle 21.16 oz,4.79,0,Taiwan,Unclear,0,0,0,Weee,Noodle,Unclear
ASSI ORGANIC SOBA NOODLES 9.53 oz,1.89,0,South Korea,Assi,0,0,0,Weee,Noodle,Unclear
ASSI ORGANIC UDON NOODLES 9.53 oz,1.79,0,South Korea,Assi,0,0,0,Weee,Noodle,Unclear
"Tapatío Ramen Noodle Soup, Shrimp Flavor  1 count",1.49,0,South Korea,TAPATIO,0,0,0,Weee,Noodle,Unclear
Twin Marquis Stir Fried Noodle 16 oz,3.39,0,United States,Twin Marquis,0,0,0,Weee,Noodle,Unclear
Twin Marquis Hong Kong Style Pan Fried Noodle 16 oz,2.99,700,United States,Twin Marquis,50,2800,2093,Weee,Noodle,Unclear
"Twin Marquis Shanghai Plain Noodles, Thin  16 oz",2.49,1000,United States,Twin Marquis,65,4000,2490,Weee,Noodle,Unclear
Indomie Mi Goreng Fried Instant Noodles 5ct 425 g,2.89,1000,Indonesia,Indomie,331,4000,2890,Weee,Noodle,Unclear
LiZiQi LuoSiFen Pickled Bamboo Shoot Spicy Instant Noodle  400 g,5.79,200,Mainland China,Unclear,1,800,1158,Weee,Noodle,Unclear
Oh Ricey Pnompenh Rice Noodles Vietnam Instant Noodles 1 oz,1.19,900,Vietnam,Unclear,11,3600,1071,Weee,Noodle,Unclear
Kings Noodle Chongqing Dried Noodles 180 g,5.99,700,Mainland China,Unclear,27,2800,4193,Weee,Noodle,Unclear
Kings Noodle 1984 Hot and Sour Noodles 300 g,4.99,500,Mainland China,Unclear,25,2000,2495,Weee,Noodle,Unclear
Kings Noodle Chongqing Pickled Rice Noodle 193 g,4.99,300,Mainland China,Unclear,9,1200,1497,Weee,Noodle,Unclear
"BaiXiang Instant Noodle, Spicy Beef Noodle Soup Flavor 5pk 555 g",7.69,300,Mainland China,Unclear,32,1200,2307,Weee,Noodle,Unclear
A-Sha Dry Noodle Hakka Noodle Chili Sauce 5pk 1.2 lb,6.69,200,Taiwan,Unclear,8,800,1338,Weee,Noodle,Unclear
"Instant Noodle King Noodles, Abalone and Chicken Soup Flavor 5pk 350 g",5.99,100,Mainland China,Unclear,23,400,599,Weee,Noodle,Unclear
Liuzhou Guangxi Specialty LuoSiFen Hot Spicy Noodles 280 g,4.49,1000,Mainland China,Unclear,554,4000,4490,Weee,Noodle,Unclear
"Baijia Guizhou Rice Noodles, Beef Flavor 270 g",3.99,1000,Mainland China,Unclear,224,4000,3990,Weee,Noodle,Unclear
Yuanxian Hot Pot Noodles 9.1 oz,1.89,1000,Mainland China,Unclear,312,4000,1890,Weee,Noodle,Unclear
"Haohuanluo River Snails Rice Noodles, Original Flavor  300 g",4.69,1000,Mainland China,Happy Snail,209,4000,4690,Weee,Noodle,Unclear
Lan Zhou Beef Noodles 2 Servings 425 g,5.99,1000,Mainland China,Galanlang,73,4000,5990,Weee,Noodle,Unclear
Luobawang Luo Si Tomato Rice Noodles 306 g,4.49,1000,Mainland China,Unclear,234,4000,4490,Weee,Noodle,Unclear
[HHL] Snails Rice Noodle (Original) 400g 400 g,4.69,1000,Mainland China,Unclear,83,4000,4690,Weee,Noodle,Unclear
Spiced Wuhan Style Noodles  342 g,4.99,1000,Mainland China,Unclear,140,4000,4990,Weee,Noodle,Unclear
Stewed Beef Noodles 550 g,5.49,1000,Mainland China,Unclear,69,4000,5490,Weee,Noodle,Unclear
Nongshim Shin Ramen Noodle Soup 4pk 480 g,5.39,1000,United States,Nongshim,82,4000,5390,Weee,Noodle,Unclear
Liziqi Snail Rice Noodles 335 g,6.49,1000,Mainland China,Unclear,197,4000,6490,Weee,Noodle,Unclear
TianXiaoHua Cassrole Potato Noodle  327 g,3.99,1000,Mainland China,TianXiaoHua,59,4000,3990,Weee,Noodle,Unclear
"Little Raccoon Crispy Noodle, Spicy Crab Flavor 40 g",1.09,1000,Mainland China,Little Raccoon,58,4000,1090,Weee,Noodle,Unclear
"Little Raccoon Crispy Noodles, Roasted Wings Flavor  40 g",1.19,1000,Mainland China,Little Raccoon,44,4000,1190,Weee,Noodle,Unclear
Liuzhou Guangxi Specialty Luo Si Fen Spicy Rice Noodles 315 g,4.49,1000,Mainland China,Unclear,222,4000,4490,Weee,Noodle,Unclear
Mama Shrimp Tom Yum Noodles 60 g,0.59,1000,Thailand,Unclear,32,4000,590,Weee,Noodle,Unclear
"Sunway Jingaoli Cold Noodles, Original Flavor 360 g",2.79,1000,Mainland China,Unclear,431,4000,2790,Weee,Noodle,Unclear
"Unif Instant Noodle Bowl, Roasted Beef Flavor 110g",1.89,1000,Unclear,Unclear,102,4000,1890,Weee,Noodle,Unclear
"Unified Raccoon Crispy Noodles, Italian Red Braised Flavor 40 g",1.19,1000,Mainland China,Unclear,8,4000,1190,Weee,Noodle,Unclear
Shirakiku White Yam Noodles 14 oz,3.49,1000,United States,Shirakiku,14,4000,3490,Weee,Noodle,Unclear
Jizhudafu Roast Cold Noodles 615 g,3.29,1000,Mainland China,Unclear,466,4000,3290,Weee,Noodle,Unclear
Liu Quan Instant Spicy Snail Rice Noodles Vermicelli 315 g,4.49,1000,Mainland China,Unclear,650,4000,4490,Weee,Noodle,Unclear
Jizhudafu Roast Cold Noodles 615 g,3.29,1000,Mainland China,Unclear,466,4000,3290,Weee,Noodle,Unclear
Liu Quan Instant Spicy Snail Rice Noodles Vermicelli 315 g,4.49,1000,Mainland China,Unclear,650,4000,4490,Weee,Noodle,Unclear
Fishwell Shirataki Konjac Noodles 380 g,1.99,1000,Mainland China,Unclear,88,4000,1990,Weee,Noodle,Unclear
Nongshim Chapagetti Jjajang Noodles 4pk 508 g,5.99,1000,United States,Nongshim,66,4000,5990,Weee,Noodle,Unclear
Soup Daren Pork Bone Noodles 5pk 625 g,11.69,1000,Mainland China,Unclear,6,4000,11690,Weee,Noodle,Unclear
FenWeiXiang Hunan Style Rice Noodle 280 g,4.19,1000,Mainland China,Unclear,215,4000,4190,Weee,Noodle,Unclear
"Unif Instant Noodles, Beef with Sauerkraut Flavor 125 g",1.99,1000,Mainland China,Unclear,116,4000,1990,Weee,Noodle,Unclear
"Liuzhou Snail Rice Noodles, Spicy Plus  400 g",5.29,1000,Mainland China,Unclear,19,4000,5290,Weee,Noodle,Unclear
Marutai Kumamoto Instant Noodles 186 g,4.59,1000,Japan,Unclear,101,4000,4590,Weee,Noodle,Unclear
Qijie Noodles with Sesame Sauce 170 g,2.99,1000,Mainland China,Unclear,56,4000,2990,Weee,Noodle,Unclear
"Liuquan Instant Spicy Rice Noodle, Original 400 g",4.09,900,Mainland China,Unclear,92,3600,3681,Weee,Noodle,Unclear
"Happy Snail Liuzhou Snail Rice Noodles, Crayfish Flavor 320 g",5.49,900,Mainland China,Unclear,275,3600,4941,Weee,Noodle,Unclear
"Uni-President Science Noodles, Original Flavor 216 g",7.99,900,Taiwan,Unclear,38,3600,7191,Weee,Noodle,Unclear
Twin Marquis Udon Noodle 16 oz,2.79,900,United States,Twin Marquis,9,3600,2511,Weee,Noodle,Unclear
"Marutai Nagasaki Instant Noodle, Tonkotsu Flavor  185 g",3.99,800,Japan,Marutai,119,3200,3192,Weee,Noodle,Unclear
Liu Quan Snail Rice Noodles Vermicelli 268 g,3.99,800,Mainland China,Unclear,313,3200,3192,Weee,Noodle,Unclear
YunPinXian Yunnan Rice Noodles Mushroom 7.76 oz,3.49,800,Mainland China,Unclear,7,3200,2792,Weee,Noodle,Unclear
Yuanxian Sour and Spicy Noodles 250 g,2.69,800,Mainland China,Yuanxian,35,3200,2152,Weee,Noodle,Unclear
"Sapporo Ichiban Instant Noodle, Tonkotsu Flavor 5pk 18.5 oz",4.49,800,United States,Unclear,14,3200,3592,Weee,Noodle,Unclear
"Nissin Cup Noodle, Curry Flavor 2.82oz 2.82 oz",1.99,800,Unclear,Unclear,41,3200,1592,Weee,Noodle,Unclear
Ottogi Beijing Jjajang Noodle 5pk 675 g,5.69,700,South Korea,Ottogi,89,2800,3983,Weee,Noodle,Unclear
"NISSIN Cup Noodle, Seafood Flavor 2.68 oz",1.99,700,Unclear,Unclear,16,2800,1393,Weee,Noodle,Unclear
Nongshim Ansung Beef and Fermented Bean Noodle Soup 4pk 500 g,5.69,700,United States,Nongshim,52,2800,3983,Weee,Noodle,Unclear
Otafuku Yakisoba Noodles with Sauce 2pk 13.05 oz,4.99,700,Japan,Unclear,27,2800,3493,Weee,Noodle,Unclear
Tomato and Egg Noodle Soup 70 g,2.49,700,Mainland China,Unclear,26,2800,1743,Weee,Noodle,Unclear
Konnyaku Konjac Noodle 9.2 oz,2.79,700,Canada,Unclear,69,2800,1953,Weee,Noodle,Unclear
Lucky Me Supreme Bulalo Instant Mami Noodles  70 g,1.69,600,Thailand,Lucky Me,4,2400,1014,Weee,Noodle,Unclear
"Fan's Kitchen Instant Noodles, Mushroom Chicken Flavor 690 g",3.49,600,Mainland China,JinMaiLang,32,2400,2094,Weee,Noodle,Unclear
Pot Burn Noodles 300 g,6.89,600,Taiwan,Unclear,69,2400,4134,Weee,Noodle,Unclear
Beef and Sour Pickled Cabbage Noodles 605 g,4.99,600,Mainland China,JinMaiLang,39,2400,2994,Weee,Noodle,Unclear
"Shizuren Energy Instant Rice Noodles, Beef Flavor 100 g",3.59,600,Mainland China,Unclear,83,2400,2154,Weee,Noodle,Unclear
Ichiran Ramen Hakata-Style Thin Noodles 5pk 1 each,42.99,600,Japan,Unclear,205,2400,25794,Weee,Noodle,Unclear
Wei Lih Jah Jan Instant Noodles 5pk 450 g,4.79,600,Taiwan,Unclear,176,2400,2874,Weee,Noodle,Unclear
Sunway Nanchang Rice Noodles 208.8 g,2.99,600,Mainland China,Unclear,47,2400,1794,Weee,Noodle,Unclear
Kikkoman Hon Tsuyu Soup Base for Noodles 17 oz,5.99,600,Japan,Unclear,139,2400,3594,Weee,Noodle,Unclear
"Luosi Rice Noodles, Mushroom Flavor 400 g",4.99,500,Mainland China,Unclear,28,2000,2495,Weee,Noodle,Unclear
Shanghai Plain Noodle Thick  16 oz,2.49,500,United States,Unclear,15,2000,1245,Weee,Noodle,Unclear
Hao Hao Mi Tom Chua Cay (Hot Sour Shrimp Flavor Noodle) 3 oz,1.19,500,Vietnam,Unclear,4,2000,595,Weee,Noodle,Unclear
"Paldo Bibim Men Instant Cold Noodles, Spicy Korean Flavor  650 g",6.49,500,South Korea,Paldo,8,2000,3245,Weee,Noodle,Unclear
"Fan's Kitchen Instant Noodles, Japanese-Style Pork Bone Flavor 690 g",4.99,500,Mainland China,JinMaiLang,24,2000,2495,Weee,Noodle,Unclear
Kurume Instant Tonkatsu Ramen Noodles 194 g,3.99,500,Japan,Unclear,52,2000,1995,Weee,Noodle,Unclear
UNIF 100 Pork Chop Flavor Instant Noodles 105g 105 g,1.19,500,Mainland China,Unclear,4,2000,595,Weee,Noodle,Unclear
"Sapporo Ichiban Instant Noodle, Original Flavor 5pk 17.5 oz",3.99,500,United States,Unclear,12,2000,1995,Weee,Noodle,Unclear
"Fan's Kitchen Instant Noodles, Hot and Sour Pork Bone Flavor 790 g",4.99,500,Mainland China,JinMaiLang,36,2000,2495,Weee,Noodle,Unclear
Mama Creamy Shrimp Tom Yum Noodle Cup 70 g,2.69,500,Thailand,Unclear,3,2000,1345,Weee,Noodle,Unclear
"YunPinXian Yunnan Rice Noodles, Spicy Mushroom Flavor 7.76 oz",3.49,400,Mainland China,Unclear,4,1600,1396,Weee,Noodle,Unclear
Lucky Me La Paz Batchoy Instant Noodle Soup 70 g,1.69,400,Thailand,Lucky Me,4,1600,676,Weee,Noodle,Unclear
Havista Lanzhou Fresh Noodles  1100 g,7.99,400,Mainland China,Unclear,91,1600,3196,Weee,Noodle,Unclear
Chongqing Noodle  312 g,3.29,400,Mainland China,Unclear,44,1600,1316,Weee,Noodle,Unclear
"NISSIN Cup Noodle, Original Flavor 2.4 oz",1.99,400,United States,Nissin,11,1600,796,Weee,Noodle,Unclear
Laksa La Mian Noodles in Coconut Sauce 1 each,11.19,400,Singapore,Unclear,166,1600,4476,Weee,Noodle,Unclear
"Paldo Gomtang Korean Style Noodles, Beef & Vegetable Flavor 3.7 oz",2.49,400,South Korea,Paldo,6,1600,996,Weee,Noodle,Unclear
"Fan's Kitchen Instant Noodles, Seafood Flavor 700 g",4.99,400,Mainland China,Unclear,29,1600,1996,Weee,Noodle,Unclear
Nissin Cup Noodles Tom Yum Seafood Flavor 2.64 oz,1.99,400,Japan,Nissin,6,1600,796,Weee,Noodle,Unclear
JML Mushroom Chicken Flavor Instant Noodle 5pk 545 g,5.49,400,Mainland China,JinMaiLang,5,1600,2196,Weee,Noodle,Unclear
Jia Liu Liu Zhou Spicy Rice Noodle 260 g,3.49,400,Mainland China,Unclear,27,1600,1396,Weee,Noodle,Unclear
Yumei Hot Pot Wide Bean Noodles 265 g,2.39,400,Mainland China,YUMEI,63,1600,956,Weee,Noodle,Unclear
"Twin Marquis Thin Wonton Noodle, Frozen 12 oz",3.49,400,Taiwan,Unclear,22,1600,1396,Weee,Noodle,Unclear
Oriental Style Korean Fresh Pumpkin Noodle Frozen 1000 g,5.79,400,Mainland China,Unclear,4,1600,2316,Weee,Noodle,Unclear
Go Cha Dried Thin Noodles  10.5 oz,4.99,400,Taiwan,Unclear,223,1600,1996,Weee,Noodle,Unclear
"Nissin Cup Noodles, Seafood Flavor 2.57 oz",1.99,400,Japan,Nissin,12,1600,796,Weee,Noodle,Unclear
"Sapporo Ichiban Instant Noodle, Miso Flavor 5pk 17.75 oz",4.49,400,United States,Unclear,5,1600,1796,Weee,Noodle,Unclear
Nongshim Tonkotsu Ramen with Kuromayu Noodle Big Bowl 3.56 oz,2.99,400,United States,Nongshim,1,1600,1196,Weee,Noodle,Unclear
WanHe Rice Noodle with Sesame Paste Soup Base  220 g,3.79,300,Mainland China,Unclear,5,1200,1137,Weee,Noodle,Unclear
"Nongshim Chapaguri Jjajang Noodles, Spicy Seafood Flavor 4.02 oz",2.79,300,South Korea,Unclear,24,1200,837,Weee,Noodle,Unclear
"Ottogi Ppushu Ppushu Noodle Snack, Spicy Rice Cake Flavor 3.18 oz",0.99,300,South Korea,Ottogi,2,1200,297,Weee,Noodle,Unclear
Oriental Style Noodle Vermicelle Frozen 1000 g,5.79,300,Mainland China,Unclear,0,1200,1737,Weee,Noodle,Unclear
"Sapporo Ichiban Instant Noodle, Yakisoba 5pk 18 oz",4.49,300,United States,Unclear,8,1200,1347,Weee,Noodle,Unclear
Yashu Hot and Sour Sweet Potato Noodles  291 g,4.39,300,Mainland China,Unclear,30,1200,1317,Weee,Noodle,Unclear
Paldo Gomtang Korean Style Beef & Vegetable Flavor Noodles Cup (6 Cups) 2.29 oz,8.99,300,South Korea,Unclear,2,1200,2697,Weee,Noodle,Unclear
"Guangyou Spicy Wide Noodles, Sour Hot Flavor 400 g",5.99,300,Mainland China,Unclear,13,1200,1797,Weee,Noodle,Unclear
"A Kuan Sichuan Spicy Rice Noodles, Crayfish Flavor 255 g",2.99,300,Mainland China,AKuan,83,1200,897,Weee,Noodle,Unclear
Cuihong Chili Oil For Noodles 200 g,4.29,300,Mainland China,CUIHONG,70,1200,1287,Weee,Noodle,Unclear
"Xiaoyang Instant Glass Noodles, Huajia Flavor 124 g",3.19,300,Mainland China,Unclear,8,1200,957,Weee,Noodle,Unclear
Master Lee Barbecue Chilled Noodles 615 g,2.99,300,Mainland China,Unclear,29,1200,897,Weee,Noodle,Unclear
Sunway Kim Goryeo Spicy Potato Noodles 240 g,3.59,300,Mainland China,Unclear,32,1200,1077,Weee,Noodle,Unclear
"Nissin Cup Noodles, Spicy Seafood Flavor 2.57 oz",1.99,300,Japan,Unclear,0,1200,597,Weee,Noodle,Unclear
Paldo Jjajangmen Instant Noodle with Black Bean Sauce Family Pack 4pk 1 each,6.99,300,South Korea,Paldo,6,1200,2097,Weee,Noodle,Unclear
Maruchan Nama Yakisoba Noodles 16.93 oz,3.99,300,United States,Unclear,264,1200,1197,Weee,Noodle,Unclear
WANG KOREA Cha Jang Noodle with Black Bean Sauce 226 g,3.39,300,South Korea,Wang Korea,3,1200,1017,Weee,Noodle,Unclear
"Qin Zong Instant Shaanxi Cold Noodles, Spicy 168 g",3.49,300,Mainland China,Unclear,23,1200,1047,Weee,Noodle,Unclear
Acecook MI LAU THAI SHRIMP NOODLE 2.82 oz,1.19,300,Vietnam,ACE,6,1200,357,Weee,Noodle,Unclear
Lee Kum Kee Singapore Noodles Sauce 90 g,1.49,300,Mainland China,Lee Kum Kee,50,1200,447,Weee,Noodle,Unclear
"Sapporo Ichiban Instant Noodle, Shio Flavor 5pk 17.5 oz",4.49,300,United States,Unclear,5,1200,1347,Weee,Noodle,Unclear
Paldo Pororo Jjajang Cup Noodles  65 g,1.29,300,South Korea,Paldo,3,1200,387,Weee,Noodle,Unclear
Maruchan Udon Noodle Soup 94 g,2.79,300,Japan,Unclear,50,1200,837,Weee,Noodle,Unclear
"Paldo Jumbo Bowl Noodle, Hot and Spicy Flavor 110 g",1.99,300,South Korea,Paldo,1,1200,597,Weee,Noodle,Unclear
Dezhuang Chongqing Noodle Seasoning 240 g,2.99,200,Mainland China,[DEZHUANG,8,800,598,Weee,Noodle,Unclear
