Thumbnail,h3_mark,summary,Price,Headline,DetailPrice,Field1,Field2
https://www.freshgogo.com/upload_pic/20191204/5de7eb492f093.jpg,韭菜盒子(2个)【盛津】,2个,$5.5,Chinese Chive Pancake,$5.5,52,5426 sold
https://www.freshgogo.com/upload_pic/20200214/20191225kalijiaogefeida500cn.jpg,咖哩角(2个)【飞达】,2个,$6.75,Curry Beef Puff,$6.75,8,1844 sold
https://www.freshgogo.com/upload_pic/20210818/20210818shanghaixianrouyuebinggekaishilin500cn.jpg,上海鲜肉月饼(4个)【凯诗琳】,4个/盒,$11.5,Shanghai Meat-Stuffed Mooncakes（4/Box）,$11.5,0,1511 sold
https://www.freshgogo.com/upload_pic/20200218/20190319luobosisubinggeshanghaiyuyuan500cn.jpg,萝卜丝酥饼(4个)【上海豫园】,4个,$6.95,Turnip Puff,$6.95,30,2927 sold
https://www.freshgogo.com/upload_pic/20210217/602df3ebce73b.jpg,浓香起司丹麦【凯诗琳】,2个,$6.5,Cheese Danish,$6.5,1,2702 sold
https://www.freshgogo.com/upload_pic/20190510/20190510youtiaogeshengjin500cn.jpg,油条(4个)【盛津】,4个,$8.25,Deep Fried Cruller,$8.25,26,4753 sold
https://www.freshgogo.com/upload_pic/20190510/20190510huajuangeshengjin500cn.jpg,花卷(4个)【盛津】,4个,$9.5,Steamed Twisted Roll,$9.5,8,2336 sold
https://www.freshgogo.com/upload_pic/20190716/20190510congyoubingshengjin500cn.jpg,葱油饼【盛津】,1份,$9.5,Scallion Pancake,$9.5,36,3510 sold
https://www.freshgogo.com/upload_pic/20190716/20190510yumibinggeshengjin500cn.jpg,玉米饼(4个)【盛津】,4个,$5.5,Corn Pancake,$5.5,8,2390 sold
https://www.freshgogo.com/upload_pic/20200214/20190708doushaqingtuangebuyiyang500cn.jpg,豆沙青团(4个)【不一样】,4个,$9.95,Sticky Rice Ball with Red Bean,$9.95,22,2171 sold
https://www.freshgogo.com/upload_pic/20200214/20191225zhengmantougefeida500cn.jpg,蒸馒头(4个)【飞达】,4个,$7.95,Steamed Plain Bun,$7.95,0,1775 sold
https://www.freshgogo.com/upload_pic/20200813/5f34d68534bbf.jpg,粮全其美手抓饼(葱味)(10片),10片/900克,$5.99,Puff Paratha (chive),$5.99,12,8086 sold
https://www.freshgogo.com/upload_pic/20201207/20201207sinianshouzhuabingcongxiang500cn.jpg,思念手抓饼(葱香),450克,$4.29,SYNEAR Chinese Style Pancake (scallion),$4.29,6,5430 sold
https://www.freshgogo.com/upload_pic/20210124/20210125qiaojiazhadingshenggaoxianshixianliang500cn.jpg,乔家栅定胜糕(限时限量),50克 x 4,$3.19,QIAO JIA SHAN Rice Cake,$3.19,4,8432 sold
https://www.freshgogo.com/upload_pic/20191206/20191206ribenzhulun500cn.jpg,CHIKUWA日本竹轮,3.96盎司,$4.99,CHIKUWA Fish Cake,$4.99,2,4230 sold
https://www.freshgogo.com/upload_pic/20201124/20201123sansankuai500cn.jpg,MARUKIN蒟蒻块,450克,$3.49,MARUKIN Yam Cake,$3.49,3,2734 sold
https://www.freshgogo.com/upload_pic/20201207/20201207sinianshouzhuabingyuanwei500cn.jpg,思念手抓饼(原味),450克,$4.29,SYNEAR Chinese Style Pancake (original),$4.29,5,8662 sold
https://www.freshgogo.com/upload_pic/20200930/20200930zhenshanxuenuomigaoxianliang500cn.jpg,珍膳血糯米糕(限时限量),140克,$5.39,Blood Glutinous Rice Cake,$5.39,2,4966 sold
https://www.freshgogo.com/upload_pic/20201012/20201012hanshijianbinghaixian500cn.jpg,SHIRAKIKU ARUMI 韩式煎饼(海鲜),100克 x 3,$4.99,ARUMI Seafood Pancake,$4.99,4,4663 sold
https://www.freshgogo.com/upload_pic/20220115/61e283a6b8f0f.jpg,乔家栅桂花糖年糕(限时限量),600克,$6.19,QIAO JIA SHAN Osmanthus Sugar Rice Cake,$6.19,0,2374 sold
https://www.freshgogo.com/upload_pic/20201130/20201130liuxinzhishibing500cn.jpg,PULMUONE流心芝士饼,600克,$6.99,PULMUONE Mini Pancake Dumplings with Mozzarella Cheese,$6.99,10,5058 sold
https://www.freshgogo.com/upload_pic/20201124/5fbdb667199a5.jpg,珍膳小米糕(限时限量),140克,$4.09,Millet Rice Cake,$4.09,0,4372 sold
https://www.freshgogo.com/upload_pic/20190719/20190722xinjiankanghongdouxianbing500cn.jpg,新健康红豆馅饼,90克 x 5,$4.99,NEW HEALTH Red Bean Paste Pancake,$4.99,23,5255 sold
https://www.freshgogo.com/upload_pic/20201124/20201123sansanpian500cn.jpg,SUNPLUS蒟蒻片,250克,$1.69,SUNPLUS Yam Cake,$1.69,0,2093 sold
https://www.freshgogo.com/upload_pic/20201012/20201012hanshijianbingpaocai500cn.jpg,SHIRAKIKU ARUMI 韩式煎饼(泡菜),100克 x 3,$4.99,ARUMI Kimchi Pancake,$4.99,2,4227 sold
https://www.freshgogo.com/upload_pic/20201207/5fcef77354dc6.jpg,珍膳粢饭糕(限时限量),400克,$2.99,NANXIANG Eight Treasure Rice Pudding,$2.99,0,5451 sold
https://www.freshgogo.com/upload_pic/20210124/20210125qiaojiazhasonggaoxianshixianliang500cn.jpg,乔家栅松糕,450克,$7.09,QIAO JIA SHAN Rice Cake,$7.09,3,5917 sold
https://www.freshgogo.com/upload_pic/20210630/60dc8a5abf055.jpg,福牌阿胶块,250克,$199.99,Ejiao Piece,$199.99,1,4234 sold
https://www.freshgogo.com/upload_pic/20200813/5f34d6519fa16.jpg,粮全其美手抓饼(原味)(10片),10片/900克,$6.49,Puff Paratha (original),$6.49,6,5358 sold
https://www.freshgogo.com/upload_pic/20201213/5fd6b6a4bf0d6.jpg,塔吉特黑糖珍珠千层蛋糕(冷冻),8寸,$29.99,Brown Sugar Bubble Crepe Cake,$29.99,8,5538 sold
https://www.freshgogo.com/upload_pic/20201124/20201123zhenshanmajiangshaobingxianliang500cn.jpg,珍膳麻酱烧饼(限时限量),200克,$4.49,Beijing Sesame Cake,$4.49,5,8803 sold
https://www.freshgogo.com/upload_pic/20190719/20190722xinjiankangcongyoubing500cn.jpg,新健康葱油饼,90克 x 5,$5.29,NEW HEALTH Green Onion Pancake,$5.29,1,4219 sold
https://www.freshgogo.com/upload_pic/20201117/20201111guanjunfenglisulihebeikenzhuang500cn.jpg,冠军凤梨酥(礼盒)【贝肯庄】,10个,$39.95,Pineapple Cake (Gift Box ),$39.95,0,6048 sold
https://www.freshgogo.com/upload_pic/20190521/20190521xiangcaodangaoqiepianmeixinxibing500cn.jpg,香草蛋糕切片(2个)【美心饼屋】,2个,$5.75,Vanilla Slice,$5.75,2,2597 sold
https://www.freshgogo.com/upload_pic/20201117/20201111sisehunhesubaozhuangbeikenzhuang500cn.jpg,四色混合酥包装【贝肯庄】,4个,$15.95,Mix Ball Box,$15.95,0,5391 sold
https://www.freshgogo.com/upload_pic/20201223/20201223suannaishuiguodangaokaishilin500cn.jpg,酸奶水果蛋糕【凯诗琳】,1份,$5.95,Yogurt Fruit Cake,$5.95,14,8414 sold
https://www.freshgogo.com/upload_pic/20201223/20201223midoudantagekaishilin500cn.jpg,蜜豆蛋挞(4个)【凯诗琳】,4个,$11.95,Honey Bean Tarts(4 pcs),$11.95,0,4393 sold
https://www.freshgogo.com/upload_pic/20190521/20190521boluonaihuangrousongbaozhibaodangaogegemeixinxibing500cn.jpg,菠萝奶黄+肉松包+纸包蛋糕(各1个)【美心饼屋】,3个,$6.95,Topping Kaya+Shredded Pork+Wrappedcake,$6.95,19,2498 sold
https://www.freshgogo.com/upload_pic/20190521/20190521quanmaitusimeixinxibing500cn.jpg,全麦土司【美心饼屋】,1个,$4.75,Whole Wheat Toast,$4.75,3,2751 sold
https://www.freshgogo.com/upload_pic/20190521/20190521meixindashoutaodoushaxianmeixinxibing500cn.jpg,大寿桃(6个)【美心饼屋】,6个(豆沙馅),$17.25,Red Bean Bun,$17.25,0,1596 sold
https://www.freshgogo.com/upload_pic/20200901/20200901wuhandoupilengdonghuoshangmian500cn.jpg,武汉豆皮(冷冻)【火上面】,650克,$12.5,Wuhan Bean Curd,$12.5,95,11745 sold
https://www.freshgogo.com/upload_pic/20210427/6088121cabfd6.jpg,紫薯芋头酥(4个)【凯诗琳】,4个,$14.95,Sweet Potato and Taro Paste,$14.95,7,2816 sold
https://www.freshgogo.com/upload_pic/20190521/20190521jingdianquanmaihuotuijidanbaomeixinxibing500cn.jpg,火腿鸡蛋包(2个)【美心饼屋】,2个(全麦),$4.75,Whole Wheat Turkey,$4.75,1,1625 sold
https://www.freshgogo.com/upload_pic/20200604/5ed89dba02731.jpg,上海肉粽(熟)【老豫园】,5个/900克,$20.75,Shanghai Pork Rice Dumpling,$20.75,12,9123 sold
https://www.freshgogo.com/upload_pic/20201117/20201111taishilaopobingbeikenzhuang500cn.jpg,台式老婆饼【贝肯庄】,2个,$7.95,Sweet Heart Cake,$7.95,0,4690 sold
https://www.freshgogo.com/upload_pic/20190521/20190521meixinboluobaomeixinxibing500cn.jpg,美心菠萝包(3个)【美心饼屋】,3个,$6.95,Mei Xin Pineapple Buns,$6.95,2,2076 sold
https://www.freshgogo.com/upload_pic/20190702/5d1b252c57a53.jpg,豆沙蛋黄酥(4个)【美心饼屋】,4个,$8.25,Yolk Bean Paste Cakes,$8.25,23,2804 sold
https://www.freshgogo.com/upload_pic/20190521/20190521jingdianhaimiandangaomeixinxibing500cn.jpg,海绵蛋糕(2块)【美心饼屋】,2个,$4.75,Paper Wrapped Cake,$4.75,13,2890 sold
https://www.freshgogo.com/upload_pic/20190521/20190521niuyoudacanbaomeixinxibing500cn.jpg,牛油大餐包【美心饼屋】,1个,$5.25,Butterbun,$5.25,4,2477 sold
https://www.freshgogo.com/upload_pic/20200218/20190819xiangdanhuangsugekaishilin500cn.jpg,香Q蛋黄酥(4个)【凯诗琳】,4个,$14.95,Egg-Yolk Puff,$14.95,5,2900 sold
https://www.freshgogo.com/upload_pic/20190920/20190920quanjiafulengdonglaoyuyuan500cn.jpg,全家福【老豫园】,5个(每个6盎司),$10.25,Mixing Bun,$10.25,23,2447 sold
https://www.freshgogo.com/upload_pic/20190704/20190704lvchadangaogejinxingxiao500cn.jpg,12_Green Tea蛋糕【金兴】,12个(绿茶口味),$20.25,Green Tea Flavor Sponge Cake (12 pcs),$20.25,2,1910 sold
https://www.freshgogo.com/upload_pic/20210428/20210428liulianqiancenggaochaba500cn.jpg,榴莲千层糕【茶霸】,9寸,$95.25,Durian Crepe Cake,$95.25,0,1876 sold
