Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
SHENG Hot Green Pea 240g,trikofoods,2.99,65,Taiwan,4.8,Yami,Nuts,25,100,74.75
Chestnut 240g,tasty snacks,5.99,3,Mainland China,4.3,Yami,Nuts,25,100,149.75
Peanut Red Skin 340g (DAU PHONG CO VO),3-mien,1.49,1,Vietnam,5,Yami,Nuts,300,1200,447
SXZ Liquorice Watermelon Seed 180g,trikofoods,2.99,50,Taiwan,4.4,Yami,Nuts,25,100,74.75
Sunflower Seed Walnut Flavor227g,tasty snacks,2.99,1,Mainland China,3,Yami,Nuts,25,100,74.75
Japanese Peanuts Spiced Flavor  340g,gonghe,3.89,13,Mainland China,4.6,Yami,Nuts,25,100,97.25
Sunflower Seed  Dried Orange Flavor  90g,wenheyou,2.69,2,Mainland China,4,Yami,Nuts,25,100,67.25
SHENG Mustard Green Pea 240g,trikofoods,2.99,96,Taiwan,4.7,Yami,Nuts,25,100,74.75
WUFUJI Spiced Broad Beans,wufuji,5.29,3,Mainland China,5,Yami,Nuts,25,100,132.25
Sunflower Seed Spicy Flavor 227g,tasty snacks,2.99,1,Mainland China,4,Yami,Nuts,25,100,74.75
SXZ Salted Pumpkin Seed 150g,trikofoods,3.59,24,Taiwan,4.5,Yami,Nuts,25,100,89.75
100% Organic Chestnut 180g,la cheeta,4.29,27,Mainland China,4.7,Yami,Nuts,200,800,858
GANYUAN Roasted Fried Beans (Crab Flavor) 138g,kam yuen,2.99,28,Mainland China,4.7,Yami,Nuts,200,800,598
Crispy Pepper 200g,youjun,4.39,5,Mainland China,4,Yami,Nuts,25,100,109.75
Roasted Peanuts 454g,sungreen,4.69,2,Korea,4,Yami,Nuts,25,100,117.25
Sunflower Seed Caramel Flavor227g,tasty snacks,2.99,0,Mainland China,0,Yami,Nuts,25,100,74.75
Japanese Peanuts Original Flavor 340g,gonghe,3.49,8,Mainland China,4.2,Yami,Nuts,25,100,87.25
Almond 5 Variety 10 Pack Bundle 270g,murgerbon,15.69,2,Korea,5,Yami,Nuts,50,200,784.5
Yolk Broad Bean Original Flavor 198g,renzhewudi,5.99,8,Taiwan,4.8,Yami,Nuts,50,200,299.5
Pistachios Sea Salt Flavor 454g,setton farms,9.89,3,United States,4.7,Yami,Nuts,50,200,494.5
Odama Choco Ball The Peanut 56g,morinaga,2.69,0,Japan,0,Yami,Nuts,25,100,67.25
Sunflower Seed Caramel Flavor227g,tasty snacks,2.99,0,Mainland China,0,Yami,Nuts,25,100,74.75
Japanese Peanuts Original Flavor 340g,gonghe,3.49,8,Mainland China,4.2,Yami,Nuts,25,100,87.25
Sweet Chestnut 150g,nonghyup,9.69,4,Korea,4.5,Yami,Nuts,50,200,484.5
Wasabi Coated Green Peas 140g,hapi,3.49,30,Japan,4.9,Yami,Nuts,200,800,698
Sunflower Seeds Caramel Flavor 150g,trikofoods,3.99,8,Taiwan,4.8,Yami,Nuts,25,100,99.75
Coated Peanuts Egg Flavor 220g,garuda,2.99,6,Indonesia,4.8,Yami,Nuts,50,200,149.5
Sunflower Seeds Logan & Jujube Flavor 150g,trikofoods,3.89,4,Taiwan,4,Yami,Nuts,25,100,97.25
Roasted Cashew 185g,three squirrels,12.99,6,Mainland China,3.8,Yami,Nuts,25,100,324.75
Broad Bean Crab Roe Flavor 205g,three squirrels,5.79,11,Mainland China,3.2,Yami,Nuts,25,100,144.75
Chestnut 100g,three squirrels,3.99,14,Mainland China,3.9,Yami,Nuts,25,100,99.75
[Mainland China Direct Mail] Li Ziqi Osmanthus Nuts Lotus Root Flour Meal Replacement Food 350g*1,liziqi,35.9,1,Mainland China,5,Yami,Nuts,50,200,1795
[Mainland China Direct Mail] BE&CHEERYr-Big Pecan Nuts Pecan Meat 158g,be & cheery,40.9,2,Mainland China,3.5,Yami,Nuts,300,1200,12270
Qian Shi Euryale Ferox Salisb Dried Fox Nuts 16oz,president brand,16.99,1,United States,5,Yami,Nuts,50,200,849.5
-Chestnut kernel 100g,three squirrels,4.49,45,Mainland China,4.6,Yami,Nuts,25,100,112.25
-Macadamia 265g,three squirrels,10.99,50,Mainland China,4.6,Yami,Nuts,25,100,274.75
Roasted Salted Almonds 12OZ  340g- Cholesterol free Perfect for snacking,nestlady,13.99,1,United States,5,Yami,Nuts,50,200,699.5
Cashews Roasted Salted 12OZ/340g,nestlady,13.99,1,United States,5,Yami,Nuts,50,200,699.5
Purple potato peanut 205g,three squirrels,7.99,2,Mainland China,4,Yami,Nuts,25,100,199.75
Orchid Bean Beef Flavor 120g,bestore,5.99,0,Mainland China,0,Yami,Nuts,300,1200,1797
Spicy Peanuts 100g,bestore,4.99,0,Mainland China,0,Yami,Nuts,300,1200,1497
Luzhu Pumpkin Seed 120g,bestore,6.99,0,Mainland China,0,Yami,Nuts,300,1200,2097
Sweet Chestnut 80g,bestore,6.99,0,Mainland China,0,Yami,Nuts,300,1200,2097
?€?Mainland China Direct Mail?€?BE&CHEERY Flavor Hand Peeled Pecans 128g,be & cheery,25.9,0,Mainland China,0,Yami,Nuts,100,400,2590
Sweet Chestnut 120g,bestore,6.99,1,Mainland China,5,Yami,Nuts,300,1200,2097
?€?Mainland China Direct Mail?€?Li Ziqi Hot Pot Base Sichuan Shufeng red oil flavor Hot Pot Seasoning 280g,liziqi,45,0,Mainland China,0,Yami,Nuts,50,200,2250
Multi Taste Peanuts 148g,bestore,6.99,1,Mainland China,5,Yami,Nuts,300,1200,2097
?€?Mainland China Direct Mail?€?Bai Shi Xing Jiugui Peanut Original Peanut Snack Cooked Dish 92g,baishixing,12.1,4,Mainland China,4.5,Yami,Nuts,300,1200,3630
LYFEN Linan Pecan Kernel 118g,yifen,16.99,0,Mainland China,0,Yami,Nuts,25,100,424.75
Peel Sunflower Seed 120g,bestore,6.99,0,Mainland China,0,Yami,Nuts,300,1200,2097
[Mainland China Direct Mail] BE&CHEERY Honey Amber Walnut 100g,be & cheery,11.9,1,Mainland China,4,Yami,Nuts,300,1200,3570
?€?Mainland China Direct Mail?€?BE&CHEERY Longevity Fruit Pecan 100g,be & cheery,15.9,0,Mainland China,0,Yami,Nuts,50,200,795
Bestnut Wild walnut kernel Nut specialty 268g,bestnut,39.99,0,Mainland China,0,Yami,Nuts,300,1200,11997
[Mainland China Direct Mail] BE&CHEERY Pistachio 100g,be & cheery,15.9,0,Mainland China,0,Yami,Nuts,50,200,795
Northeast Mainland China Red Pine Nut 98g,bestore,9.99,1,Mainland China,5,Yami,Nuts,300,1200,2997
[Mainland China Direct Mail]  BE&CHEERY Crab Flavored Melon Seeds 100g,be & cheery,7.9,0,Mainland China,0,Yami,Nuts,300,1200,2370
Shelled Walnuts 300g,sunway snack,9.99,0,United States,0,Yami,Nuts,25,100,249.75
[Mainland China Direct Mail] BE&CHEERY Open Hazelnut 180g,be & cheery,16.9,1,Mainland China,5,Yami,Nuts,50,200,845
Bestnut Almond kernel Nut specialty 268g,bestnut,37.99,0,Mainland China,0,Yami,Nuts,300,1200,11397
JINBAO Organic Roasted Chestnut 455g,jinbao chestnut,9.99,38,United States,4.3,Yami,Nuts,200,800,1998
Pecan Milk flavor 120g,bestore,7.99,0,Mainland China,0,Yami,Nuts,300,1200,2397
Hawaiian Nut Milk Flavor 120g,bestore,9.99,0,Mainland China,0,Yami,Nuts,300,1200,2997
Sesame Jujube With Walnut 208g,bestore,13.99,4,Mainland China,5,Yami,Nuts,300,1200,4197
LYFEN Chinese torreya 250g,yifen,24.99,0,Mainland China,0,Yami,Nuts,25,100,624.75
Huamei watermelon seeds special roasted seeds 108g,be & cheery,29,0,Mainland China,0,Yami,Nuts,100,400,2900
[Mainland China direct mail]  Xiaoyao herbal tea red bean glutinous rice flower tea combination raw tea 9g * 10 packs,liziqi,53.1,1,Mainland China,5,Yami,Nuts,50,200,2655
Almond Milk Flavor 120g,bestore,8.99,0,Mainland China,0,Yami,Nuts,300,1200,2697
XIAOMI YOUPIN HONGFANYOUNONG YUMO Black Melon Seed (Original) 218g/can,xiaomiyoupin,29.8,0,Mainland China,0,Yami,Nuts,25,100,745
Pistachios 98g,bestore,14.99,0,Mainland China,0,Yami,Nuts,50,200,749.5
Bestnut Original flavor SHELL25 hazelnut Nut specialty 248g,bestnut,36.99,0,Mainland China,0,Yami,Nuts,300,1200,11097
XIAOMI YOUPIN ZHIWEIXUAN Mixed Nut Crisp 300g,xiaomiyoupin,18.9,0,Mainland China,0,Yami,Nuts,25,100,472.5
Roasted Salted Almonds 12OZ  340g- Cholesterol free Perfect for snacking,nestlady,13.99,1,United States,5,Yami,Nuts,50,200,699.5
Organic Dried Papaya Slice  50g - Dried Fruit  Grown and harvested in Vietnam,nestlady,11.9,2,United States,5,Yami,Nuts,50,200,595
Bestnut Original flavor Korean pine seed kernel Nut specialty 248g,bestnut,67.99,0,Mainland China,0,Yami,Nuts,300,1200,20397
Bestnut Pistachio Nut specialty 230g,bestnut,37.99,0,Mainland China,0,Yami,Nuts,300,1200,11397
[Mainland China Direct Mail] 2021 New Tea West Lake Brand Pre-Ming Longjing Tea Tea Selection Yan Value Green Tea Spring Tea 30g,xihupai,45,0,Mainland China,0,Yami,Nuts,25,100,1125
CALIFORNIAN JUMBO CHANDLER WALNUT 454g,sunway snack,6.69,0,United States,0,Yami,Nuts,25,100,167.25
Mainland China Direct Mail BE&CHEERY Macadamia Nut Cream Flavor 268g,be & cheery,22.9,0,Mainland China,0,Yami,Nuts,100,400,2290
[Mainland China direct mail] BE&CHEERY chestnut kernels 80g,be & cheery,7.9,0,Mainland China,0,Yami,Nuts,300,1200,2370
XIAOMI YOUPINHONGFANYOUNONG  YUMO Black Melon Seed (Original) 185g/bag,xiaomiyoupin,14.9,0,Mainland China,0,Yami,Nuts,25,100,372.5
Cashews Roasted Salted 12OZ/340g,nestlady,13.99,1,United States,5,Yami,Nuts,50,200,699.5
Bestnut Queensland nut Nut specialty 238g,bestnut,57.99,0,Mainland China,0,Yami,Nuts,300,1200,17397
Bestnut Pistachio Nut specialty 230g,bestnut,37.99,0,Mainland China,0,Yami,Nuts,300,1200,11397
Wasabi Almond 120g,nuts lab,3.99,0,Korea,0,Yami,Nuts,25,100,99.75
Caramel Corn Nuts 77g,tohato,2.59,3,Japan,3,Yami,Nuts,25,100,64.75
Pine Nuts 180g,shanliren,8.89,11,Mainland China,4.4,Yami,Nuts,25,100,222.25
Salt and Pepper Pecan Nuts 158g,yaoshengji,27.99,2,Mainland China,5,Yami,Nuts,25,100,699.75
NISSHIN Cisco Granola Choco Nuts,nissin,8.99,5,Japan,4.8,Yami,Nuts,50,200,449.5
Durian Flavored Cashew Nuts 45g,yifen,2.99,3,Mainland China,5,Yami,Nuts,25,100,74.75
Seaweed Flavored Cashew Nuts 45g,yifen,2.99,0,Mainland China,5,Yami,Nuts,25,100,74.75
Creamy Pecan Nuts 158g,yaoshengji,27.99,0,Mainland China,0,Yami,Nuts,25,100,699.75
BE  CHEERY Pecan Nuts Brown Sugar 56g,be & cheery,4.69,1,Mainland China,3,Yami,Nuts,300,1200,1407
Opening Pine Nuts Original 218g,three squirrels,16.99,23,Mainland China,4,Yami,Nuts,25,100,424.75
Original Pecan Nuts 158g,yaoshengji,27.99,8,Mainland China,4.9,Yami,Nuts,25,100,699.75
Mixed Nuts,yifen,10.49,2,Mainland China,4,Yami,Nuts,25,100,262.25
Wild Red Pine Nuts 150g,lzg,6.29,29,Mainland China,4.6,Yami,Nuts,200,800,1258
Pine Nuts 128g,be & cheery,12.49,8,Mainland China,4.2,Yami,Nuts,300,1200,3747
Brazil Nuts 907g,sungreen,15.99,10,Korea,5,Yami,Nuts,25,100,399.75
Mixed Nuts 140g,zhenxinshipin,3.99,2,Mainland China,4,Yami,Nuts,25,100,99.75
Mixed Nuts and Rice Crackers 180g,beans family,7.99,3,Taiwan,5,Yami,Nuts,300,1200,2397
Super Herbs & Cereals Beverage Walnut & Nuts 280g,quaker,8.99,6,United States,4.8,Yami,Nuts,50,200,449.5
QUAER Super Herbs & Cereals Beverage Grains & Nuts 230g,quaker,8.99,10,United States,4.4,Yami,Nuts,200,800,1798
Chia Seed Cereal Nuts   Oatmeal-Rose Flavor 400g,honlife,11.99,17,Mainland China,4.9,Yami,Nuts,200,800,2398
Pine Nuts & Tofu Snack 110g,jayone,3.63,34,Korea,4.4,Yami,Nuts,200,800,726
DXC Nuts Cake 880g,dao xiang cun,18.99,4,Mainland China,5,Yami,Nuts,100,400,1899
Strawberry Nuts Dry Snack Fruit Cereals Meal Replacement Oatmeal 400g,ocak,12.49,166,Mainland China,4.8,Yami,Nuts,25,100,312.25
Adzuki Bean&Purple Rice Nuts Cereal 12packs,greenmax,5.99,28,Taiwan,4.8,Yami,Nuts,200,800,1198
One Satisfaction Bar Baked Nuts 40g,asahi,2.49,1,Japan,3,Yami,Nuts,300,1200,747
Peking Style Assorted Nuts Mooncake 400g,dao xiang cun,4.99,14,Mainland China,4.5,Yami,Nuts,200,800,998
Nuts Cereal 160g,nissin,5.99,4,Japan,5,Yami,Nuts,50,200,299.5
Chocolate Wafer Macadamia Nuts Flavor,royce,13.99,0,Japan,0,Yami,Nuts,50,200,699.5
MARGARET COOKIES Soft Cookies with Nuts 12packs 264g,lotte korea,3.49,21,Korea,4.2,Yami,Nuts,200,800,698
Black Soybean& Multi Grains Nuts Cereal 12packs,greenmax,5.99,5,Taiwan,4.4,Yami,Nuts,25,100,149.75
Walnut Date with Pine Nuts Cake 200g,cherry grandfather,14.99,0,Taiwan,0,Yami,Nuts,50,200,749.5
Nuts and Fruits Baked Oatmeal 260g,wangbaobao,7.99,0,Mainland China,0,Yami,Nuts,25,100,199.75
Traditional Assorted Nuts Mooncake 300g,dao xiang cun,3.49,8,Mainland China,4.5,Yami,Nuts,50,200,174.5
KitKat Nuts & Cranberry Chocolate Wafer Cookie  135g,nestle,7.99,9,Japan,4.7,Yami,Nuts,200,800,1598
MARGARET COOKIES Soft Cookies with Nuts 396g,lotte korea,5.49,14,Korea,3.9,Yami,Nuts,200,800,1098
"Organic Sweet Chestnut, 100g USDA Certified",big green,1.69,400,Mainland China,4.8,Yami,Nuts,1000,4000,1690
QIAQIA Caramelized Sunflower Seed 160g,chacheer,2.99,224,Mainland China,4.8,Yami,Nuts,200,800,598
100% Natural Organic Chestnut 5PACKs,la cheeta,6.99,173,Japan,4.8,Yami,Nuts,25,100,174.75
QIAQIA Sunflower Seed Pecan Flavor 160g,chacheer,2.79,319,Mainland China,4.8,Yami,Nuts,1000,4000,2790
Chili Crisp Broadbeans 120g,zhimaguan,1.99,91,Mainland China,4.7,Yami,Nuts,25,100,49.75
HUANG FEI HONG Spicy Peanuts 110g Random Delivery,xinhe,2.29,211,Mainland China,4.7,Yami,Nuts,25,100,57.25
Five-Spice Flavor Sunflower Seed 500g,laojiekou,5.89,13,Mainland China,4.8,Yami,Nuts,200,800,1178
Almond Chocolate 22pcs,fujiya,6.49,0,Japan,0,Yami,Nuts,50,200,324.5
Dried Plum Flavor Watermelon Seeds 200g,laojiekou,4.39,6,Mainland China,4.7,Yami,Nuts,25,100,109.75
Honey Roasted Peanuts 130g,murgerbon,3.29,3,Korea,5,Yami,Nuts,25,100,82.25
Setton Farms Pistacios 1lb,setton farms,4.99,0,United States,0,Yami,Nuts,50,200,249.5
Tiramisu Flavor Peanuts 110g,murgerbon,3.39,2,Korea,4,Yami,Nuts,25,100,84.75
Miino Soramame Shio  70g,calbee,6.99,5,Japan,5,Yami,Nuts,50,200,349.5
Blanched Peanut 340g,3-mien,1.69,4,Vietnam,4.5,Yami,Nuts,300,1200,507
SHENG Bamboo Charcoal Peanut 90g,trikofoods,2.89,104,Taiwan,4.7,Yami,Nuts,25,100,72.25
Shandong Peanuts Orginal Flavor 340g,gonghe,4.49,10,Mainland China,5,Yami,Nuts,25,100,112.25
Roasted Cashewt Honey Butter Flavor 100g,mayasi,3.99,3,Taiwan,5,Yami,Nuts,25,100,99.75
Pecan Flavor Sunflower Seed 500g,laojiekou,6.49,149,Mainland China,4.7,Yami,Nuts,25,100,162.25
Wasabi Almond 35g,a-sha prince katsu,2.59,200,Taiwan,4.8,Yami,Nuts,200,800,518
Organic Chestnut 150g,jayone,3.29,63,Korea,4.5,Yami,Nuts,25,100,82.25
Sunflower Seed 227g,tasty snacks,2.99,0,Mainland China,0,Yami,Nuts,25,100,74.75
Jujube With Walnut  500g,sihong,13.49,65,Mainland China,4.8,Yami,Nuts,25,100,337.25
FARMER BRAND Garlic Flavor Peanuts 300g,framer brand,3.89,27,Singapore,4.5,Yami,Nuts,200,800,778
100% Natural Organic Chestnut 4Packs,la cheeta,5.69,17,Mainland China,4.4,Yami,Nuts,200,800,1138
Crisp Broad Bean Spicy 160g,nice choice,1.99,2,Taiwan,5,Yami,Nuts,25,100,49.75
Roasted Chestnut 80g,bestore,3.39,9,Mainland China,4.1,Yami,Nuts,200,800,678
Crisp Broad Bean 160g,nice choice,1.99,13,Taiwan,4.5,Yami,Nuts,200,800,398
Roasted Cashew Salted Egg Flavor 100g,mayasi,3.99,4,Taiwan,5,Yami,Nuts,50,200,199.5
WUFUJI Vinaigrette Broad Bean (Original Flavor),wufuji,5.29,2,Mainland China,4,Yami,Nuts,25,100,132.25
Dead Spicy peanut 140g,baishixing,2.09,105,Mainland China,4.8,Yami,Nuts,25,100,52.25
"Peanuts with Dried Pepper Spicy Flavor, 210g",huangfeihong,3.89,224,Mainland China,4.8,Yami,Nuts,25,100,97.25
Walnut Stuffed Red Dates 250g,jy,8.49,93,Mainland China,4.7,Yami,Nuts,50,200,424.5
Broad Bean Crab Flavor 165g,yifen,3.29,10,Mainland China,4.8,Yami,Nuts,25,100,82.25
Macadamia Nut 265g,three squirrels,10.99,53,Mainland China,4.7,Yami,Nuts,25,100,274.75
Spicy Peanuts with Dried Shrimps 98g,huangfeihong,3.89,75,Mainland China,4.6,Yami,Nuts,25,100,97.25
Walnut Stuffed Red Dates 250g,jy,8.49,93,Mainland China,4.7,Yami,Nuts,50,200,424.5
Macadamia Nut 265g,three squirrels,10.99,53,Mainland China,4.7,Yami,Nuts,25,100,274.75
Spicy Peanuts with Dried Shrimps 98g,huangfeihong,3.89,75,Mainland China,4.6,Yami,Nuts,25,100,97.25
Fried Spicy Peanuts Sunflower Seed 140g,baishixing,1.89,76,Mainland China,4.8,Yami,Nuts,25,100,47.25
South Milk Peanut Kernel 500g,guanhua,5.49,33,Mainland China,4.6,Yami,Nuts,200,800,1098
GANYUAN Crab Flavor Roasted Sunflower Seeds 75g,kam yuen,1.69,70,Mainland China,4.9,Yami,Nuts,50,200,84.5
Sea Salt 113g,royal hawaiian orchards,8.99,4,Australia,4.8,Yami,Nuts,200,800,1798
Salt and Peeper Roasted Walnuts 100g,shanliren,9.69,23,Mainland China,4.7,Yami,Nuts,25,100,242.25
FARMER BRAND Nan Ru Flavor Peanuts 300g,framer brand,3.89,7,Unclear,4.7,Yami,Nuts,50,200,194.5
Fried Broad Bean Five Spices Flavor 88g,koushuiwa,2.99,49,Mainland China,4.7,Yami,Nuts,25,100,74.75
Broad Bean Spicy 150g,hsintungyang,2.49,34,Taiwan,4.3,Yami,Nuts,200,800,498
Fried Salty Peanuts 200g,li yuan bao,2.29,45,Mainland China,4.9,Yami,Nuts,50,200,114.5
Chinese Stewed Peanuts 340g,szechuan flavor,2.59,46,Mainland China,4.8,Yami,Nuts,25,100,64.75
LiuYong Roasted Chestnut 80g,chreas,1.89,47,Mainland China,4.6,Yami,Nuts,200,800,378
Kernel of Hickory 155g,three squirrels,18.99,16,Mainland China,4.7,Yami,Nuts,25,100,474.75
Prepared Broad Bean Spicy 100g,liufu,2.09,10,Mainland China,4.6,Yami,Nuts,50,200,104.5
WANTWANT Fried Broad Bean 42g,want want,0.89,31,Taiwan,4.9,Yami,Nuts,25,100,22.25
FARMER BRAND Dried Peanuts 300g,framer brand,3.89,0,Singapore,4.5,Yami,Nuts,50,200,194.5
Organic Chestnut 240g,jona,4.99,18,Japan,4.9,Yami,Nuts,200,800,998
Multi Flavored Peanuts 186g,yifen,3.49,9,Mainland China,4.6,Yami,Nuts,25,100,87.25
Strange Flavor Hupe 360g,chenchangyin,3.69,21,Mainland China,5,Yami,Nuts,200,800,738
Flavored Sunflower Seeds 210g,zhangerga,2.89,32,Mainland China,4.8,Yami,Nuts,25,100,72.25
CHA CHA Flavorful Sunflower Seeds Graines De Tournesol 260g,chacheer,3.29,30,Mainland China,4.1,Yami,Nuts,200,800,658
