Title,Title_link,Price,unit_info___32SjE,count___1LWwo,Headline,Field1,Field2,Field3
"Meiji Lucky Stick Biscuit, Chocolate Flavored Cream 45 g",https://www.sayweee.com/en/product/Meiji-Lucky-Stick-Biscuit--Chocolate-Flavored-Cream/19010,$2.59,$0.05/g,200+ Sold,"Meiji Lucky Stick Biscuit, Chocolate Flavored Cream",(6),Indonesia,MEIJI
Sato Arpajon Asano Hakkoda Nama Chocolate 5pcs 4.58 oz,https://www.sayweee.com/en/product/Sato-Arpajon-Asano-Hakkoda-Nama-Chocolate-5pcs/25512,$25.49,$5.56/oz,200+ Sold,Sato Arpajon Asano Hakkoda Nama Chocolate 5pcs,(8),Japan,
Nestle Milo Chocolate Malt Mix 14.1 oz,https://www.sayweee.com/en/product/Nestle-Milo-Chocolate-Malt-Mix/64529,$6.29,$0.44/oz,200+ Sold,Nestle Milo Chocolate Malt Mix,(17),United States,
Garden Wafer Chocolate  200 g,https://www.sayweee.com/en/product/Garden-Wafer-Chocolate-/19130,$2.79,,200+ Sold,Garden Wafer Chocolate,(10),Philippines,GARDEN
Jack 'n Jill Chocolate Pretzel Sticks 40 g,https://www.sayweee.com/en/product/Jack--n-Jill-Chocolate-Pretzel-Sticks/84173,$0.59,,200+ Sold,Jack 'n Jill Chocolate Pretzel Sticks,,Philippines,JACK 'n JILL
Winter Melty Pocky Chocolate cream covered biscuit sticks 6P 4.62 oz,https://www.sayweee.com/en/product/Winter-Melty-Pocky-Chocolate-cream-covered-biscuit-sticks-6P/80496,$4.69,$1.01/oz,200+ Sold,Winter Melty Pocky Chocolate cream covered biscuit sticks 6P,(2),Japan,Glico
Chen Yun Pao Chuan White Chocolate Yuzu Lemon Cake  1 box,https://www.sayweee.com/en/product/Chen-Yun-Pao-Chuan-White-Chocolate-Yuzu-Lemon-Cake-/17258,$27.99,$27.99/box,200+ Sold,Chen Yun Pao Chuan White Chocolate Yuzu Lemon Cake,(76),Taiwan,
Karila Chocolate Flower Ball Random Color  40 g,https://www.sayweee.com/en/product/Karila-Chocolate-Flower-Ball-Random-Color-/86511,$8.99,$0.22/g,200+ Sold,Karila Chocolate Flower Ball Random Color,(3),Estonia,
Franzzi Yogurt Chocolate Cookies 126 g,https://www.sayweee.com/en/product/Franzzi-Yogurt-Chocolate-Cookies/77760,$3.59,,"200+ Sold,4 Left",Franzzi Yogurt Chocolate Cookies,(18),Mainland China,FRANZZI
"Look Chocolate Aoi Hoseki, Muscat Flavor 1.41 oz",https://www.sayweee.com/en/product/Look-Chocolate-Aoi-Hoseki--Muscat-Flavor/35115,$3.99,$2.82/oz,200+ Sold,"Look Chocolate Aoi Hoseki, Muscat Flavor",(5),Japan,
Meiji Pucca Chocolate Biscuits 1.51 oz,https://www.sayweee.com/en/product/Meiji-Pucca-Chocolate-Biscuits/24616,$2.79,$1.84/oz,100+ Sold,Meiji Pucca Chocolate Biscuits,(6),Japan,MEIJI
Unisman King ChocNut Peanut Milk Chocolate 200 g,https://www.sayweee.com/en/product/Unisman-King-ChocNut-Peanut-Milk-Chocolate/39192,$2.99,,100+ Sold,Unisman King ChocNut Peanut Milk Chocolate,(2),Philippines,
Ishiya Shiroi Koibito White Lover Chocolate Milk Drink  190 g,https://www.sayweee.com/en/product/Ishiya-Shiroi-Koibito-White-Lover-Chocolate-Milk-Drink-/83422,$4.89,,100+ Sold,Ishiya Shiroi Koibito White Lover Chocolate Milk Drink,(2),Japan,
Frankford Milk Chocolate Gold Coins 1.23 oz,https://www.sayweee.com/en/product/Frankford-Milk-Chocolate-Gold-Coins/53608,$1.49,$1.21/oz,100+ Sold,Frankford Milk Chocolate Gold Coins,(10),Israel,
"KSF European Style Cake, Chocolate Flavor  192 g",https://www.sayweee.com/en/product/KSF-European-Style-Cake--Chocolate-Flavor-/7702,$4.59,,100+ Sold,"KSF European Style Cake, Chocolate Flavor",(13),Mainland China,Master Kong
ISHIYA Shiroi Koibito Milk Chocolate Cookies 18 Pieces 1 box,https://www.sayweee.com/en/product/ISHIYA-Shiroi-Koibito-Milk-Chocolate-Cookies-18-Pieces/5365,$24.99,$24.99/box,100+ Sold,ISHIYA Shiroi Koibito Milk Chocolate Cookies 18 Pieces,(23),Japan,
Franzzi Rich Aroma Dark Chocolate Cookies 126 g,https://www.sayweee.com/en/product/Franzzi-Rich-Aroma-Dark-Chocolate-Cookies/77763,$3.59,,100+ Sold,Franzzi Rich Aroma Dark Chocolate Cookies,(18),Mainland China,FRANZZI
Oreo Chocolate Sandwich Cookies 14.3 oz,https://www.sayweee.com/en/product/Oreo-Chocolate-Sandwich-Cookies/47708,$6.19,$0.43/oz,100+ Sold,Oreo Chocolate Sandwich Cookies,(3),United States,
Daiichi Mini Bread with Chocolate Cream 7pc 6.66 oz,https://www.sayweee.com/en/product/Daiichi-Mini-Bread-with-Chocolate-Cream-7pc/48919,$5.99,$0.89/oz,100+ Sold,Daiichi Mini Bread with Chocolate Cream 7pc,(36),Japan,
No Brand Cookies & Cream Chocolate Bar  240 g,https://www.sayweee.com/en/product/No-Brand-Cookies---Cream-Chocolate-Bar-/48259,$3.19,,100+ Sold,No Brand Cookies & Cream Chocolate Bar,(1),South Korea,
"Haitai Home Run Ball Chocolate Biscuits, 1 bag 146 g",https://www.sayweee.com/en/product/Haitai-Home-Run-Ball-Chocolate-Biscuits--1-bag/1648,$3.99,,50+ Sold,"Haitai Home Run Ball Chocolate Biscuits, 1 bag",(10),South Korea,HAITAI
LOTTE Pie Rich Chocolate Flavor Pastry Cookie 69 g,https://www.sayweee.com/en/product/LOTTE-Pie-Rich-Chocolate-Flavor-Pastry-Cookie/18936,$4.29,$0.06/g,50+ Sold,LOTTE Pie Rich Chocolate Flavor Pastry Cookie,(3),Japan,Lotte
Energen Cereal Mix with Milk Chocolate 10pk 14 oz,https://www.sayweee.com/en/product/Energen-Cereal-Mix-with-Milk-Chocolate-10pk/22760,$3.99,$0.28/oz,50+ Sold,Energen Cereal Mix with Milk Chocolate 10pk,,Indonesia,
Morozoff Chocolate 8 Pieces 60 g,https://www.sayweee.com/en/product/Morozoff-Chocolate-8-Pieces/86621,$14.99,$0.24/g,50+ Sold,Morozoff Chocolate 8 Pieces,(1),Japan,
Bitter Chocolate 172 g,https://www.sayweee.com/en/product/Bitter-Chocolate/42143,$9.99,$0.05/g,50+ Sold,Bitter Chocolate,(8),Japan,
Kit Kat Mini White Chocolate 4.1 oz,https://www.sayweee.com/en/product/Kit-Kat-Mini-White-Chocolate/85500,$8.99,$2.19/oz,50+ Sold,Kit Kat Mini White Chocolate,,Japan,KIT KAT
Bakerly Chocolate Filled Crepes 6.78 oz,https://www.sayweee.com/en/product/Bakerly-Chocolate-Filled-Crepes/18202,$3.99,$0.58/oz,50+ Sold,Bakerly Chocolate Filled Crepes,(1),United States,
Gamesa Emperador Chocolate Crème Cookies 14.34 oz,https://www.sayweee.com/en/product/Gamesa-Emperador-Chocolate-Crme-Cookies/84827,$3.69,$0.25/oz,50+ Sold,Gamesa Emperador Chocolate Crème Cookies,(4),United States,GAMESA
MARINELA Principe Sandwich Cookies with Chocolate Filling  2.96 oz,https://www.sayweee.com/en/product/MARINELA-Principe-Sandwich-Cookies-with-Chocolate-Filling-/91532,$1.99,$0.67/oz,50+ Sold,MARINELA Principe Sandwich Cookies with Chocolate Filling,,Mexico,BIMBO
"Healthful Wafer Roll, Chocolate 400 g",https://www.sayweee.com/en/product/Healthful-Wafer-Roll--Chocolate/45523,$14.99,$0.03/g,50+ Sold,"Healthful Wafer Roll, Chocolate",(35),Taiwan,Healthful
"Ultra Milk Variety Chocolate, Taro and Caramel 6pk 1200 ml",https://www.sayweee.com/en/product/Ultra-Milk-Variety-Chocolate--Taro-and-Caramel-6pk/21773,$6.99,,50+ Sold,"Ultra Milk Variety Chocolate, Taro and Caramel 6pk",(5),Indonesia,
Lotte Kancho Biscuits Filled with Chocolate 168 g,https://www.sayweee.com/en/product/Lotte-Kancho-Biscuits-Filled-with-Chocolate/34846,$4.49,,50+ Sold,Lotte Kancho Biscuits Filled with Chocolate,(6),South Korea,Lotte
Tate's Bake Shop Chocolate Chip Cookies 7 oz,https://www.sayweee.com/en/product/Tate-s-Bake-Shop-Chocolate-Chip-Cookies/47713,$6.59,$0.94/oz,50+ Sold,Tate's Bake Shop Chocolate Chip Cookies,(5),United States,
"Stikko Wafer Sticks, Chocolate Flavor  14.11 oz",https://www.sayweee.com/en/product/Stikko-Wafer-Sticks--Chocolate-Flavor-/5452,$4.99,$0.35/oz,50+ Sold,"Stikko Wafer Sticks, Chocolate Flavor",(2),Indonesia,STIKKO
Franzzi Matcha Chocolate Cookies 126 g,https://www.sayweee.com/en/product/Franzzi-Matcha-Chocolate-Cookies/77743,$3.59,,50+ Sold,Franzzi Matcha Chocolate Cookies,(5),Mainland China,FRANZZI
"Karman Egg Rolls, Chocolate Peanut Crisp Flavor 218 g",https://www.sayweee.com/en/product/Karman-Egg-Rolls--Chocolate-Peanut-Crisp-Flavor/35090,$6.89,$0.03/g,50+ Sold,"Karman Egg Rolls, Chocolate Peanut Crisp Flavor",(4),Mainland China,
MadeGood Foods Chocolate Chip Crispy Squares 4.68 oz,https://www.sayweee.com/en/product/MadeGood-Foods-Chocolate-Chip-Crispy-Squares/4751,$3.49,$0.74/oz,50+ Sold,MadeGood Foods Chocolate Chip Crispy Squares,(8),United States,
Gamesa Mamut Chocolate Coated Marshmallow Cookies 8.1 oz,https://www.sayweee.com/en/product/Gamesa-Mamut-Chocolate-Coated-Marshmallow-Cookies/71736,$4.19,$0.51/oz,,Gamesa Mamut Chocolate Coated Marshmallow Cookies,(3),Mexico,
Seoul Chocolate Flavored Milk 6pk 1 each,https://www.sayweee.com/en/product/Seoul-Chocolate-Flavored-Milk-6pk/26522,$6.99,$6.99/each,,Seoul Chocolate Flavored Milk 6pk,,South Korea,
"Mincher Brittle Biscuits, Lemon and Chocolate Flavor 5.08 oz",https://www.sayweee.com/en/product/Mincher-Brittle-Biscuits--Lemon-and-Chocolate-Flavor/39348,$5.89,$1.15/oz,,"Mincher Brittle Biscuits, Lemon and Chocolate Flavor",(1),Taiwan,
Michel et Augustin Milk Chocolate & Caramel Cookie Squares 4.9 oz,https://www.sayweee.com/en/product/Michel-et-Augustin-Milk-Chocolate---Caramel-Cookie-Squares/5253,$5.19,$1.05/oz,,Michel et Augustin Milk Chocolate & Caramel Cookie Squares,(4),United States,
Morinaga Milk Chocolate Sticks 64.9 g,https://www.sayweee.com/en/product/Morinaga-Milk-Chocolate-Sticks/50775,$3.99,$0.06/g,,Morinaga Milk Chocolate Sticks,(18),Japan,Morinaga
Fibisco Chocolate Chip Cookies 200 g,https://www.sayweee.com/en/product/Fibisco-Chocolate-Chip-Cookies/42163,$1.99,,,Fibisco Chocolate Chip Cookies,(1),Philippines,Fibisco
Hawaiian Host Island Macs Milk Chocolate 5 oz,https://www.sayweee.com/en/product/Hawaiian-Host-Island-Macs-Milk-Chocolate/44634,$7.99,$1.59/oz,,Hawaiian Host Island Macs Milk Chocolate,(2),United States,Hawaiian Host
Lotte Pepero Crunchy Chocolate Biscuit Stick(39g*8) 312 g,https://www.sayweee.com/en/product/Lotte-Pepero-Crunchy-Chocolate-Biscuit-Stick-39g-8-/85324,$6.69,,,Lotte Pepero Crunchy Chocolate Biscuit Stick(39g*8),(2),South Korea,Lotte
Chikodo Half Baked Lava Chocolate Cake  180 g,https://www.sayweee.com/en/product/Chikodo-Half-Baked-Lava-Chocolate-Cake-/51454,$7.89,$0.04/g,,Chikodo Half Baked Lava Chocolate Cake,(1),Mainland China,
Justin's Organic Dark Chocolate Peanut Butter Cups 4.7 oz,https://www.sayweee.com/en/product/Justins-Organic-Dark-Chocolate-Peanut-Butter-Cups/80483,$6.79,$1.44/oz,,Justin's Organic Dark Chocolate Peanut Butter Cups,(3),United States,JUSTIN`S
Woodstock Farms Organic Dark Chocolate Almonds 12 oz,https://www.sayweee.com/en/product/Woodstock-Farms-Organic-Dark-Chocolate-Almonds/49010,$11.99,$0.99/oz,,Woodstock Farms Organic Dark Chocolate Almonds,(1),United States,
Bellie Chocolate Flavored Cream Sandwich 190 g,https://www.sayweee.com/en/product/Bellie-Chocolate-Flavored-Cream-Sandwich/86687,$2.59,,,Bellie Chocolate Flavored Cream Sandwich,,Malaysia,
Nestle Carlos V Chocolate Powder Drink Mix 14.1 oz,https://www.sayweee.com/en/product/Nestle-Carlos-V-Chocolate-Powder-Drink-Mix/83204,$3.69,$0.26/oz,,Nestle Carlos V Chocolate Powder Drink Mix,(1),Mexico,Nestle
Chocolove Almonds and Sea Salt in Dark Chocolate Bar 3.2 oz,https://www.sayweee.com/en/product/Chocolove-Almonds-and-Sea-Salt-in-Dark-Chocolate-Bar/90105,$2.99,$0.93/oz,,Chocolove Almonds and Sea Salt in Dark Chocolate Bar,(1),United States,CHOCOLOVE
Chocolove Rich Dark Chocolate Bar 3.2 oz,https://www.sayweee.com/en/product/Chocolove-Rich-Dark-Chocolate-Bar/90103,$2.99,$0.93/oz,,Chocolove Rich Dark Chocolate Bar,(5),United States,CHOCOLOVE
Hawaiian Host Aloha Macs Milk Chocolate 7 oz,https://www.sayweee.com/en/product/Hawaiian-Host-Aloha-Macs-Milk-Chocolate/44635,$11.29,$1.61/oz,,Hawaiian Host Aloha Macs Milk Chocolate,(2),United States,Hawaiian Host
Maiko Matcha Chocolate Ball 4.23 oz,https://www.sayweee.com/en/product/Maiko-Matcha-Chocolate-Ball/83875,$17.99,$4.25/oz,,Maiko Matcha Chocolate Ball,,Japan,
La Monarca Bakery Mexican Hot Chocolate 8 oz,https://www.sayweee.com/en/product/La-Monarca-Bakery-Mexican-Hot-Chocolate/41358,$8.00,$1.00/oz,,La Monarca Bakery Mexican Hot Chocolate,,United States,
Ghirardelli Milk Chocolate Chips 11.5 oz,https://www.sayweee.com/en/product/Ghirardelli-Milk-Chocolate-Chips/43019,$4.49,$0.39/oz,,Ghirardelli Milk Chocolate Chips,(1),United States,
"Petit Pot Organic French Pudding, Dark Chocolate Flavor  3.5 oz",https://www.sayweee.com/en/product/Petit-Pot-Organic-French-Pudding--Dark-Chocolate-Flavor-/1375,$2.99,$0.85/oz,,"Petit Pot Organic French Pudding, Dark Chocolate Flavor",,United States,
Chocolove Salted Caramel in Dark Chocolate Bar 3.2 oz,https://www.sayweee.com/en/product/Chocolove-Salted-Caramel-in-Dark-Chocolate-Bar/90097,$2.99,$0.93/oz,,Chocolove Salted Caramel in Dark Chocolate Bar,(1),United States,CHOCOLOVE
"Cogit Make Hips Bagel Cushion, Bitter Chocolate 1 each",https://www.sayweee.com/en/product/Cogit-Make-Hips-Bagel-Cushion--Bitter-Chocolate/80431,$20.00,$20.00/each,,"Cogit Make Hips Bagel Cushion, Bitter Chocolate",(5),Mainland China,COGIT
Alfonso's Hot Chocolate Tablea 200 g,https://www.sayweee.com/en/product/Alfonso-s-Hot-Chocolate-Tablea/84169,$5.89,,,Alfonso's Hot Chocolate Tablea,,Philippines,
Takaoka Fresh Raw Chocolate Caramel Flavor 165 g,https://www.sayweee.com/en/product/Takaoka-Fresh-Raw-Chocolate-Caramel-Flavor/85727,$9.99,$0.06/g,,Takaoka Fresh Raw Chocolate Caramel Flavor,,Japan,
Guancha Volcano Chocolates  100 g,https://www.sayweee.com/en/product/Guancha-Volcano-Chocolates-/53657,$36.99,$0.36/g,,Guancha Volcano Chocolates,(5),Mainland China,
Franzzi Vanilla Lemon Chocolate Cookies 126 g,https://www.sayweee.com/en/product/Franzzi-Vanilla-Lemon-Chocolate-Cookies/77762,$3.59,,,Franzzi Vanilla Lemon Chocolate Cookies,(4),Mainland China,FRANZZI
Lago Plaisir Lingotti Wafers with Passion Fruit Cream and Milk Chocolate 110 g,https://www.sayweee.com/en/product/Lago-Plaisir-Lingotti-Wafers-with-Passion-Fruit-Cream-and-Milk-Chocolate/79745,$3.49,$0.03/g,,Lago Plaisir Lingotti Wafers with Passion Fruit Cream and Milk Chocolate,(1),Italy,
Swiss Miss Hot Cocoa Mix Milk Chocolate  11.04 oz,https://www.sayweee.com/en/product/Swiss-Miss-Hot-Cocoa-Mix-Milk-Chocolate-/51257,$2.99,$0.27/oz,,Swiss Miss Hot Cocoa Mix Milk Chocolate,,United States,
Hawaiian Sun Chocolate Macadamia Pancake Mix 6 oz,https://www.sayweee.com/en/product/Hawaiian-Sun-Chocolate-Macadamia-Pancake-Mix/42914,$4.99,$0.83/oz,,Hawaiian Sun Chocolate Macadamia Pancake Mix,,United States,
Madhu Chocolate Saffron Milk 45% Cacao 2.6 oz,https://www.sayweee.com/en/product/Madhu-Chocolate-Saffron-Milk-45--Cacao/20026,$8.49,$3.26/oz,,Madhu Chocolate Saffron Milk 45% Cacao,(3),United States,
Organic Valley Organic 1% Low Fat Chocolate Milk 12 PK 1 box,https://www.sayweee.com/en/product/Organic-Valley-Organic-1--Low-Fat-Chocolate-Milk-12-PK/48282,$16.99,$16.99/box,,Organic Valley Organic 1% Low Fat Chocolate Milk 12 PK,,United States,
BRAVO BEAR  Vanilla Chocolate Baumkuchen 300 g,https://www.sayweee.com/en/product/BRAVO-BEAR--Vanilla-Chocolate-Baumkuchen/82362,$28.99,$0.09/g,,BRAVO BEAR  Vanilla Chocolate Baumkuchen,(1),Taiwan,
Silk Half Gallon Chocolate Soymilk 64 oz,https://www.sayweee.com/en/product/Silk-Half-Gallon-Chocolate-Soymilk/50592,$5.49,$0.08/oz,,Silk Half Gallon Chocolate Soymilk,,United States,
CROWN Choco Heim Chocolate Wafers with Hazelnut Family 4pk 1 box,https://www.sayweee.com/en/product/CROWN-Choco-Heim-Chocolate-Wafers-with-Hazelnut-Family-4pk/48292,$14.99,$14.99/box,,CROWN Choco Heim Chocolate Wafers with Hazelnut Family 4pk,(4),South Korea,
Lago Plaisir Rondo Coconut Cream and Dark Chocolate 98 g,https://www.sayweee.com/en/product/Lago-Plaisir-Rondo-Coconut-Cream-and-Dark-Chocolate/79743,$3.49,$0.03/g,,Lago Plaisir Rondo Coconut Cream and Dark Chocolate,(1),Italy,Lago
Madhu Chocolate Dark Masala Chai 60% Cacao 2.6 oz,https://www.sayweee.com/en/product/Madhu-Chocolate-Dark-Masala-Chai-60--Cacao/20025,$8.49,$3.26/oz,,Madhu Chocolate Dark Masala Chai 60% Cacao,(1),United States,
Royce 2020 Memories of Hokkaido Spring Season Chocolates 40ct 1 each,https://www.sayweee.com/en/product/Royce-2020-Memories-of-Hokkaido-Spring-Season-Chocolates-40ct/8838,$39.99,$39.99/each,,Royce 2020 Memories of Hokkaido Spring Season Chocolates 40ct,(8),Japan,
"DXC Mini Crisps, Chocolate Flavor 200 g",https://www.sayweee.com/en/product/DXC-Mini-Crisps-Chocolate-Flavor/80075,$5.19,,,"DXC Mini Crisps, Chocolate Flavor",(15),Mainland China,Daoxiangcun
Choco Milk Chocolate Drink Mix 28.2 oz,https://www.sayweee.com/en/product/Choco-Milk-Chocolate-Drink-Mix/81722,$9.79,$0.34/oz,,Choco Milk Chocolate Drink Mix,,United States,CHOCO MIL
Mary's Chocolate Advent Calendar 200 g,https://www.sayweee.com/en/product/Mary-s-Chocolate-Advent-Calendar/80407,$29.49,$0.14/g,,Mary's Chocolate Advent Calendar,(6),Japan,
