Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Mochi Salted Egg Flavor 180g,chaobaiwei,1.99,2,Mainland China,4,Yami,Mochi,300,1200,597
"CHEWY PUFF Mochi, Cheese and Red Bean 330g",fortune bakery,15.99,6,United States,4.8,Yami,Mochi,25,100,399.75
Taro Mochi Pastry 6pcs 300g,tachia master,25.99,95,Mainland China,4.7,Yami,Mochi,400,1600,10396
Taiwan Dessert Sesame Mochi ,royal family,2.29,21,Taiwan,4.6,Yami,Mochi,400,1600,916
Taiwan Dessert Red Bean Mochi ,royal family,2.29,19,Taiwan,4.2,Yami,Mochi,400,1600,916
Gluten Free Mochi Cakes Matcha ,royal family,2.49,19,Taiwan,4,Yami,Mochi,400,1600,996
"Egg Yolk Puff with Chewy Mochi and Lotus Seed Paste ,330g",fortune bakery,19.99,346,United States,4.8,Yami,Mochi,1000,4000,19990
DXC-Fruit Mochi Matcha Flavor ,dao xiang cun,4.39,183,Mainland China,4.6,Yami,Mochi,400,1600,1756
"CHEWY PUFF Mochi, Matcha and Red Bean 330g",fortune bakery,15.99,8,United States,4.9,Yami,Mochi,25,100,399.75
Taiwan Dessert Coco Pandan Mochi ,royal family,2.29,27,Taiwan,4.6,Yami,Mochi,400,1600,916
"CHEWY PUFF Mochi, and Red Bean 330g",fortune bakery,15.99,3,United States,4.3,Yami,Mochi,100,400,1599
Egg Yolk Puff with Chewy Mochi and Lotus Seed Paste 110g 2pcs,fortune bakery,6.99,167,United States,4.9,Yami,Mochi,400,1600,2796
Egg Yolk Puff with Chewy Mochi and Red Bean Paste 110g 2pc,fortune bakery,6.99,204,United States,4.6,Yami,Mochi,25,100,174.75
DXC-Fruit Mochi Mango Flavor ,dao xiang cun,4.39,181,Mainland China,4.5,Yami,Mochi,400,1600,1756
"CHEWY PUFF Mochi, Durian and Mango 330g",fortune bakery,15.99,4,United States,4.2,Yami,Mochi,100,400,1599
Taiwan Dessert Ube Mochi ,royal family,2.29,13,Taiwan,3.8,Yami,Mochi,200,800,458
Taiwan Dessert Green Tea Mochi ,royal family,2.29,21,Taiwan,4.3,Yami,Mochi,400,1600,916
Taiwan Dessert Taro Mochi ,royal family,2.29,23,Taiwan,4,Yami,Mochi,400,1600,916
Egg Yolk Puff with Chewy Mochi and Red Bean Paste 330g,fortune bakery,19.99,420,United States,4.6,Yami,Mochi,1000,4000,19990
DXC-Fruit Mochi Coconut Milk Flavor ,dao xiang cun,4.39,318,Mainland China,4.8,Yami,Mochi,1000,4000,4390
Mochi Dumplings Sakura Flavor 120g,be & cheery,9.9,0,Mainland China,0,Yami,Mochi,300,1200,2970
Mochi Dumpling Mango Flavor 120g,be & cheery,9.9,0,Mainland China,0,Yami,Mochi,300,1200,2970
Mochi Dumplings Matcha Flavor 120g,be & cheery,9.9,0,Mainland China,0,Yami,Mochi,300,1200,2970
Fruit Mochi Mango Flavor 132g,royal family,8.99,0,Taiwan,0,Yami,Mochi,25,100,224.75
Tropical Fruity Mochi 250g,royal family,6.5,0,Taiwan,0,Yami,Mochi,25,100,162.5
Fruit Mochi Blueberry Flavor 132g,royal family,8.99,0,Taiwan,0,Yami,Mochi,25,100,224.75
Fruit Mochi Strawberry Flavor 132g,royal family,8.99,0,Taiwan,0,Yami,Mochi,25,100,224.75
Mixed Mochi 250g,royal family,8.99,0,Taiwan,0,Yami,Mochi,25,100,224.75
Fruit Mochi Peach Flavor 132g,royal family,8.99,0,Taiwan,0,Yami,Mochi,25,100,224.75
New Year Japanese Tea Eto Sencha Tea Bag Tiger Limited Edition,fukujoen,39.99,0,Japan,0,Yami,Mochi,100,400,3999
Meijin Cheese Mochi 66g,funwari,5.29,35,Japan,4.6,Yami,Mochi,200,800,1058
?€?Hnamatsuri Limited Edition?€?Mochi Candy Gift Bag 70g,hananoya,10.49,0,Japan,0,Yami,Mochi,25,100,262.25
Mochi Ice Cream Strawberry 240g,shirakiku,6.49,0,Japan,0,Yami,Mochi,25,100,162.25
?€?Frozen?€?Mochi Soybean Flavor 70pc,hirahachi,16.99,1,Japan,5,Yami,Mochi,25,100,424.75
Pineapple Cake 190g,hsufuchi,4.49,531,Taiwan,4.8,Yami,Mochi,1000,4000,4490
Egg Flavor Soft Flour Cake 608g,jingyizhen,5.99,151,Mainland China,4.9,Yami,Mochi,400,1600,2396
Pineapple Cake Mango Flavor 190g,hsufuchi,4.59,206,Taiwan,4.7,Yami,Mochi,25,100,114.75
TK FOOD Taiwan Pineapple Cake 180g,tkfood,3.49,144,Taiwan,4.4,Yami,Mochi,400,1600,1396
Royal Family Bubble Milk Tea Cake 600g,royal family,16.99,0,Taiwan,0,Yami,Mochi,25,100,424.75
Moccjiri Choocodama 96g,shoei delicy,4.49,0,Japan,0,Yami,Mochi,400,1600,1796
Blooming Mung Bean Cake 22g*9,wholesome,21.99,0,Taiwan,0,Yami,Mochi,400,1600,8796
Mung Bean Cake Brown Sugar Bubble Flavor 22g*9,wholesome,21.99,0,Taiwan,0,Yami,Mochi,400,1600,8796
Salted Egg Yolk Cookie 165g,bestore,3.89,15,Mainland China,5,Yami,Mochi,400,1600,1556
Tachia Master Lava Custard Taro Pastry 270g,tachia master,21.99,2,Mainland China,5,Yami,Mochi,400,1600,8796
BiscuitI Milk And Chocolate Flavor 120g,rimo,3.49,3,Japan,5,Yami,Mochi,400,1600,1396
Baby Taro Pastry 390g,tachia master,26.99,10,Mainland China,4.3,Yami,Mochi,400,1600,10796
Sun Cake 300g,tachia master,18.99,0,Mainland China,0,Yami,Mochi,400,1600,7596
Bubble Milk Tea Taro Pastry 400g,tachia master,28.99,0,Mainland China,0,Yami,Mochi,400,1600,11596
Tachia Master Sun Cake 600g,tachia master,39.99,0,Mainland China,0,Yami,Mochi,400,1600,15996
Taro W Durian Cake 300g,maoshanwang,4.49,0,Mainland China,0,Yami,Mochi,400,1600,1796
Sesame Flour Cake 360g,hsintungyang,3.99,25,Taiwan,3.6,Yami,Mochi,200,800,798
Mango Cake 184g,royal family,2.99,27,Taiwan,3.8,Yami,Mochi,400,1600,1196
Strawberry Cake 184g,royal family,2.99,3,Taiwan,3.7,Yami,Mochi,25,100,74.75
Sachima Sesame Flour Soft Flour Cake 608g,jingyizhen,6.49,75,Mainland China,4.8,Yami,Mochi,25,100,162.25
JYZ Red Sugar Fried Flour Snacks 608g,jingyizhen,6.49,9,Mainland China,5,Yami,Mochi,400,1600,2596
NICE CHOIE Green Tea Cake 227g,nice choice,2.99,11,Taiwan,2.9,Yami,Mochi,200,800,598
Raisin  Flour Soft Flour Cake 608g,jingyizhen,6.99,38,Mainland China,4.9,Yami,Mochi,200,800,1398
Snowflake Crisp Mango  Flavor 180g,hsintungyang,5.99,0,Taiwan,4,Yami,Mochi,400,1600,2396
Snowflake Crisp Milk Tea Flavor 180g,hsintungyang,5.99,10,Taiwan,4.3,Yami,Mochi,400,1600,2396
Blended Flavor Egg Yolk Puff 330g,fortune bakery,19.99,145,United States,4.6,Yami,Mochi,400,1600,7996
Vegetarian Pineapple Cake 227g,nice choice,3.49,10,Taiwan,4.9,Yami,Mochi,200,800,698
Black Pineapple Cake 6pc,cherry grandfather,16.99,2,Taiwan,4.5,Yami,Mochi,100,400,1699
Brown Sugar Sweet Potato Crisp 140g,liancheng,6.49,1,Taiwan,5,Yami,Mochi,400,1600,2596
Egg Yolk Puff Rose & Purple Yam Paste 330g 6pc,fortune bakery,19.99,113,United States,4.8,Yami,Mochi,400,1600,7996
Blended Flavor Egg Yolk Puff 2pc 110g,fortune bakery,6.99,62,United States,4.6,Yami,Mochi,400,1600,2796
Papaya Cakes 227g,nice choice,2.09,13,Taiwan,4.2,Yami,Mochi,200,800,418
Lava Custard Taro Pastry 300g,tachia master,22.99,7,Mainland China,5,Yami,Mochi,400,1600,9196
Snowflake Crisp Cranberry Flavor 180g,hsintungyang,5.99,7,Taiwan,4.6,Yami,Mochi,400,1600,2396
DXC Soft Flour Cake Brown Suger 454g,dao xiang cun,7.49,56,Mainland China,4.6,Yami,Mochi,400,1600,2996
CHIO HEONG YUEN Pineapple Short Cakes 180g,choi heong yuen bakery,6.99,41,Macao,3.3,Yami,Mochi,400,1600,2796
Seaweed Flour Cake 360g,hsintungyang,3.99,15,Taiwan,3.9,Yami,Mochi,400,1600,1596
Toppo Vanilla 40g,lotte japan,1.69,0,Japan,0,Yami,Mochi,400,1600,676
Yokan Dessert 8pcs,ribbon,7.89,2,Japan,3,Yami,Mochi,25,100,197.25
Sweet Potato Crisp 140g,liancheng,6.49,4,Taiwan,4.8,Yami,Mochi,400,1600,2596
Egg Yolk Puff Rose & Purple Yam Paste 109g 2pc,fortune bakery,6.99,60,United States,4.7,Yami,Mochi,400,1600,2796
YUNYANGGANG 10PK 500g,haitai,5.69,21,Korea,4.6,Yami,Mochi,200,800,1138
Chestnut and Red Bean Pastry 500g,crown,6.99,6,Korea,4.7,Yami,Mochi,25,100,174.75
Frozen Breaded Lotus Roots Chips  JNK 300g,taste of mainland china,6.99,0,Mainland China,0,Yami,Mochi,400,1600,2796
Handmade Suger Glutoous Rice Cake 300g,taste of mainland china,5.49,0,Mainland China,0,Yami,Mochi,400,1600,2196
Handmade Sticky Rice Cake Matcha Taste150g,bestore,6.99,3,Mainland China,5,Yami,Mochi,300,1200,2097
[Mainland China Direct Mail] Wangzai QQ Meat Pad Candy Cat's Claw Candy Strawberry Yogurt Flavor Marshmallow Packet 45g,want want,8.9,0,Taiwan,0,Yami,Mochi,400,1600,3560
Nougat And Grilled Puff Cranberry Flavor 120g,bestore,7.99,0,Mainland China,0,Yami,Mochi,300,1200,2397
Cheese Filled Puffs 60g,bestore,6.99,1,Mainland China,1,Yami,Mochi,300,1200,2097
Mochi Boba Milk Tea Flavor 240g,yuki&love,4.59,9,Taiwan,4.2,Yami,Mochi,400,1600,1836
HAMOCHI Japanese Style Yam Mochi ,bamboo house,1.99,103,Taiwan,4.3,Yami,Mochi,200,800,398
Red Bean Japanese Mochi 120g,royal family,1.99,110,Taiwan,4.7,Yami,Mochi,400,1600,796
Fruit Mochi -Hami Melon ,royal family,2.49,20,Taiwan,4,Yami,Mochi,400,1600,996
Mochi with Sesame Filling 180g,formosa yay,1.99,31,Taiwan,4.8,Yami,Mochi,200,800,398
HAMOCHI Japanese Style Matcha Mochi ,bamboo house,1.99,155,Taiwan,3.9,Yami,Mochi,200,800,398
Mochi with Matcha Filling 180g,formosa yay,1.99,12,Taiwan,4.5,Yami,Mochi,25,100,49.75
YUKI/LOVE Japan Mochi Brown Sugar ,yuki&love,2.29,43,Taiwan,3.7,Yami,Mochi,400,1600,916
Daifuku Mochi - Lychee ,royal family,2.49,17,Taiwan,3.6,Yami,Mochi,400,1600,996
HAMOCHI Japanese Style Red Bean Mochi ,bamboo house,1.99,106,Taiwan,4.3,Yami,Mochi,200,800,398
Mochi Boba Milk Tea Flavor 180g,yuki&love,3.49,16,Taiwan,4.4,Yami,Mochi,400,1600,1396
Chocolate in Rice Cake Mochi 8pcs,bourbon,3.59,38,Japan,4.6,Yami,Mochi,200,800,718
X'mas Chocolate Mochi Daifuku 170g,yaokin,5.99,2,Japan,5,Yami,Mochi,400,1600,2396
Bubble Milk Tea Mochi 180g,formosa yay,1.99,25,Taiwan,4.4,Yami,Mochi,200,800,398
matcha mochi 120g,royal family,2.29,7,Taiwan,4.7,Yami,Mochi,25,100,57.25
Taiwan Dessert Bubble Tea Mochi 7.4oz,royal family,2.29,30,Taiwan,4.5,Yami,Mochi,400,1600,916
Fruit Mochi - Mango ,royal family,2.79,19,Taiwan,4.1,Yami,Mochi,400,1600,1116
Baked Soft Cake - -Peach 200g,kubota,4.29,19,Japan,4.1,Yami,Mochi,200,800,858
Baked Soft Cake - Chestnut 198g,kubota,4.29,20,Japan,3.9,Yami,Mochi,200,800,858
Baked Soft Cake - Green Tea 200g,kubota,4.29,7,Japan,5,Yami,Mochi,400,1600,1716
Baked Soft Cake 200g,kubota,4.29,9,Japan,3.6,Yami,Mochi,400,1600,1716
Baked Soft Cake  - Melon  198g,kubota,4.29,11,Japan,4.6,Yami,Mochi,200,800,858
Baked Soft Cake   - Strawberry 198g,kubota,4.29,8,Japan,4.1,Yami,Mochi,400,1600,1716
Baked Soft Cake - Orange 198g,kubota,4.29,8,Japan,2.6,Yami,Mochi,400,1600,1716
Baked Soft Cake Lemon 200g,kubota,4.29,12,Japan,4.2,Yami,Mochi,200,800,858
Assorted Mochi Tropical Passion Fruit Mango Lychee 120g,royal family,2.29,23,Taiwan,4.3,Yami,Mochi,400,1600,916
Mochi Blueberry Flavor 80g,apojiade,1.39,2,Mainland China,5,Yami,Mochi,300,1200,417
Mochi Ball Taro Milk Flavor 120g,royal family,1.99,46,Taiwan,4.5,Yami,Mochi,400,1600,796
YUKI/LOVE Japan Mochi Lychee 300g,yuki&love,3.59,5,Taiwan,3,Yami,Mochi,400,1600,1436
Tai Mochi Red Bean Mochi With Coconut Shred ,royal family,2.29,30,Taiwan,4.3,Yami,Mochi,400,1600,916
Mochi Grape Flavor 180g,chaobaiwei,2.69,0,Mainland China,0,Yami,Mochi,300,1200,807
Tai Mochi Red Bean Mochi With Sesame ,royal family,2.29,8,Taiwan,4.6,Yami,Mochi,25,100,57.25
BAMBOO HOUSE Aiwan MixedI Flavor Mochi 300g,xiaoshandenglu,4.29,9,Taiwan,3.9,Yami,Mochi,400,1600,1716
Taiwan Dessert Mixed Mochi 450g,royal family,4.49,36,Taiwan,4.8,Yami,Mochi,400,1600,1796
Gluten Free Mochi Cakes Red Bean ,royal family,2.49,18,Taiwan,4.7,Yami,Mochi,400,1600,996
Mochi-Outside Red Bean Cake(Ankoro) 122g,kubota,3.59,4,Japan,2,Yami,Mochi,400,1600,1436
Small Mochi Taro 300g,beautiful girl,3.59,6,Taiwan,3.3,Yami,Mochi,200,800,718
YUKI/LOVE Mochi Roll Taro Creamy 300g,yuki&love,4.29,5,Taiwan,4,Yami,Mochi,400,1600,1716
YUKI/LOVE Mochi Roll Green Tea Creamy 300g,yuki&love,4.29,3,Taiwan,3.7,Yami,Mochi,400,1600,1716
Kinako Mochi  7pc 49g,tirol,1.99,1,Japan,5,Yami,Mochi,400,1600,796
Matcha Mochi Chocolate 8pc,fujiya,3.89,34,Japan,4.5,Yami,Mochi,200,800,778
Tai Mochi Taro Mochi With Coconut Shred ,royal family,2.29,23,Taiwan,4.7,Yami,Mochi,400,1600,916
Caramel Mochi  7pc 79g,tirol,1.99,7,Japan,5,Yami,Mochi,400,1600,796
Mochi-Outside Red Bean Cake 136g,kubota,3.99,23,Japan,4,Yami,Mochi,200,800,798
Sakura Mochi 165g,songwai,3.49,2,Japan,4.5,Yami,Mochi,25,100,87.25
Fruit Mochi Orange Melon Strawberry 119g,royal family,2.29,6,Taiwan,4.7,Yami,Mochi,25,100,57.25
Traditional Style Peanut Mochi 140g,xiaoshandenglu,1.99,11,Taiwan,4.7,Yami,Mochi,400,1600,796
Green Tea Red Bean Milk Mochi 150g,xiaoshandenglu,2.99,1,Taiwan,5,Yami,Mochi,400,1600,1196
Mochi Strawberry Flavor 180g,chaobaiwei,2.69,0,Mainland China,0,Yami,Mochi,300,1200,807
Japanese Red Bean Mochi 180g,royal family,2.29,12,Taiwan,3.5,Yami,Mochi,200,800,458
Strawberry Mochi Chocolate 8pc,fujiya,3.99,6,Japan,5,Yami,Mochi,25,100,99.75
Tai Mochi Mixed Mochi 450g,royal family,4.59,5,Taiwan,4.4,Yami,Mochi,25,100,114.75
TK FOOD Red Bean Mochi 120g,tkfood,2.49,16,Taiwan,4.2,Yami,Mochi,400,1600,996
Sesame with Milk Mochi 150g,bamboo house,2.99,6,Taiwan,4,Yami,Mochi,300,1200,897
Bubble Milk Tea Mochi 120g,royal family,2.29,93,Taiwan,4.6,Yami,Mochi,400,1600,916
YUKI/LOVE Mochi Roll Peanut Creamy 300g,yuki&love,4.29,12,Taiwan,3.8,Yami,Mochi,400,1600,1716
YUKI/LOVE Japanese Mochi Mixed Flavor 300g,yuki&love,3.99,6,Taiwan,3.5,Yami,Mochi,400,1600,1596
Mochi with Mango Flavor,apojiade,3.59,4,Mainland China,5,Yami,Mochi,300,1200,1077
"CHEWY PUFF Mochi, Purple Yam and Rose 330g",fortune bakery,15.99,10,United States,4.9,Yami,Mochi,25,100,399.75
Japanese Red Bean Mochi ,royal family,2.29,24,Taiwan,4.2,Yami,Mochi,400,1600,916
Taro Japanese Mochi ,royal family,2.29,16,Taiwan,4.4,Yami,Mochi,400,1600,916
Mini Mixed Mochi Assortment 300g,royal family,3.99,24,Taiwan,4.5,Yami,Mochi,400,1600,1596
Tai Mochi Sesame Mochi With Coconut Shred ,royal family,2.49,23,Taiwan,4.4,Yami,Mochi,400,1600,996
Durian Mochi Cake,royal family,2.99,13,Unclear,3.5,Yami,Mochi,200,800,598
TK FOOD Milk Mochi 150g,tkfood,2.49,17,Taiwan,4.3,Yami,Mochi,400,1600,996
BAMBOO HOUSE  Traditional Style Sesame Mochi 140g,xiaoshandenglu,1.99,22,Taiwan,4.5,Yami,Mochi,400,1600,796
Gluten Free Mochi Cakes Taro ,royal family,2.49,18,Taiwan,4.1,Yami,Mochi,400,1600,996
Mochi - Sesame & Wheat Cake (Kuro Goma Kinako) 139g,kubota,3.59,8,Japan,4.1,Yami,Mochi,400,1600,1436
Small Mochi Red Bean 300g,beautiful girl,3.59,6,Taiwan,3,Yami,Mochi,200,800,718
Small Mochi Green Tea 300g,beautiful girl,3.59,4,Taiwan,4,Yami,Mochi,200,800,718
Small Mochi Fruit 300g,beautiful girl,3.59,1,Taiwan,5,Yami,Mochi,300,1200,1077
YUKI/LOVE Mochi Roll Red Bean Creamy 300g,yuki&love,4.29,5,Taiwan,4.2,Yami,Mochi,400,1600,1716
TK FOOF Matcha Mochi 120g,tkfood,2.49,12,Taiwan,4,Yami,Mochi,400,1600,996
BAMBOO HOUSE Traditional Style Taro Mochi 140g,xiaoshandenglu,1.99,10,Taiwan,3.9,Yami,Mochi,400,1600,796
BAMBOO HOUSE Traditional Style Red Bean Mochi 140g,xiaoshandenglu,1.99,16,Taiwan,4.6,Yami,Mochi,400,1600,796
Q-3-Mochi-Matcha Red Beanmilk Mochi Roll 150g,xiaoshandenglu,2.99,14,Taiwan,4.2,Yami,Mochi,400,1600,1196
YUKI/LOVE Japan Mochi Assorted 450g,yuki&love,4.29,0,Taiwan,0,Yami,Mochi,400,1600,1716
Sweet Bean Cake (Mochi Iri)  198g,tenkei,4.99,5,Japan,4.2,Yami,Mochi,400,1600,1996
Mochi with Shredded Coco-nut Meat,apojiade,3.59,7,Mainland China,4.7,Yami,Mochi,300,1200,1077
Golden Soup Chili Mochi Noodles with 5 Fresh Vegetables 287g,xiachufang,3.99,56,Mainland China,4.4,Yami,Mochi,400,1600,1596
Seika Fluffy Mochi Black Sugar Kinako 4packs 56g,echigo seika,4.89,1,Japan,5,Yami,Mochi,25,100,122.25
Choco Matcha Mochi 7pcs 42g,tirol,2.49,105,Japan,4.2,Yami,Mochi,400,1600,996
Red Bean Mochi Cake 300g,royal family,6.39,91,Taiwan,4.3,Yami,Mochi,400,1600,2556
Green Tea Mochi Cake 300g,royal family,6.19,52,Taiwan,4.3,Yami,Mochi,400,1600,2476
Pure Mochi Yogurt 40g,sugimotoya,2.59,5,Japan,4.6,Yami,Mochi,400,1600,1036
Green Bean Mochi Cake 300g,royal family,6.29,165,Taiwan,4.5,Yami,Mochi,400,1600,2516
Bakerking Snow Mochi Skin Powder/Snow Mochi Skin Powder (Steam Free) 1000g,kaluo,18.99,0,Mainland China,0,Yami,Mochi,400,1600,7596
Bakerking Mochi Waffle Mix 1000g,kaluo,19.99,0,Mainland China,0,Yami,Mochi,400,1600,7996
Mochi Bread Premix 500g,baisha,4.59,23,Mainland China,4.8,Yami,Mochi,200,800,918
Rose With Mochi Flower Cake 320g,huamuzi,8.99,66,Mainland China,4.8,Yami,Mochi,400,1600,3596
Bakerking mochi powder mix 1000g,kaluo,25.99,0,Mainland China,0,Yami,Mochi,25,100,649.75
Pineapple Cake 190g,hsufuchi,4.49,531,Taiwan,4.8,Yami,Mochi,1000,4000,4490
Mixed Cake Gift Box 735g,dao xiang cun,19.99,12,Mainland China,4.8,Yami,Mochi,200,800,3998
Green Bean Mochi Cake 300g,royal family,6.29,165,Taiwan,4.5,Yami,Mochi,400,1600,2516
Bakerking Snow Mochi Skin Powder/Snow Mochi Skin Powder (Steam Free) 1000g,kaluo,18.99,0,Mainland China,0,Yami,Mochi,400,1600,7596
Bakerking Mochi Waffle Mix 1000g,kaluo,19.99,0,Mainland China,0,Yami,Mochi,400,1600,7996
Mochi Bread Premix 500g,baisha,4.59,23,Mainland China,4.8,Yami,Mochi,200,800,918
Rose With Mochi Flower Cake 320g,huamuzi,8.99,66,Mainland China,4.8,Yami,Mochi,400,1600,3596
Bakerking mochi powder mix 1000g,kaluo,25.99,0,Mainland China,0,Yami,Mochi,25,100,649.75
Pineapple Cake 190g,hsufuchi,4.49,531,Taiwan,4.8,Yami,Mochi,1000,4000,4490
Mixed Cake Gift Box 735g,dao xiang cun,19.99,12,Mainland China,4.8,Yami,Mochi,200,800,3998
Traditional Pastrty Gift Box 1140g,dao xiang cun,30.99,11,Mainland China,4.7,Yami,Mochi,100,400,3099
Pineapple Fortune Cake 3pcs,sunnyhills,22.99,0,Taiwan,4.8,Yami,Mochi,25,100,574.75
Lava Cake Egg Yolk Flavor 220g,aji,6.49,27,Mainland China,4.9,Yami,Mochi,200,800,1298
Taiwan Specialties Pineapple Cakes 480g,isabelle,11.99,158,Taiwan,4.7,Yami,Mochi,25,100,299.75
Duen Tai Crystal Taro Cake 3/pk,dunetai,13.99,7,Taiwan,4.9,Yami,Mochi,200,800,2798
Brown Sugar Sachima Soft Flour Cake 505g,jingyizhen,4.99,265,Mainland China,4.8,Yami,Mochi,400,1600,1996
Chibi Maruko Spring Festival Pastry Gift Box 36pcs 536g,matchall,149.99,29,Mainland China,4.7,Yami,Mochi,400,1600,59996
Happiness Cake Gift Box 880g Style B,dao xiang cun,26.99,5,Mainland China,5,Yami,Mochi,100,400,2699
LAVA Cake Cheese Flavor 220g,aji,6.49,31,Mainland China,4.6,Yami,Mochi,200,800,1298
Family Size Pastry Box 1380g,dao xiang cun,95.99,1,Mainland China,5,Yami,Mochi,300,1200,28797
Pineapple Cake 227g,nice choice,1.99,1,Taiwan,5,Yami,Mochi,400,1600,796
Tachia Master Taro Pastry 585g,tachia master,48.99,3,Mainland China,5,Yami,Mochi,400,1600,19596
Happy Family Gift 731g,dao xiang cun,18.99,1,Mainland China,5,Yami,Mochi,100,400,1899
Pineapple Cake 45g*12,chia te,39.99,4,Taiwan,5,Yami,Mochi,100,400,3999
DXC Nuts Cake 880g,dao xiang cun,18.99,4,Mainland China,5,Yami,Mochi,100,400,1899
Taiwan Pineapple Cake 227g,nice choice,2.99,187,Taiwan,4.2,Yami,Mochi,400,1600,1196
Date Medlar Flour Cake 12 pack in 270g,bestore,3.59,25,Mainland China,4.3,Yami,Mochi,200,800,718
?€?Frozen?€?Sweet-Scented Osmanthus Rice Cake,qwyc,3.49,0,Mainland China,0,Yami,Mochi,400,1600,1396
Chia Te Pineapple Pastry 50g*6pcs,chia te,22.99,2,Taiwan,5,Yami,Mochi,100,400,2299
Wang Lai Cake New Year Gift Box 414g,sunnyhills,64.99,1,Taiwan,5,Yami,Mochi,400,1600,25996
Lunar New Year Gift Box,zhiweiguan,69.9,1,Mainland China,5,Yami,Mochi,400,1600,27960
Pineapple Paste Cake 300g,lam sheng kee,14.99,1,Taiwan,4,Yami,Mochi,25,100,374.75
Pineapple Cake 184g,royal family,2.79,22,Taiwan,4.4,Yami,Mochi,400,1600,1116
Black Sesame Cake 170g,nice choice,4.19,31,Taiwan,4.7,Yami,Mochi,200,800,838
Lunar New Year Gift Box,zhiweiguan,69.9,0,Mainland China,0,Yami,Mochi,400,1600,27960
Lunar New Year Gift Box,zhiweiguan,69.9,0,Mainland China,0,Yami,Mochi,400,1600,27960
Sugar Free Pineapple Cake 276g,royal family,6.99,122,Taiwan,4.6,Yami,Mochi,400,1600,2796
Pineapple Pastry 7pcs,jj bakery,14.99,31,United States,4.5,Yami,Mochi,200,800,2998
Pea Cake 200g,gonyufang,5.99,5,Mainland China,5,Yami,Mochi,400,1600,2396
Dragon's Beard Candy Osmanthus Flavor 50g,bao shi long,1.29,10,Mainland China,4.5,Yami,Mochi,200,800,258
Egg Flavor Soft Flour Cake 227g,nice choice,1.99,25,Taiwan,3.5,Yami,Mochi,200,800,398
Beijing Wheat Flour Cake 200g,gonyufang,5.99,5,Mainland China,4,Yami,Mochi,400,1600,2396
Snowflakes Pastry Cranberry Flavor 180g,yo man,3.99,2,Mainland China,5,Yami,Mochi,400,1600,1596
Dragon's Beard Candy Vanilla Flavor 50g,bao shi long,1.29,8,Mainland China,3.6,Yami,Mochi,200,800,258
TAIWAN MIC'S Pineapple Cakes 6pc,mincher,1.99,11,Taiwan,3.5,Yami,Mochi,200,800,398
Japanese Milk Dessert Banana Flavour 330ml,duliyouhuo,3.69,6,Mainland China,4.8,Yami,Mochi,25,100,92.25
Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,miguduo,3.99,6,Mainland China,2.8,Yami,Mochi,400,1600,1596
Egg Yolk Lotus Seed Paste 100g,zhiweiguan,7.69,31,Mainland China,4.7,Yami,Mochi,400,1600,3076
Egg Yolk Pastry Red Bean Paste 100g,zhiweiguan,7.69,23,Mainland China,4.5,Yami,Mochi,400,1600,3076
Pineapple Cake 16 Pieces 500g,sunnyhills,59.99,2,Taiwan,5,Yami,Mochi,400,1600,23996
