Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
BiscuitI Milk And Chocolate Flavor 120g,rimo,3.49,3,Japan,5,Yami,Chocolate,400,1600,1396
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 50g,morinaga,1.29,1,Japan,5,Yami,Chocolate,400,1600,516
Chocolate Cream Filling Puff 65g,imei,1.59,111,Taiwan,4.6,Yami,Chocolate,400,1600,636
Cocktail bonbon 96g,hamada,14.99,0,Japan,,Yami,Chocolate,400,1600,5996
Tublo Matcha Azuki  80g,shoei delicy,3.89,1,Japan,5,Yami,Chocolate,400,1600,1556
Strawberry Shake Candy 4.2oz,milkita,2.29,1,Indonesia,5,Yami,Chocolate,400,1600,916
Super Lemon Candy 84g,nobel,3.49,0,Japan,,Yami,Chocolate,400,1600,1396
Marshmallow Pineapple Flavor 90g,eiwa,2.49,1,Japan,5,Yami,Chocolate,25,100,62.25
Filled Crisp White chocolate Flavor 116g,jinyu,2.19,1,Mainland China,5,Yami,Chocolate,400,1600,876
Choco Ball 68g,meiji,3.99,0,Japan,,Yami,Chocolate,400,1600,1596
Lipton Tea Candy 61g,kasugai,3.19,2,Japan,5,Yami,Chocolate,400,1600,1276
Caramel Hard Candy 50g,alpenliebe,4.39,6,Mainland China,5,Yami,Chocolate,300,1200,1317
KITKAT Orange Chocolate wafer 9pc,nestle,6,0,Japan,,Yami,Chocolate,400,1600,2400
Puff Chocolate Flavor 46g,haitai,1.39,4,Korea,4.5,Yami,Chocolate,400,1600,556
Toshitsu 90% Off Nodoame 58g,morinaga,3.49,0,Japan,,Yami,Chocolate,400,1600,1396
ROYCE HOKKAIDO Matcha Flavor Fresh Chocolate 20pc,royce,19.68,1,Japan,5,Yami,Chocolate,400,1600,7872
Coconut Milk With Paw Shape Marshmellow 92g,lrgw,4.39,5,Mainland China,5,Yami,Chocolate,400,1600,1756
Probiotics Soft Candy 50g,seika foods,1.99,2,Japan,5,Yami,Chocolate,400,1600,796
HI-CHEW Soft Chewy Fruit Candy Lemon Flavor 12tablet,morinaga,1.4,0,Japan,,Yami,Chocolate,400,1600,560
Dars Silky Milk Chocolate42g,morinaga,1.99,54,Japan,4.6,Yami,Chocolate,400,1600,796
Milk Cchocolate 120g,meiji,5.29,0,Japan,,Yami,Chocolate,400,1600,2116
AMOS 4D Gummy Blocks 100g,amos,1.49,6,Korea,4.3,Yami,Chocolate,300,1200,447
Extra Concentrated Salted Milk Candy 80g,uha,4.59,3,Japan,5,Yami,Chocolate,400,1600,1836
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 12tablet,morinaga,1.4,0,Japan,,Yami,Chocolate,400,1600,560
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 12tablet,morinaga,1.4,0,Japan,,Yami,Chocolate,400,1600,560
MARSHMALLOW HELLO KITTY MATCHA 80g,eiwa,3.29,1,Japan,5,Yami,Chocolate,25,100,82.25
Chocolate Mascarpone Cookies 10pc,tokyo milk cheese factory,19.99,10,Japan,4.8,Yami,Chocolate,400,1600,7996
Pear Extract lollipop 100g,mushroomstorm,8.45,3,Mainland China,5,Yami,Chocolate,400,1600,3380
KOALA MINI COOKIE Chocolate Filling 50g,lotte japan,2.09,0,Japan,,Yami,Chocolate,400,1600,836
Panda Chocolate Filling Cookie 57g,meiji,1.19,70,Japan,4.8,Yami,Chocolate,400,1600,476
Alfort Mini Chocolate 12pc 55g,bourbon,2.09,0,Japan,,Yami,Chocolate,25,100,52.25
Gummy Candy Orange Flavor 20g,want want,0.49,0,Taiwan,,Yami,Chocolate,400,1600,196
Soft Candy 2 Soda Flavor 100g,uha,2.89,39,Japan,4.8,Yami,Chocolate,400,1600,1156
Dalgona 20g*3,haitai,3.29,3,Korea,5,Yami,Chocolate,400,1600,1316
Icon Chocolate Sandwich Cookie 42g,fujiya,2.19,1,Japan,5,Yami,Chocolate,400,1600,876
Black Sesame Candy 312g,lejiajia,4.69,27,Mainland China,4.4,Yami,Chocolate,400,1600,1876
Premium Milk Candy Tea Flavor 66g,kanro,3.59,12,Japan,4.7,Yami,Chocolate,400,1600,1436
Strawberry Flavor Chocolate Layer Cake,gaolegao,11.99,12,Mainland China,4.3,Yami,Chocolate,400,1600,4796
Coconut Candy 200g,nanguo,3.29,0,Mainland China,,Yami,Chocolate,400,1600,1316
Black Thunder Chcolate Strawberry Flavor 161g,yuraku,4.89,4,Japan,4.8,Yami,Chocolate,400,1600,1956
Teitoshitsu Milk Chocolate 60g,shoei delicy,2.29,2,Japan,5,Yami,Chocolate,400,1600,916
MOEGINO Chocolate Sandwich Cookie 10pcs 122g,tivoli tivon,8.99,1,Japan,5,Yami,Chocolate,400,1600,3596
Milky Creamy Lollipop Assorted Fruit Flavor 115g,milkita,2.69,10,Indonesia,4.8,Yami,Chocolate,400,1600,1076
JAPAN HOKKAIDO Chocolate SAKURA 20pc,royce,18.99,2,Japan,5,Yami,Chocolate,400,1600,7596
Cheese Chocolat 47g,bourbon,2.39,2,Japan,4,Yami,Chocolate,25,100,59.75
KUKKIA Whipped Chocolate Sandwiched with Cookie 4 Flavor 32pcs,akaibohshi,19.99,21,Japan,4.8,Yami,Chocolate,200,800,3998
Pejoy Chocolate Cream Filled Biscuit Sticks 56g,glico,2.09,32,Japan,4.9,Yami,Chocolate,400,1600,836
Mint Candy Strawberry Flavor  FRODO 15g,kakao friends,3.29,11,Korea,4.9,Yami,Chocolate,400,1600,1316
Alfort Chocolate Cookies 199g,bourbon,4.99,9,Japan,4.8,Yami,Chocolate,400,1600,1996
Pure Gummy Candy Plum 56g,kanro,2.99,0,Japan,,Yami,Chocolate,400,1600,1196
Alphabet Chocolate 39.6g,meito,2.19,2,Japan,4,Yami,Chocolate,400,1600,876
Chocolate Shake Candy 4.2oz,milkita,2.29,0,Indonesia,,Yami,Chocolate,400,1600,916
LIESE PRETTIA Bubble Hair Dye Dark Chocolate 1set @Cosme Award No.1,kao,11.99,0,Japan,4.8,Yami,Chocolate,400,1600,4796
HOKKAIDO OKINAWA Chocolate Brown sugar 20pc,royce,18.99,0,Japan,,Yami,Chocolate,400,1600,7596
Blackcurrant Filling and Dark Chocolate,gastone lago,4.79,3,New Zealand,4.7,Yami,Chocolate,400,1600,1916
4D Mini Fruit Strawberry 72g,kanro,3.29,0,Japan,,Yami,Chocolate,400,1600,1316
Uji Matcha Chocolate Bar 3pc,meito,2.19,5,Japan,3.6,Yami,Chocolate,400,1600,876
Snack Candy Lollipop Present Gift 1pc,glico,0.83,0,Japan,,Yami,Chocolate,400,1600,332
Coconut Milk With Corgi Shape Marshmellow 92g,lrgw,4.39,2,Mainland China,5,Yami,Chocolate,400,1600,1756
Shiroi Koibito Chocolate Cookie White Chocolate 27Piece,ishiya seika,36.84,0,Japan,,Yami,Chocolate,400,1600,14736
Cereal Chocolate Flavor  300g,nissin,8.99,0,Japan,,Yami,Chocolate,400,1600,3596
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 50g,morinaga,1.29,6,Japan,5,Yami,Chocolate,400,1600,516
Matcha Chocolat Au Lait 13.5g,haitai,4.49,2,Korea,5,Yami,Chocolate,400,1600,1796
Japanese KitKat Blue Ocean Chocolate Wafer 12pcs 124g,nestle,7.29,0,Japan,,Yami,Chocolate,400,1600,2916
Ejiao Gummy Candy  60Pcs,deej,12.99,4,Mainland China,4.8,Yami,Chocolate,25,100,324.75
Ishiya Winter Chocolate Gianduja Mille-Feuille 6Pcs,ishiya seika,21.99,0,Japan,,Yami,Chocolate,400,1600,8796
Xylicrystal Ichigo Milk 63g,kasugai,2.99,0,Japan,,Yami,Chocolate,400,1600,1196
SENJAKU KURO AME CANDY 106g,senjaku,1.15,0,Japan,,Yami,Chocolate,400,1600,460
CANDY IMPACT MINTS 0.53OZ,kakao friends,3.29,2,Korea,4,Yami,Chocolate,400,1600,1316
2 in 1 Mixed Fruit Candy 11.65oz,morinaga,6.49,4,Japan,5,Yami,Chocolate,400,1600,2596
X'mas Party Hard Candy 13g,wonderland,1.29,0,Japan,,Yami,Chocolate,400,1600,516
CANDY IMPACT MINTS 15g,kakao friends,3.29,3,Korea,4.7,Yami,Chocolate,400,1600,1316
Elise Biscuit Milk & Chocolate 110g,bourbon,2.99,15,Japan,4.5,Yami,Chocolate,400,1600,1196
Japanese Chocolate Egg Roll Limited Edition 7pc,yoku moku,19.99,2,Japan,5,Yami,Chocolate,400,1600,7996
Disney Chocolate 1bag,disney,0.85,1,United States,5,Yami,Chocolate,200,800,170
Mango Soft Candy 50g,uha,1.99,9,Japan,4.3,Yami,Chocolate,400,1600,796
WENHEYOU CINNAMON OIL CANDY,wenheyou,5.69,0,Mainland China,,Yami,Chocolate,400,1600,2276
Queen Milk Candy 70g,kasugai,3.49,2,Japan,5,Yami,Chocolate,400,1600,1396
Strawberry Blueberry Mixed Flavor Elastic Gummy 56g,kanro,2.35,0,Japan,,Yami,Chocolate,400,1600,940
Millefas Chocolate Flavor 119g,bourbon,4.99,1,Japan,5,Yami,Chocolate,25,100,124.75
Wafer White Chocolate 57g,bourbon,3.29,0,Japan,,Yami,Chocolate,25,100,82.25
Japanese Kit Kat Chocolate Wafer Original 14pc,nestle,6.99,0,Japan,,Yami,Chocolate,400,1600,2796
Biscuit Strawberry And Chocolate Flavor 120g,rimo,3.49,2,Japan,5,Yami,Chocolate,400,1600,1396
Cute Sanwish Gummy 150g,mushroomstorm,7.21,4,Mainland China,4.8,Yami,Chocolate,400,1600,2884
Pure Gummy Candy Strawberry 56g,kanro,2.99,0,Japan,,Yami,Chocolate,400,1600,1196
Kakao Friend Mint JAY-G 15g,kakao friends,3.49,2,Korea,5,Yami,Chocolate,400,1600,1396
HONG YUAN Candy  Lychee Flavor 350g,hongyuan,3.49,0,Mainland China,5,Yami,Chocolate,400,1600,1396
ROYCE HOKKAIDO Tiramisu Flavor Fresh Chocolate 20pc,royce,19.68,0,Japan,,Yami,Chocolate,400,1600,7872
ROYCE HOKKAIDO Sakura Flavor Fresh Chocolate 20pc,royce,19.68,0,Japan,,Yami,Chocolate,400,1600,7872
Corn Cracker Light Salted Flavor Christmas Limited Edition 75g,house,2.99,0,Japan,,Yami,Chocolate,400,1600,1196
Uji Matcha Crunchy Chocolate 135g,meito,5.99,4,Japan,5,Yami,Chocolate,400,1600,2396
MUSHROOMSTORM Howthorn lollipop 90g,mushroomstorm,6.64,7,Mainland China,4.7,Yami,Chocolate,400,1600,2656
4D Blocks 72g,kanro,3.29,1,Japan,5,Yami,Chocolate,400,1600,1316
Sspiart Namacream 60g,bourbon,2.39,0,Japan,,Yami,Chocolate,25,100,59.75
Coconut Chocolate Sand 135g,akaibohshi,7.99,2,Japan,5,Yami,Chocolate,300,1200,2397
Kanu Mint Chocolate Latte 8pc*17.3g,maxim top,7.99,0,Korea,,Yami,Chocolate,400,1600,3196
ROYCE HOKKAIDO Flavor Fresh Chocolate #White 20pc,royce,19.68,0,Japan,,Yami,Chocolate,400,1600,7872
Crepe Dentelle Crispy Crepe Chocolate Walnut Flavor 90g,gavottes,4.49,8,France,4.9,Yami,Chocolate,400,1600,1796
Hi-chew 3 Flavor Tropical Mix Soft Candy 100g,morinaga,2.49,14,Japan,4.9,Yami,Chocolate,400,1600,996
GLICO Disney Chocolate Lollipop 2pc,glico,1.99,0,Japan,,Yami,Chocolate,400,1600,796
Ishiya Winter Chocolate Waffle 3Pcs,ishiya seika,10.99,3,Japan,4,Yami,Chocolate,400,1600,4396
Puff Chocolate Flavor 146g,haitai,3.89,0,Korea,,Yami,Chocolate,400,1600,1556
Milk Chocolate 50g,morinaga,1.99,2,Japan,5,Yami,Chocolate,400,1600,796
ROYCE  HOKKAIDO Chocolate Champagne 20pc,royce,18.88,0,Japan,,Yami,Chocolate,400,1600,7552
Coconut Flakers,other brands,3.49,0,Unclear,,Yami,Chocolate,400,1600,1396
MOEGINO Chocolate Sandwich Cookie 24pcs 464g,tivoli tivon,22.99,1,Japan,5,Yami,Chocolate,400,1600,9196
Mint Candy Orange Flavor TUBE 15g,kakao friends,3.29,3,Korea,4.7,Yami,Chocolate,400,1600,1316
Matcha Konpeito 45g,marutai,1.99,1,Japan,3,Yami,Chocolate,400,1600,796
Mint Candy Honey Mellon Flavor 15g,kakao friends,3.29,4,Korea,3.5,Yami,Chocolate,400,1600,1316
PIKACHU Valentine's day limited Chocolat 4pc,xongjingwu,12.99,0,Japan,,Yami,Chocolate,400,1600,5196
Nuts Bon Caramel Crunch 81g,kanro,3.49,0,Japan,,Yami,Chocolate,400,1600,1396
Pretzel Chocolate 48g,bourbon,2.89,0,Japan,,Yami,Chocolate,25,100,72.25
Milky Creamy Candy Assorted Tropical Fruit Flavor 120g,milkita,2.99,6,Indonesia,4.7,Yami,Chocolate,400,1600,1196
Milo Vitamin and Minerals Powder Drink Chocolate Flavor  396g,nestle,6.49,0,Japan,,Yami,Chocolate,400,1600,2596
Chocolate and Caramel Crispy Wafer Roll 185g,bourbon,5.99,4,Japan,5,Yami,Chocolate,400,1600,2396
Lucky Chocolate Flavor Biscuit Stick 45g,meiji,1.89,35,Japan,4.8,Yami,Chocolate,400,1600,756
Milky Creamy Candy Assorted Ice Cream Flavor 4.23 OZ,milkita,2.69,16,Indonesia,4.8,Yami,Chocolate,400,1600,1076
Strawberry Gummy 58g,kabaya,2.99,0,Japan,,Yami,Chocolate,400,1600,1196
Plain Chocolate 8pcs 58g,mary's,21.99,0,Japan,,Yami,Chocolate,400,1600,8796
Chocolate No.1 Shop Gift Box 551g,imei,29.99,1,Taiwan,5,Yami,Chocolate,400,1600,11996
French Champs Night Chocolate Gift Box 414g,imei,22.99,2,Taiwan,5,Yami,Chocolate,400,1600,9196
Nerichu Yogurt Chewing Gum 30g,heart,3.09,0,Japan,,Yami,Chocolate,400,1600,1236
Konjac Peach Jelly 6pc,orihiro,3.9,2,Japan,5,Yami,Chocolate,400,1600,1560
Nanguo Ginger Coconut Candy 200g,nanguo,3.29,0,Mainland China,,Yami,Chocolate,400,1600,1316
Baked Chocolate Snack 101g,morinaga,2.65,0,Japan,,Yami,Chocolate,400,1600,1060
PIKACHU Valentine's day limited Chocolat 11pc,xongjingwu,26.9,1,Japan,5,Yami,Chocolate,400,1600,10760
OFF Chocolate 8pcs,fujiya,3.29,0,Japan,,Yami,Chocolate,400,1600,1316
Fuyu No Milk 80g,asahi,3.49,0,Japan,,Yami,Chocolate,200,800,698
Fruit Candy Soda Flavor  Limited 40g,uha,1.5,0,Japan,,Yami,Chocolate,400,1600,600
Teochew Gummy Jelly 250g,mushroomstorm,8.54,1,Mainland China,5,Yami,Chocolate,400,1600,3416
Galbo Fragrance and Rich White Candy 60g,meiji,3.49,1,Japan,5,Yami,Chocolate,400,1600,1396
HONG YUAN Candy Tangerine Flavor  355g,hongyuan,3.29,0,Mainland China,4.5,Yami,Chocolate,400,1600,1316
Oligosmart Chocolate Super 50g,meiji,4.49,2,Japan,5,Yami,Chocolate,400,1600,1796
Grape Marshmallow 100g,royal family,2.49,0,Taiwan,,Yami,Chocolate,400,1600,996
Chocolate Flavour Wafers Tin 700g,garden,12.99,1,Hong Kong,5,Yami,Chocolate,400,1600,5196
Coconut Milk With Egg Shape Marshmellow 92g,lrgw,4.39,0,Mainland China,,Yami,Chocolate,400,1600,1756
POCKY Chocolate Biscuit Sticks 53g,glico,3.9,0,Japan,,Yami,Chocolate,400,1600,1560
Ramune Soda Soft Candy 50g,uha,1.99,32,Japan,4.8,Yami,Chocolate,400,1600,796
Whistle Candy Tablet Family Assort 110g,coris,5.89,0,Japan,,Yami,Chocolate,400,1600,2356
Soft Candy 4 Flavor 100g,uha,2.99,60,Japan,4.8,Yami,Chocolate,400,1600,1196
