Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Candy Bag Flower Pattern 150g,taiki,3.99,9,Japan,4.7,Yami,Candy,400,1600,1596
Coffee Candy 120g,kopiko,0.99,9,Indonesia,5,Yami,Candy,400,1600,396
Hi-Chew Soft Candy Mixed Berry Flavor 90g,morinaga,2.29,9,Japan,5,Yami,Candy,400,1600,916
Ginger Coconut Candy 200g,chun guang,3.89,0,Mainland China,0,Yami,Candy,25,100,97
Mixed Flavor Candy 480g,seika foods,13.99,8,Japan,4.4,Yami,Candy,400,1600,5596
Popping Candy Macaron Biscuits Cream Flavor 133g,aji,3.49,1,Mainland China,5,Yami,Candy,300,1200,1047
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 50g,morinaga,1.29,1,Japan,5,Yami,Candy,400,1600,516
Mint Candy Honey Mellon Flavor 15g,kakao friends,3.29,4,Korea,3.5,Yami,Candy,400,1600,1316
Candy with Strawberry filling 70g,pine,2.99,2,Japan,4.5,Yami,Candy,400,1600,1196
Matcha Candy 95g,ameyasan,3.89,12,Japan,4.1,Yami,Candy,300,1200,1167
CANDY IMPACT MINTS 0.53OZ,kakao friends,3.29,2,Korea,4,Yami,Candy,400,1600,1316
Soft Candy 4 Flavor 100g,uha,2.99,60,Japan,4.8,Yami,Candy,400,1600,1196
Candy Bag 150g,taiki,3.99,1,Japan,5,Yami,Candy,400,1600,1596
2 in 1 Mixed Fruit Candy 11.65oz,morinaga,6.49,4,Japan,5,Yami,Candy,400,1600,2596
Gummy Candy 100% Fruit Juice (mango) 150g,twin rabbit,2.39,6,United States,3.5,Yami,Candy,400,1600,956
Lucky Candy 368g,garden,4.68,4,Hong Kong,5,Yami,Candy,25,100,117
Queen Milk Candy 70g,kasugai,3.49,2,Japan,5,Yami,Candy,400,1600,1396
Hi-chew Superfruits Mix Candy 90g,morinaga,2.29,26,Japan,4.9,Yami,Candy,400,1600,916
Salt Sport Candy 79g,pine,1.5,2,Japan,5,Yami,Candy,400,1600,600
Cappuccino Candy 120g,kopiko,0.99,7,Indonesia,5,Yami,Candy,400,1600,396
Peppermint Candy 140g,crown,1.99,8,Korea,4.4,Yami,Candy,400,1600,796
Soft Candy 2 Soda Flavor 100g,uha,2.89,39,Japan,4.8,Yami,Candy,400,1600,1156
Extra Concentrated Salted Milk Candy 80g,uha,4.59,3,Japan,5,Yami,Candy,400,1600,1836
Hi-chew 3 Flavor Tropical Mix Soft Candy 100g,morinaga,2.49,14,Japan,4.9,Yami,Candy,400,1600,996
Hi-chew 3 Flavor Soft Candy 100g,morinaga,2.49,22,Japan,4.8,Yami,Candy,400,1600,996
Popping Candy Macaron Biscuits Matcha Flavor 133g,aji,3.49,0,Mainland China,0,Yami,Candy,300,1200,1047
Mint Candy Orange Flavor TUBE 15g,kakao friends,3.29,3,Korea,4.7,Yami,Candy,400,1600,1316
Mutenka Lemonade Candy 90g,noble,2.89,1,Japan,4,Yami,Candy,400,1600,1156
BALI'SBEST Iced Tea Candy 150g,bali's best,1.99,2,Mainland China,5,Yami,Candy,300,1200,597
Super Lemon Candy 84g,nobel,3.49,0,Japan,0,Yami,Candy,400,1600,1396
Tenfu's TEA Green Tea Candy 100g,ten fu tea,4.99,5,Mainland China,3.6,Yami,Candy,400,1600,1996
CANDY IMPACT MINTS 15g,kakao friends,3.29,3,Korea,4.7,Yami,Candy,400,1600,1316
Kiwifruit Gummy Candy 107g,kasugai,2.99,20,Japan,4.8,Yami,Candy,400,1600,1196
HONG YUAN Candy Tangerine Flavor  355g,hongyuan,3.29,28,Mainland China,4.5,Yami,Candy,400,1600,1316
Galbo Fragrance and Rich White Candy 60g,meiji,3.49,1,Japan,5,Yami,Candy,400,1600,1396
HI-CHEW Soft Chewy Fruit Candy Mango 50g,morinaga,1.29,7,Japan,5,Yami,Candy,400,1600,516
CHUNGUANG Durian Candy 180g,chun guang,2.99,0,Mainland China,0,Yami,Candy,25,100,75
Black Sesame Candy 312g,lejiajia,4.69,27,Mainland China,4.4,Yami,Candy,400,1600,1876
Milky Creamy Candy Assorted Tropical Fruit Flavor 120g,milkita,2.99,6,Indonesia,4.7,Yami,Candy,400,1600,1196
Popping Candy Macaron Biscuits Strawberry Flavor 133g,aji,3.49,2,Mainland China,3.5,Yami,Candy,300,1200,1047
HONG YUAN Candy  Lychee Flavor 350g,hongyuan,3.49,4,Mainland China,5,Yami,Candy,400,1600,1396
Persimmon Flavor Candy 26g,kanro,4.69,1,Japan,3,Yami,Candy,400,1600,1876
Gummy Candy Strawberry Flavor 50g,little jasmine,2.29,2,United States,3,Yami,Candy,400,1600,916
Christmas Limited Edition Petit Candy Gift  Box 6 pieces 21g,heart,3.69,1,Japan,5,Yami,Candy,25,100,92
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 50g,morinaga,1.29,6,Japan,5,Yami,Candy,400,1600,516
Caramel Hard Candy 50g,alpenliebe,4.39,6,Mainland China,5,Yami,Candy,300,1200,1317
Mint Candy Strawberry Flavor  FRODO 15g,kakao friends,3.29,11,Korea,4.9,Yami,Candy,400,1600,1316
Choco Kit Jewelry Chocolate Candy 25g,haitai,2.29,22,Korea,4.8,Yami,Candy,400,1600,916
Peko Milk Candy 54g,fujiya,2.39,13,Japan,4.4,Yami,Candy,200,800,478
Wafu Yutakana Aji Matcha Candy 3.17oz,daimaruhonpo,4.69,4,Japan,4.8,Yami,Candy,400,1600,1876
HI-CHEW Soft Chewy Fruit Candy Grape 50g,morinaga,1.29,5,Japan,4.8,Yami,Candy,400,1600,516
Hot-Kid Milk Chewy Candy Original Flavor 318g,want want,6.49,6,Taiwan,4.5,Yami,Candy,400,1600,2596
SENJAKU KURO AME CANDY 106g,senjaku,1.15,0,Japan,0,Yami,Candy,400,1600,460
Chewing Candy Yogurt Flavor 63g,lotte korea,3.29,8,Korea,4.6,Yami,Candy,400,1600,1316
Milky Creamy Candy Assorted Ice Cream Flavor 4.23 OZ,milkita,2.69,16,Indonesia,4.8,Yami,Candy,400,1600,1076
3 Chitose candy Special candy for Japanese 753 festival 93g,daimaruhonpo,10.99,1,Japan,5,Yami,Candy,400,1600,4396
Ramune Soda Soft Candy 50g,uha,1.99,32,Japan,4.8,Yami,Candy,400,1600,796
Frisk Neo Orange Candy 35g,kracie,2.5,0,Japan,0,Yami,Candy,400,1600,1000
Coconut Jelly Candy 200g,nanguo,2.99,1,Mainland China,2,Yami,Candy,400,1600,1196
Okinawa Brown Sugar Candy 144g,kasugai,2.59,38,Japan,4.7,Yami,Candy,400,1600,1036
ETVOS Mineral Lip Planper Sheer #Candy Orange 6.7g,etvos,38.98,0,Japan,0,Yami,Candy,25,100,975
Healthier Creamy Candy - Coconut - All Natural Low Sugar Dairy Free - 3.7oz bag,numa,4.49,7,United States,4.1,Yami,Candy,400,1600,1796
Healthier Creamy Candy - Banana - All Natural Low Sugar High Protein - 3.7oz bag,numa,4.49,1,United States,4,Yami,Candy,400,1600,1796
Milk Nougat Candy - Strawberries and Creme - All Natural Low Sugar High Protein - 104g,numa,4.49,10,United States,4.4,Yami,Candy,400,1600,1796
Crispy Peanut Candy - Peanut Butter Coconut - All Natural Low Sugar High Protein - 120g,numa,4.49,2,United States,4.5,Yami,Candy,400,1600,1796
Crispy Peanut Candy - Original Peanut Butter - All Natural Low Sugar High Protein - 120g,numa,4.49,0,United States,0,Yami,Candy,400,1600,1796
UHA Mikakutang Strawberry Hard Candy 75g,uha,5.8,0,Japan,0,Yami,Candy,400,1600,2320
Herbal Candy Super Mint 20g,nin jiom,3.99,0,Hong Kong,0,Yami,Candy,400,1600,1596
Snack Candy Lollipop Present Gift 1pc,glico,0.72,12,Japan,5,Yami,Candy,200,800,144
KRACIE Breath Candy #Beauty Rose 60g,kracie,3.99,0,Japan,0,Yami,Candy,400,1600,1596
Fruit Candy Grape Flavor 48g,uha,1.5,36,Japan,4.8,Yami,Candy,400,1600,600
Herbal Candy Tangerine-Lemon 20g,nin jiom,3.99,0,Hong Kong,0,Yami,Candy,400,1600,1596
KRACIE Breath Candy #Juicy Grape??32g,kracie,3.99,0,Japan,0,Yami,Candy,400,1600,1596
Pure Gummy Candy  Peach 56g,kanro,2.99,0,Japan,0,Yami,Candy,400,1600,1196
Pop Candy 21pieces,fujiya,4.98,11,Japan,5,Yami,Candy,200,800,996
Pure Gummy Candy Plum 56g,kanro,2.99,0,Japan,0,Yami,Candy,400,1600,1196
Fruit Candy Muscat Flavor  48g,uha,1.5,27,Japan,4.7,Yami,Candy,400,1600,600
Fruit Candy Grape Flavor 48g,uha,1.5,3,Japan,5,Yami,Candy,400,1600,600
Fruit Candy Muscat Flavor 48g,uha,1.5,3,Japan,5,Yami,Candy,400,1600,600
Snack Candy Lollipop Present Gift 1pc,glico,0.75,1,Japan,5,Yami,Candy,400,1600,300
Candy Lollipop Present Gift 1pc,glico,0.75,4,Japan,5,Yami,Candy,25,100,19
Salt Caramel Candy,morinaga,4.88,0,Japan,0,Yami,Candy,400,1600,1952
Food Snack Candy Lollipop Present Gift 1pc,glico,0.7,10,Japan,4.9,Yami,Candy,200,800,140
Snack Candy Lollipop Present Gift 1pc,glico,0.83,0,Japan,0,Yami,Candy,400,1600,332
Fruit Candy Cola Flavor  Limited 40g,uha,1.6,1,Japan,5,Yami,Candy,400,1600,640
JAPAN Herbal Throat Candy Stick Pack Lemon 10 capsules,ryukakusan,3.06,0,Japan,0,Yami,Candy,400,1600,1224
Heart Candy Apple Flavor Qq Candy Gummy Candy 100g,be & cheery,5.9,0,Mainland China,0,Yami,Candy,200,800,1180
Pure Gummy Candy Grape Flavor 56g,kanro,2.2,0,Japan,0,Yami,Candy,400,1600,880
JAPAN Fruit Flavored Candy Rich In Hyaluronic Acid Collagen  60g,kracie,3.6,0,Japan,0,Yami,Candy,400,1600,1440
Wangzai QQ soft candy 38g Strawberry flavor,want want,1.99,0,Taiwan,0,Yami,Candy,400,1600,796
JAPAN Candy 32g,kracie,2.2,0,Japan,0,Yami,Candy,400,1600,880
HI-CHEW Soft Chewy Fruit Candy Lemon Flavor 12tablet,morinaga,1.4,0,Japan,0,Yami,Candy,400,1600,560
Herbal Throat Candy Stick Pack Mint 42g,ryukakusan,2.4,0,Japan,0,Yami,Candy,400,1600,960
Pure Gummy Candy Lemon Flavor 56g,kanro,2.2,0,Japan,0,Yami,Candy,400,1600,880
Pok??mon Cola Flavored Chewing Candy 5sheets,lotte japan,2.9,0,Japan,0,Yami,Candy,400,1600,1160
JAPAN Candy 42g,graphico,6.2,1,Japan,4,Yami,Candy,25,100,155
Hand Made Flower Candy 40g,bestore,2.99,1,Mainland China,5,Yami,Candy,200,800,598
Heart Candy Peach Flavor Qq Candy Gummy Candy 100g,be & cheery,5.9,0,Mainland China,0,Yami,Candy,200,800,1180
JAPAN MACYA CANDY 66g,kanro,4.5,0,Japan,0,Yami,Candy,400,1600,1800
TAINAN ONLY I-MEI Fruit Gummy Candy (Grape) 50g,lien haw foods,3.79,0,Taiwan,0,Yami,Candy,400,1600,1516
JAPAN Coke Soft Candy 50g,uha,2,0,Japan,0,Yami,Candy,400,1600,800
JAPAN Herbal Throat Candy Stick Pack Lemon 42g,ryukakusan,2.99,0,Japan,0,Yami,Candy,400,1600,1196
COFFEESHOT Candy Cuppucino Flavour 150g,kopiko,3.19,0,Indonesia,0,Yami,Candy,400,1600,1276
Bubble fruit candy soda flavor peach flavor Wenzhou orange flavor green apple flavor 80G,nobel,4.2,0,Japan,0,Yami,Candy,400,1600,1680
Cola Candy 120g,rico,2.39,0,Taiwan,0,Yami,Candy,400,1600,956
JAPAN ASADAAME BABY CANDY 30tablet,uha,11.6,0,Japan,0,Yami,Candy,400,1600,4640
Peanut Candy 200g,lien haw foods,25.64,1,Taiwan,5,Yami,Candy,400,1600,10256
Herbal Throat Relief Candy Stick Pack Mint 1.4 oz 10pcs 42g,ryukakusan,2.93,0,Japan,0,Yami,Candy,400,1600,1172
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 12tablet,morinaga,1.4,0,Japan,0,Yami,Candy,400,1600,560
Oolong Tea Candy 70g,eatea120,12.34,0,Taiwan,0,Yami,Candy,25,100,309
COCOALAND LOT 100 Pink Guava Candy 120g,cocoland,4.79,0,Malaysia,0,Yami,Candy,400,1600,1916
LOTTE YOGURT JELLY GUMMY CANDY (50g)-YOGURT FLAVORED,jelly.b,3.99,2,Korea,3,Yami,Candy,400,1600,1596
GEEEF Magic Pops Popping Candy Strawberry Flavor 5.5g,gee,2.39,0,United States,0,Yami,Candy,25,100,60
JAPAN Milk Candy High Concentrate 8.2 Creamy Hard candies 88g,uha,3.5,0,Japan,0,Yami,Candy,400,1600,1400
Lactic Acid Bacteria Milk Candy 33g,morinaga,4.98,6,Japan,5,Yami,Candy,400,1600,1992
Herbal Throat Candy Stick Pack Mint  42g,ryukakusan,2.5,1,Japan,5,Yami,Candy,400,1600,1000
Lake Salt Milk Candy 105g,uha,3.59,1,Japan,5,Yami,Candy,400,1600,1436
Ginseng Candy  227g,unique,31.98,0,Canada,0,Yami,Candy,400,1600,12792
Traditional Style Herbal Throat Candy 60g,hua qi fang,9.49,7,Taiwan,5,Yami,Candy,400,1600,3796
Penguin shape cute candy assorted fruit flavor hard candy 65g,kanro,3.98,0,Japan,0,Yami,Candy,400,1600,1592
Fruit Candy Grape Flavor 48g,uha,1.75,10,Japan,5,Yami,Candy,400,1600,700
JAPAN Milk Candy High Concentrate 8.2 Creamy Hard candies 88g,uha,4.95,0,Japan,0,Yami,Candy,400,1600,1980
Sugar Free Real Coffee Candy 75g,kopiko,5.2,0,Indonesia,0,Yami,Candy,400,1600,2080
JAPAN Milk Caramel Candy 12pc,morinaga,2.5,0,Japan,0,Yami,Candy,400,1600,1000
Fruit Candy Soda Flavor  Limited 40g,uha,1.5,0,Japan,0,Yami,Candy,400,1600,600
Earl Grey Tea Candy 70g,eatea120,12.34,0,Taiwan,0,Yami,Candy,25,100,309
Herbal Throat Candy Stick Pack Citrus Lemon 42g,ryukakusan,2.4,0,Japan,0,Yami,Candy,400,1600,960
JAPAN Pop Candy  122g,fujiya,4.25,8,Japan,4.8,Yami,Candy,25,100,106
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 12tablet,morinaga,1.4,0,Japan,0,Yami,Candy,400,1600,560
JAPAN Milky Candy 7pc,fujiya,1.99,1,Japan,3,Yami,Candy,400,1600,796
JAPAN Herbal Throat Candy Stick Pack honey milk 42g,ryukakusan,2.5,0,Japan,0,Yami,Candy,400,1600,1000
Fruit Candy Muscat Flavor 48g,uha,1.75,9,Japan,5,Yami,Candy,400,1600,700
[Mainland China Direct Mail] Wangwang Milk Candy Strawberry Flavor Milk Candy 42g,want want,7.9,0,Taiwan,0,Yami,Candy,400,1600,3160
Wangzai QQ soft candy 38g BlackBerry flavor,want want,1.99,0,Taiwan,0,Yami,Candy,400,1600,796
Salt Caramel Candy,morinaga,4.5,6,Japan,5,Yami,Candy,400,1600,1800
HOKKAIDO Milk Candy Reduce Sugar 30% 88g,uha,3.5,0,Japan,0,Yami,Candy,400,1600,1400
HOKKAIDO Milk Candy Coffee Flavor 88g,uha,3.5,0,Japan,0,Yami,Candy,400,1600,1400
Plum Candy 80g,nobel,4.2,3,Japan,5,Yami,Candy,400,1600,1680
LYFEN Popping Candy Mylikes Milk Chocolate 50g,yifen,4.99,0,Mainland China,0,Yami,Candy,400,1600,1996
Milk Candy AZUKI 102g,uha,3.5,1,Japan,5,Yami,Candy,400,1600,1400
Hawthorn Candy 80g,hua qi fang,9.49,1,Taiwan,5,Yami,Candy,400,1600,3796
Popsicle marshmallow strawberry flavor gum fruit qq candy 45g,be & cheery,4.9,0,Mainland China,0,Yami,Candy,200,800,980
Fruit Candy Muscat Flavor 48g,uha,1.65,0,Japan,0,Yami,Candy,400,1600,660
JAPAN Pop Candy 21pieces,fujiya,5.5,1,Japan,5,Yami,Candy,25,100,138
JAPAN UME CANDY 110g,ribon,3.98,1,Japan,5,Yami,Candy,400,1600,1592
BIG FOOT Himalaya Salt Sports Candy Extra Cool Lemon 15g,huangfeihong,3.5,0,Mainland China,0,Yami,Candy,400,1600,1400
Red Bean Milk Candy 105g,uha,4.85,0,Japan,0,Yami,Candy,400,1600,1940
Kinmen Pig Feet Tribute Candy (Vegetarian) 240g,sheng zu,12.34,11,Taiwan,4.3,Yami,Candy,400,1600,4936
Pure Gummy Candy Orange ?? Grapefruit3 63g,kanro,2.99,0,Japan,0,Yami,Candy,400,1600,1196
COCOALAND LOT100 Lime Flavor Candy 120g,cocoland,4.79,0,Malaysia,0,Yami,Candy,400,1600,1916
Lake Salt Milk Candy 75g,uha,4.95,0,Japan,0,Yami,Candy,400,1600,1980
JAPAN Milk Caramel Candy 12tablet,morinaga,2.2,0,Japan,0,Yami,Candy,400,1600,880
Red Bean Milk Candy 105g,uha,3.69,1,Japan,5,Yami,Candy,400,1600,1476
Pure Gummy Candy Strawberry 56g,kanro,2.99,0,Japan,0,Yami,Candy,400,1600,1196
Raisin Milk Candy 105g,uha,3.59,0,Japan,0,Yami,Candy,400,1600,1436
Candy Brown Sugar Milk 80g,uha,3.5,1,Japan,5,Yami,Candy,400,1600,1400
JAPAN ICHIGO CANDY 81g,senjaku,2.88,0,Japan,0,Yami,Candy,400,1600,1152
JAPAN HANABATAKEBOKUJO CARAMEL CANDY 45g,hokkaido,10.9,2,Japan,4.5,Yami,Candy,25,100,273
Kinmen Tribute Candy (Original Flavor)(Vegetarian) 180g,sheng zu,12.34,2,Taiwan,3.5,Yami,Candy,400,1600,4936
Milk Candy High Concentrate 8.2 Creamy Hard candies,uha,3.28,7,Japan,5,Yami,Candy,400,1600,1312
Fruit Candy Grape Flavor 48g,uha,1.65,0,Japan,0,Yami,Candy,400,1600,660
MINTA Peach Candy 30pc,asahifoods,5.69,0,Japan,0,Yami,Candy,200,800,1138
CUCU Brown Sugar Honey Milk Candy 80g,uha,3.59,0,Japan,0,Yami,Candy,400,1600,1436
Caramelized Milk + Salt Chocolate  Milk Candy 80g,uha,4.88,0,Japan,0,Yami,Candy,400,1600,1952
Hi-chew 3 Flavor Soft Candy 94g,morinaga,3.98,1,Japan,4,Yami,Candy,400,1600,1592
COCOALAND Lot100 Durian Flavor Fruit Candy Hard Sweet 120g,cocoland,7.6,0,Malaysia,0,Yami,Candy,400,1600,3040
Ginseng Candy  142g,unique,26.75,2,Canada,5,Yami,Candy,400,1600,10700
OKINAWA Brown Sugar Candy 144g,kasugai,2.5,1,Japan,5,Yami,Candy,400,1600,1000
Xylitol Children's Teeth Candy Three Flavors 100 Pieces 32g,lotte japan,5.6,0,Japan,0,Yami,Candy,400,1600,2240
Mainland China Direct Mail Want Want Wangzi Milk Candy Red Bean Milk Flavor 42g,want want,7.9,0,Taiwan,0,Yami,Candy,400,1600,3160
Popsicle marshmallow grape flavor gum fruit qq candy 45g,be & cheery,4.9,0,Mainland China,0,Yami,Candy,200,800,980
Snack Candy Lollipop Present Gift 1pcs,glico,0.83,0,Japan,0,Yami,Candy,400,1600,332
Fruit Candy Soda 40g,uha,1.75,0,Japan,0,Yami,Candy,400,1600,700
Popsicle marshmallow blueberry flavor gum fruit qq candy 45g,be & cheery,4.9,0,Mainland China,0,Yami,Candy,200,800,980
Matcha Milk Candy 80g,kanro,4.5,0,Japan,0,Yami,Candy,400,1600,1800
Matcha Candy 70g,eatea120,12.34,0,Taiwan,0,Yami,Candy,25,100,309
MORNIAGA Salt Caramel Candy 92g,morinaga,5.59,0,Japan,0,Yami,Candy,400,1600,2236
NANGUO Lump Candy 400g,south word brand,2.19,16,Mainland China,5,Yami,Candy,400,1600,876
Luxe  Candy Rimmer Kit Black,blush novelties,29.99,0,United States,0,Yami,Candy,100,400,2999
Skullpanda Candy Monster Town Series Blind Box Single Box,pop mart,11.99,1,Mainland China,5,Yami,Candy,400,1600,4796
Rock Candy 400g,south word brand,2.19,14,Mainland China,5,Yami,Candy,400,1600,876
Herbal Throat Candy Stick Pack Citrus Lemon 42g 10pcs,ryukakusan,2.19,17,Japan,4.8,Yami,Candy,400,1600,876
Skullpanda Candy Monster Town Series Blind Box Whole Set,pop mart,139,1,Mainland China,5,Yami,Candy,400,1600,55600
30 times Diet Support Candy Salty Yogurt Flavor 42g,graphico,3.29,1,Japan,3,Yami,Candy,25,100,82
100% Natural Ginger Candy 113g,prince of peace,1.69,50,United States,4.9,Yami,Candy,400,1600,676
"White Kidney Bean Dietary Fiber Milk Tablet Candy Blueberry Flavour, 28 Sachets",bio-e,20.99,4,Australia,5,Yami,Candy,400,1600,8396
African Sea Coconut Herbal Menthol Cough Throat Soothing Candy 40g,sea coconu brnd,1.99,4,Mainland China,4.5,Yami,Candy,400,1600,796
HONEY LOQUAT CANDY 148g,prince of peace,4.99,0,Unclear,0,Yami,Candy,400,1600,1996
WANG LAO JI Herbal Candy 56g,wanglaoji,3.89,17,Mainland China,4.7,Yami,Candy,400,1600,1556
Herbal Throat Relief Candy Stick Pack Mint 1.4 oz 10pcs 42g,ryukakusan,2.19,18,Japan,4.9,Yami,Candy,400,1600,876
Candy Rainbow Series Donut Pencil Pouch,miniso,7.29,0,Mainland China,0,Yami,Candy,400,1600,2916
Hawthorn Jelly Candy 96g,big green,1.89,64,Mainland China,4.6,Yami,Candy,400,1600,756
