Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category
Salt Sport Candy 79g,PINE,1.5,2,Japan,5,Yami,Candy
Cappuccino Candy 120g,KOPIKO,0.99,7,Indonesia,5,Yami,Candy
Peppermint Candy 140g,CROWN,1.99,8,Korea,4.4,Yami,Candy
Soft Candy 2 Soda Flavor 100g,UHA,2.89,39,Japan,4.8,Yami,Candy
Extra Concentrated Salted Milk Candy 80g,UHA,4.59,3,Japan,5,Yami,Candy
Hi-chew 3 Flavor Tropical Mix Soft Candy 100g,MORINAGA,2.49,14,Japan,4.9,Yami,Candy
Hi-chew 3 Flavor Soft Candy 100g,MORINAGA,2.49,22,Japan,4.8,Yami,Candy
Popping Candy Macaron Biscuits Matcha Flavor 133g,AJI,3.49,0,Mainland China,0,Yami,Candy
Mint Candy Orange Flavor TUBE 15g,KAKAO Friends,3.29,3,Korea,4.7,Yami,Candy
Mutenka Lemonade Candy 90g,NOBLE,2.89,1,Japan,4,Yami,Candy
BALI'SBEST Iced Tea Candy 150g,BALI'S BEST,1.99,2,Mainland China,5,Yami,Candy
Super Lemon Candy 84g,NOBEL,3.49,0,Japan,0,Yami,Candy
Tenfu's TEA Green Tea Candy 100g,Ten Fu Tea,4.99,5,Mainland China,3.6,Yami,Candy
CANDY IMPACT MINTS 15g,KAKAO Friends,3.29,3,Korea,4.7,Yami,Candy
Kiwifruit Gummy Candy 107g,KASUGAI,2.99,20,Japan,4.8,Yami,Candy
HONG YUAN Candy Tangerine Flavor  355g,HONGYUAN,3.29,28,Mainland China,4.5,Yami,Candy
Galbo Fragrance and Rich White Candy 60g,MEIJI,3.49,1,Japan,5,Yami,Candy
HI-CHEW Soft Chewy Fruit Candy Mango 50g,MORINAGA,1.29,7,Japan,5,Yami,Candy
CHUNGUANG Durian Candy 180g,CHUN GUANG,2.99,0,Mainland China,0,Yami,Candy
Black Sesame Candy 312g,LeJiaJia,4.69,27,Mainland China,4.4,Yami,Candy
Milky Creamy Candy Assorted Tropical Fruit Flavor 120g,Milkita,2.99,6,Indonesia,4.7,Yami,Candy
Popping Candy Macaron Biscuits Strawberry Flavor 133g,AJI,3.49,2,Mainland China,3.5,Yami,Candy
HONG YUAN Candy  Lychee Flavor 350g,HONGYUAN,3.49,4,Mainland China,5,Yami,Candy
Persimmon Flavor Candy 26g,KANRO,4.69,1,Japan,3,Yami,Candy
Gummy Candy Strawberry Flavor 50g,LITTLE JASMINE,2.29,2,United States,3,Yami,Candy
Christmas Limited Edition Petit Candy Gift  Box 6 pieces 21g,HEART,3.69,1,Japan,5,Yami,Candy
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 50g,MORINAGA,1.29,6,Japan,5,Yami,Candy
Caramel Hard Candy 50g,ALPENLIEBE,4.39,6,Mainland China,5,Yami,Candy
Mint Candy Strawberry Flavor  FRODO 15g,KAKAO Friends,3.29,11,Korea,4.9,Yami,Candy
Choco Kit Jewelry Chocolate Candy 25g,HAITAI,2.29,22,Korea,4.8,Yami,Candy
Peko Milk Candy 54g,FUJIYA,2.39,13,Japan,4.4,Yami,Candy
Wafu Yutakana Aji Matcha Candy 3.17oz,DAIMARUHONPO,4.69,4,Japan,4.8,Yami,Candy
HI-CHEW Soft Chewy Fruit Candy Grape 50g,MORINAGA,1.29,5,Japan,4.8,Yami,Candy
Hot-Kid Milk Chewy Candy Original Flavor 318g,WANT WANT,6.49,6,Taiwan,4.5,Yami,Candy
SENJAKU KURO AME CANDY 106g,SENJAKU,1.15,0,Japan,0,Yami,Candy
Chewing Candy Yogurt Flavor 63g,LOTTE Korea,3.29,8,Korea,4.6,Yami,Candy
Milky Creamy Candy Assorted Ice Cream Flavor 4.23 OZ,Milkita,2.69,16,Indonesia,4.8,Yami,Candy
3 Chitose candy Special candy for Japanese 753 festival 93g,DAIMARUHONPO,10.99,1,Japan,5,Yami,Candy
Ramune Soda Soft Candy 50g,UHA,1.99,32,Japan,4.8,Yami,Candy
Frisk Neo Orange Candy 35g,Kracie,2.5,0,Japan,0,Yami,Candy
Coconut Jelly Candy 200g,NANGUO,2.99,1,Mainland China,2,Yami,Candy
Okinawa Brown Sugar Candy 144g,KASUGAI,2.59,38,Japan,4.7,Yami,Candy
ETVOS Mineral Lip Planper Sheer #Candy Orange 6.7g,ETVOS,38.98,0,Japan,0,Yami,Candy
Healthier Creamy Candy - Coconut - All Natural Low Sugar Dairy Free - 3.7oz bag,NUMA,4.49,7,United States,4.1,Yami,Candy
Healthier Creamy Candy - Banana - All Natural Low Sugar High Protein - 3.7oz bag,NUMA,4.49,1,United States,4,Yami,Candy
Milk Nougat Candy - Strawberries and Creme - All Natural Low Sugar High Protein - 104g,NUMA,4.49,10,United States,4.4,Yami,Candy
Crispy Peanut Candy - Peanut Butter Coconut - All Natural Low Sugar High Protein - 120g,NUMA,4.49,2,United States,4.5,Yami,Candy
Crispy Peanut Candy - Original Peanut Butter - All Natural Low Sugar High Protein - 120g,NUMA,4.49,0,United States,0,Yami,Candy
UHA Mikakutang Strawberry Hard Candy 75g,UHA,5.8,0,Japan,0,Yami,Candy
Herbal Candy Super Mint 20g,NIN JIOM,3.99,0,Hong Kong,0,Yami,Candy
Snack Candy Lollipop Present Gift 1pc,GLICO,0.72,12,Japan,5,Yami,Candy
KRACIE Breath Candy #Beauty Rose 60g,Kracie,3.99,0,Japan,0,Yami,Candy
Fruit Candy Grape Flavor 48g,UHA,1.5,36,Japan,4.8,Yami,Candy
Herbal Candy Tangerine-Lemon 20g,NIN JIOM,3.99,0,Hong Kong,0,Yami,Candy
KRACIE Breath Candy #Juicy Grape 32g,Kracie,3.99,0,Japan,0,Yami,Candy
Pure Gummy Candy  Peach 56g,KANRO,2.99,0,Japan,0,Yami,Candy
Pop Candy 21pieces,FUJIYA,4.98,11,Japan,5,Yami,Candy
Pure Gummy Candy Plum 56g,KANRO,2.99,0,Japan,0,Yami,Candy
Fruit Candy Muscat Flavor  48g,UHA,1.5,27,Japan,4.7,Yami,Candy
Fruit Candy Grape Flavor 48g,UHA,1.5,3,Japan,5,Yami,Candy
Fruit Candy Muscat Flavor 48g,UHA,1.5,3,Japan,5,Yami,Candy
Snack Candy Lollipop Present Gift 1pc,GLICO,0.75,1,Japan,5,Yami,Candy
Candy Lollipop Present Gift 1pc,GLICO,0.75,4,Japan,5,Yami,Candy
Salt Caramel Candy,MORINAGA,4.88,0,Japan,0,Yami,Candy
Food Snack Candy Lollipop Present Gift 1pc,GLICO,0.7,10,Japan,4.9,Yami,Candy
Snack Candy Lollipop Present Gift 1pc,GLICO,0.83,0,Japan,0,Yami,Candy
Fruit Candy Cola Flavor  Limited 40g,UHA,1.6,1,Japan,5,Yami,Candy
JAPAN Herbal Throat Candy Stick Pack Lemon 10 capsules,RYUKAKUSAN,3.06,0,Japan,0,Yami,Candy
Heart Candy Apple Flavor Qq Candy Gummy Candy 100g,BE & CHEERY,5.9,0,Mainland China,0,Yami,Candy
Pure Gummy Candy Grape Flavor 56g,KANRO,2.2,0,Japan,0,Yami,Candy
JAPAN Fruit Flavored Candy Rich In Hyaluronic Acid Collagen  60g,Kracie,3.6,0,Japan,0,Yami,Candy
Wangzai QQ soft candy 38g Strawberry flavor,WANT WANT,1.99,0,Taiwan,0,Yami,Candy
JAPAN Candy 32g,Kracie,2.2,0,Japan,0,Yami,Candy
HI-CHEW Soft Chewy Fruit Candy Lemon Flavor 12tablet,MORINAGA,1.4,0,Japan,0,Yami,Candy
Herbal Throat Candy Stick Pack Mint 42g,RYUKAKUSAN,2.4,0,Japan,0,Yami,Candy
Pure Gummy Candy Lemon Flavor 56g,KANRO,2.2,0,Japan,0,Yami,Candy
Pokémon Cola Flavored Chewing Candy 5sheets,LOTTE Japan,2.9,0,Japan,0,Yami,Candy
JAPAN Candy 42g,GRAPHICO,6.2,1,Japan,4,Yami,Candy
Hand Made Flower Candy 40g,BESTORE,2.99,1,Mainland China,5,Yami,Candy
Heart Candy Peach Flavor Qq Candy Gummy Candy 100g,BE & CHEERY,5.9,0,Mainland China,0,Yami,Candy
JAPAN MACYA CANDY 66g,KANRO,4.5,0,Japan,0,Yami,Candy
TAINAN ONLY I-MEI Fruit Gummy Candy (Grape) 50g,LIEN HAW FOODS,3.79,0,Taiwan,0,Yami,Candy
JAPAN Coke Soft Candy 50g,UHA,2,0,Japan,0,Yami,Candy
JAPAN Herbal Throat Candy Stick Pack Lemon 42g,RYUKAKUSAN,2.99,0,Japan,0,Yami,Candy
COFFEESHOT Candy Cuppucino Flavour 150g,KOPIKO,3.19,0,Indonesia,0,Yami,Candy
Bubble fruit candy soda flavor peach flavor Wenzhou orange flavor green apple flavor 80G,NOBEL,4.2,0,Japan,0,Yami,Candy
Cola Candy 120g,RICO,2.39,0,Taiwan,0,Yami,Candy
JAPAN ASADAAME BABY CANDY 30tablet,UHA,11.6,0,Japan,0,Yami,Candy
Peanut Candy 200g,LIEN HAW FOODS,25.64,1,Taiwan,5,Yami,Candy
Herbal Throat Relief Candy Stick Pack Mint 1.4 oz 10pcs 42g,RYUKAKUSAN,2.93,0,Japan,0,Yami,Candy
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 12tablet,MORINAGA,1.4,0,Japan,0,Yami,Candy
Oolong Tea Candy 70g,EATEA120,12.34,0,Taiwan,0,Yami,Candy
COCOALAND LOT 100 Pink Guava Candy 120g,COCOLAND,4.79,0,Malaysia,0,Yami,Candy
LOTTE YOGURT JELLY GUMMY CANDY (50g)-YOGURT FLAVORED,Jelly.B,3.99,2,Korea,3,Yami,Candy
GEEEF Magic Pops Popping Candy Strawberry Flavor 5.5g,GEE,2.39,0,United States,0,Yami,Candy
JAPAN Milk Candy High Concentrate 8.2 Creamy Hard candies 88g,UHA,3.5,0,Japan,0,Yami,Candy
Lactic Acid Bacteria Milk Candy 33g,MORINAGA,4.98,6,Japan,5,Yami,Candy
Herbal Throat Candy Stick Pack Mint  42g,RYUKAKUSAN,2.5,1,Japan,5,Yami,Candy
Lake Salt Milk Candy 105g,UHA,3.59,1,Japan,5,Yami,Candy
Ginseng Candy  227g,Unique,31.98,0,Canada,0,Yami,Candy
Traditional Style Herbal Throat Candy 60g,Hua Qi Fang,9.49,7,Taiwan,5,Yami,Candy
Penguin shape cute candy assorted fruit flavor hard candy 65g,KANRO,3.98,0,Japan,0,Yami,Candy
Fruit Candy Grape Flavor 48g,UHA,1.75,10,Japan,5,Yami,Candy
JAPAN Milk Candy High Concentrate 8.2 Creamy Hard candies 88g,UHA,4.95,0,Japan,0,Yami,Candy
Sugar Free Real Coffee Candy 75g,KOPIKO,5.2,0,Indonesia,0,Yami,Candy
JAPAN Milk Caramel Candy 12pc,MORINAGA,2.5,0,Japan,0,Yami,Candy
Fruit Candy Soda Flavor  Limited 40g,UHA,1.5,0,Japan,0,Yami,Candy
Earl Grey Tea Candy 70g,EATEA120,12.34,0,Taiwan,0,Yami,Candy
Herbal Throat Candy Stick Pack Citrus Lemon 42g,RYUKAKUSAN,2.4,0,Japan,0,Yami,Candy
JAPAN Pop Candy  122g,FUJIYA,4.25,8,Japan,4.8,Yami,Candy
HI-CHEW Soft Chewy Fruit Candy Strawberry Flavor 12tablet,MORINAGA,1.4,0,Japan,0,Yami,Candy
JAPAN Milky Candy 7pc,FUJIYA,1.99,1,Japan,3,Yami,Candy
JAPAN Herbal Throat Candy Stick Pack honey milk 42g,RYUKAKUSAN,2.5,0,Japan,0,Yami,Candy
Fruit Candy Muscat Flavor 48g,UHA,1.75,9,Japan,5,Yami,Candy
[Mainland China Direct Mail] Wangwang Milk Candy Strawberry Flavor Milk Candy 42g,WANT WANT,7.9,0,Taiwan,0,Yami,Candy
Wangzai QQ soft candy 38g BlackBerry flavor,WANT WANT,1.99,0,Taiwan,0,Yami,Candy
Salt Caramel Candy,MORINAGA,4.5,6,Japan,5,Yami,Candy
HOKKAIDO Milk Candy Reduce Sugar 30% 88g,UHA,3.5,0,Japan,0,Yami,Candy
HOKKAIDO Milk Candy Coffee Flavor 88g,UHA,3.5,0,Japan,0,Yami,Candy
Plum Candy 80g,NOBEL,4.2,3,Japan,5,Yami,Candy
LYFEN Popping Candy Mylikes Milk Chocolate 50g,yifen,4.99,0,Mainland China,0,Yami,Candy
Milk Candy AZUKI 102g,UHA,3.5,1,Japan,5,Yami,Candy
Hawthorn Candy 80g,Hua Qi Fang,9.49,1,Taiwan,5,Yami,Candy
Popsicle marshmallow strawberry flavor gum fruit qq candy 45g,BE & CHEERY,4.9,0,Mainland China,0,Yami,Candy
Fruit Candy Muscat Flavor 48g,UHA,1.65,0,Japan,0,Yami,Candy
JAPAN Pop Candy 21pieces,FUJIYA,5.5,1,Japan,5,Yami,Candy
JAPAN UME CANDY 110g,RIBON,3.98,1,Japan,5,Yami,Candy
BIG FOOT Himalaya Salt Sports Candy Extra Cool Lemon 15g,HUANGFEIHONG,3.5,0,Mainland China,0,Yami,Candy
Red Bean Milk Candy 105g,UHA,4.85,0,Japan,0,Yami,Candy
Kinmen Pig Feet Tribute Candy (Vegetarian) 240g,SHENG ZU,12.34,11,Taiwan,4.3,Yami,Candy
Pure Gummy Candy Orange × Grapefruit3 63g,KANRO,2.99,0,Japan,0,Yami,Candy
COCOALAND LOT100 Lime Flavor Candy 120g,COCOLAND,4.79,0,Malaysia,0,Yami,Candy
Lake Salt Milk Candy 75g,UHA,4.95,0,Japan,0,Yami,Candy
JAPAN Milk Caramel Candy 12tablet,MORINAGA,2.2,0,Japan,0,Yami,Candy
Red Bean Milk Candy 105g,UHA,3.69,1,Japan,5,Yami,Candy
Pure Gummy Candy Strawberry 56g,KANRO,2.99,0,Japan,0,Yami,Candy
Raisin Milk Candy 105g,UHA,3.59,0,Japan,0,Yami,Candy
Candy Brown Sugar Milk 80g,UHA,3.5,1,Japan,5,Yami,Candy
JAPAN ICHIGO CANDY 81g,SENJAKU,2.88,0,Japan,0,Yami,Candy
JAPAN HANABATAKEBOKUJO CARAMEL CANDY 45g,HOKKAIDO,10.9,2,Japan,4.5,Yami,Candy
Kinmen Tribute Candy (Original Flavor)(Vegetarian) 180g,SHENG ZU,12.34,2,Taiwan,3.5,Yami,Candy
Milk Candy High Concentrate 8.2 Creamy Hard candies,UHA,3.28,7,Japan,5,Yami,Candy
Fruit Candy Grape Flavor 48g,UHA,1.65,0,Japan,0,Yami,Candy
MINTA Peach Candy 30pc,ASAHIFOODS,5.69,0,Japan,0,Yami,Candy
CUCU Brown Sugar Honey Milk Candy 80g,UHA,3.59,0,Japan,0,Yami,Candy
Caramelized Milk + Salt Chocolate  Milk Candy 80g,UHA,4.88,0,Japan,0,Yami,Candy
Hi-chew 3 Flavor Soft Candy 94g,MORINAGA,3.98,1,Japan,4,Yami,Candy
COCOALAND Lot100 Durian Flavor Fruit Candy Hard Sweet 120g,COCOLAND,7.6,0,Malaysia,0,Yami,Candy
Ginseng Candy  142g,Unique,26.75,2,Canada,5,Yami,Candy
OKINAWA Brown Sugar Candy 144g,KASUGAI,2.5,1,Japan,5,Yami,Candy
Xylitol Children's Teeth Candy Three Flavors 100 Pieces 32g,LOTTE Japan,5.6,0,Japan,0,Yami,Candy
【Mainland China Direct Mail】Want Want Wangzi Milk Candy Red Bean Milk Flavor 42g,WANT WANT,7.9,0,Taiwan,0,Yami,Candy
Popsicle marshmallow grape flavor gum fruit qq candy 45g,BE & CHEERY,4.9,0,Mainland China,0,Yami,Candy
Snack Candy Lollipop Present Gift 1pcs,GLICO,0.83,0,Japan,0,Yami,Candy
Fruit Candy Soda 40g,UHA,1.75,0,Japan,0,Yami,Candy
Popsicle marshmallow blueberry flavor gum fruit qq candy 45g,BE & CHEERY,4.9,0,Mainland China,0,Yami,Candy
Matcha Milk Candy 80g,KANRO,4.5,0,Japan,0,Yami,Candy
Matcha Candy 70g,EATEA120,12.34,0,Taiwan,0,Yami,Candy
MORNIAGA Salt Caramel Candy 92g,MORINAGA,5.59,0,Japan,0,Yami,Candy
NANGUO Lump Candy 400g,SOUTH WORD BRAND,2.19,16,Mainland China,5,Yami,Candy
Luxe  Candy Rimmer Kit Black,BLUSH NOVELTIES,29.99,0,United States,0,Yami,Candy
Skullpanda Candy Monster Town Series Blind Box Single Box,POP MART,11.99,1,Mainland China,5,Yami,Candy
Rock Candy 400g,SOUTH WORD BRAND,2.19,14,Mainland China,5,Yami,Candy
Herbal Throat Candy Stick Pack Citrus Lemon 42g 10pcs,RYUKAKUSAN,2.19,17,Japan,4.8,Yami,Candy
Skullpanda Candy Monster Town Series Blind Box Whole Set,POP MART,139,1,Mainland China,5,Yami,Candy
30 times Diet Support Candy Salty Yogurt Flavor 42g,GRAPHICO,3.29,1,Japan,3,Yami,Candy
100% Natural Ginger Candy 113g,PRINCE OF PEACE,1.69,50,United States,4.9,Yami,Candy
"White Kidney Bean Dietary Fiber Milk Tablet Candy Blueberry Flavour, 28 Sachets",Bio-E,20.99,4,Australia,5,Yami,Candy
African Sea Coconut Herbal Menthol Cough Throat Soothing Candy 40g,SEA COCONU BRND,1.99,4,Mainland China,4.5,Yami,Candy
HONEY LOQUAT CANDY 148g,PRINCE OF PEACE,4.99,0,Unclear,0,Yami,Candy
WANG LAO JI Herbal Candy 56g,WANGLAOJI,3.89,17,Mainland China,4.7,Yami,Candy
Herbal Throat Relief Candy Stick Pack Mint 1.4 oz 10pcs 42g,RYUKAKUSAN,2.19,18,Japan,4.9,Yami,Candy
Candy Rainbow Series Donut Pencil Pouch,MINISO,7.29,0,Mainland China,0,Yami,Candy
Hawthorn Jelly Candy 96g,BIG GREEN,1.89,64,Mainland China,4.6,Yami,Candy
White Kidney Bean Dietary Fiber Milk Tablet Candy Muskmelon Flavour 28 Sachets,Bio-E,20.99,6,Australia,5,Yami,Candy
Honey Loquat Candy 76g,PRINCE OF PEACE,2.49,4,Unclear,5,Yami,Candy
Cow Milk Tablet 20g,SnackTalk,1.49,373,Mainland China,4.4,Yami,Candy
Fruit Lollipop Disney Edition 1pcs,POPCAN,0.99,236,Japan,4.8,Yami,Candy
Meltyblend Chocolate Premium Cacao 60g,MEIJI,3.99,135,Japan,4.8,Yami,Candy
Japanese Kit Kat Cheese Cake Chocolate Wafer 9pc,NESTLE,6.99,7,Japan,4.9,Yami,Candy
Japanese Kit Kat Crepe White Chocolate Wafer,NESTLE,6.99,1,Japan,5,Yami,Candy
Chewable Candy ZOO Iron+Folate 75tablets,UNIMAT RIKEN,16,2,Japan,5,Yami,Candy
Japanese Kit Kat Strawberry Chocolate Wafer,NESTLE,5.99,1,Japan,5,Yami,Candy
Japanese Kit Kat Strawberry Milk Flavor 11pc,NESTLE,6.99,2,Japan,5,Yami,Candy
Kit Kat Chocolate Wafer Melon Flavor 11pc,NESTLE,4.19,2,Japan,5,Yami,Candy
Japanese Kit Kat Milk Tea Chocolate Wafer 12pc,NESTLE,6.99,3,Japan,3.7,Yami,Candy
Meltyblend Chocolate Fruity Strawberry 60g,MEIJI,3.99,76,Japan,4.8,Yami,Candy
Amaiwana bath candy 4 grain gift set pink,GPP,11.22,0,Japan,0,Yami,Candy
Amaiwana bath candy 4 grain gift set silver,GPP,11.22,0,Japan,0,Yami,Candy
Meltyblend Green Tea Chocolate 60g,MEIJI,3.99,108,Japan,4.6,Yami,Candy
Japanese Kit Kat Oat Chocolate Wafer,NESTLE,6.99,1,Japan,5,Yami,Candy
Japanese Kit Kat Matcha Chocolate Wafer 12pc,NESTLE,6.99,1,Japan,5,Yami,Candy
Black Sugar Plum 180g,JINGUAN,3.49,258,Mainland China,4.7,Yami,Candy
Disney fruit soda flavor lollipop 1pcs,POPCAN,0.99,82,Japan,4.9,Yami,Candy
Hokkaido Four Season Chocolate Gift Set 40pc,ROYCE,32.99,1,Japan,5,Yami,Candy
Cocktail bonbon 96g,HAMADA,14.99,0,Japan,0,Yami,Candy
Japanese Kit Kat Pistachio Chocolate Wafer 11pc,NESTLE,7.99,2,Japan,4,Yami,Candy
Minettokupuru Chocolate 8pcs,MARY'S,34.99,0,Japan,0,Yami,Candy
Mikakuto Coke Flavored Gummy 40g,UHA,2.49,2,Japan,5,Yami,Candy
Japanese Kit Kat Orange Chocolate Wafer 9pc,NESTLE,6.99,2,Japan,5,Yami,Candy
Napoleon Brandy bonbon,HAMADA,13.99,2,Japan,5,Yami,Candy
