Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category
Salted Egg Yolks Filled Egg Rolls 220g,HUAMEI,5.49,0,Mainland China,0.0,Yami,Wafer
10 Nut Roll Purple Sweet Potato Flavor 160g,Pei Tien,2.69,0,Taiwan,0.0,Yami,Wafer
Crispy Rice Chips Hot and Spicy flavor 220g,YUMEI,3.69,0,Mainland China,0.0,Yami,Wafer
Small Fried Dough Twist Salty Seaweed Flavor 250g,ZHONGWANG,3.29,0,Mainland China,0.0,Yami,Wafer
"12 Grain Crispi Roll, Taro 180g",Pei Tien,2.49,0,Taiwan,0.0,Yami,Wafer
Egg Roll Soy Milk Flavor 178g,TOTASTE,6.99,26,Mainland China,4.9,Yami,Wafer
AJI Egg Roll Mango & Pomelo Flavor 218g,AJI,6.69,0,Mainland China,0.0,Yami,Wafer
Huajiao Rice Crust Peppercorn Flavor 158g,HJSJ,2.49,14,Mainland China,4.2,Yami,Wafer
AJI Hong Kong Style Egg Roll Milk Tea Flavored 218g,AJI,6.69,0,Mainland China,0.0,Yami,Wafer
Waffle Knot Green Onion 32 pc 256g,June 1st,19.99,0,Taiwan,0.0,Yami,Wafer
Pepper Crispy Rice Crackers Green Pepper Flavor 108g,xasunfood,2.99,0,Mainland China,0.0,Yami,Wafer
Small Fried Dough Twist Salted Scallion Flavor 250g,ZHONGWANG,3.29,0,Mainland China,0.0,Yami,Wafer
GAVOTTES Crepes Gift Box 1500g,GAVOTTES,34.99,0,France,0.0,Yami,Wafer
Mango Crispy Egg Roll 100g,KALUOKAMAN,2.19,0,Mainland China,0.0,Yami,Wafer
Salted Egg Yolk Roll 309g,OTHER BRANDS,12.99,0,Unclear,0.0,Yami,Wafer
Durian Crisp Egg Roll 218g,KALUOKAMAN,3.89,13,Mainland China,4.8,Yami,Wafer
Cheese Filled Egg Rolls 220g,HUAMEI,5.49,0,Mainland China,0.0,Yami,Wafer
Rice Cracker (Sesame ) 108g,WOLONG,2.69,0,Mainland China,0.0,Yami,Wafer
Small Fried Dough Twist Sweet Sesame Flavor 250g,ZHONGWANG,3.29,0,Mainland China,0.0,Yami,Wafer
Rice Cracker (Sweet Spicy) 218g,WOLONG,4.69,0,Mainland China,0.0,Yami,Wafer
Rice Cracker Spicy Pepper  Flavor 108g,xasunfood,2.99,0,Mainland China,0.0,Yami,Wafer
Chocolate Flavored Peanut Crisp Egg Roll 218g,KALUOKAMAN,4.39,1,Mainland China,3.0,Yami,Wafer
Cheese Flavor Crispy Egg Roll 218g,KALUOKAMAN,3.99,14,Mainland China,4.7,Yami,Wafer
"12 Grain Crispi Roll, Seaweed 180g",Pei Tien,2.49,0,Taiwan,0.0,Yami,Wafer
Japanese style egg rolls-boba tea flavor 160g,YAKISS,7.29,0,Hong Kong,0.0,Yami,Wafer
Millet Crisp Crust Spiced Flavor 105g,HAOBALAIBA,1.69,5,Mainland China,4.8,Yami,Wafer
Elise Banana 144g,BOURBON,4.89,4,Japan,5.0,Yami,Wafer
Corn Snack Spicy Flavor 55g,WAGAYA,1.29,36,Japan,4.2,Yami,Wafer
Millet Crisp Crust Spicy Flavor 105g,HAOBALAIBA,1.69,7,Mainland China,4.4,Yami,Wafer
LIOUCIOU FU WEI Handmade Twisted Roll Brown Sugar 200g,LIOUCIOUFUWEI,3.89,125,Taiwan,4.8,Yami,Wafer
Mini Cream Wafers Lemon Flavor 272g,GARDEN,4.99,11,Hong Kong,4.3,Yami,Wafer
Crispy Rice Chip Extra Spicy 280g,kaqi,2.59,6,Mainland China,3.5,Yami,Wafer
Chinese Style Chips Cumin Flavor 188g,XIANGWANGFEI,2.99,4,Mainland China,4.8,Yami,Wafer
GINGER FLAVOR SNACK 260g,HAITAI,3.69,1,Korea,4.0,Yami,Wafer
Pizza Roll 25g,GY,0.99,22,Mainland China,4.6,Yami,Wafer
Crispy Rice 25g,GY,0.99,59,Mainland China,4.6,Yami,Wafer
Egg Roll Coconut Flavor,SURA,5.49,7,Korea,4.0,Yami,Wafer
Rice Crisp Spicy Flavor 96g,LEJINJI,2.39,25,Mainland China,4.6,Yami,Wafer
Mini Crisp Twist (Spicy &Hot Flavor) 120g,Dao Xiang Cun,3.49,74,Mainland China,4.6,Yami,Wafer
ZHONHGWANG Sesame Flavor a Crisp Dough Twist 235g,ZHONGWANG,4.09,6,Mainland China,4.7,Yami,Wafer
Egg Roll Sesame Flavor  180g,IMEI,4.59,11,Taiwan,4.9,Yami,Wafer
LIOUCIOU FU WEI Handmade Twisted Roll Sesame Flavor 200g,LIOUCIOUFUWEI,3.89,34,Taiwan,4.9,Yami,Wafer
Chocolat Egg Roll 8pc 57.6g,BOURBON,2.89,0,Japan,0.0,Yami,Wafer
Carbo Balamce Tonyu Kinako Wafers 97.8g,BOURBON,3.99,2,Japan,4.0,Yami,Wafer
Cream Wafle 50g,HAITAI,1.49,47,Korea,4.4,Yami,Wafer
Crispy Fried Dough Twist 160g,BESTORE,2.99,94,Mainland China,4.8,Yami,Wafer
Chocolat Egg Roll 8pc 57.6g,BOURBON,2.89,0,Japan,0.0,Yami,Wafer
Salty Egg Yolk Crisp Egg Roll 218g,KALUOKAMAN,3.89,24,Mainland China,4.7,Yami,Wafer
Toasted Egg Roll 178g,TOTASTE,7.99,3,Mainland China,3.7,Yami,Wafer
Crispy Rice Chip Spicy Chicken Flavor 130g,kaqi,2.00,9,Mainland China,4.8,Yami,Wafer
Tuna Flavor Egg Rolls 60g,WEIYI,4.29,1,Taiwan,5.0,Yami,Wafer
Quadratini Wafers Raspberry Yogurt 220g,LOACKER,5.29,45,Itlay,4.7,Yami,Wafer
Egg Roll Sesame Flavor 60g,IMEI,1.89,111,Taiwan,4.5,Yami,Wafer
Chinese Stylechips-Spicy Flavor 188g,XIANGWANGFEI,2.99,6,Mainland China,4.8,Yami,Wafer
SEA LETTUCE FLAVOR SNACK,HAITAI,3.69,1,Korea,3.0,Yami,Wafer
Beef and Sheep With Five Spice Spicy 100g,AMBER,1.29,120,Mainland China,4.8,Yami,Wafer
Ice Cream Lemon Wafers 150g,LOACKER,3.09,1,Itlay,4.0,Yami,Wafer
Blueberry-Yogurt 150g,LOACKER,3.19,4,Itlay,5.0,Yami,Wafer
DXC Small Twist Sesame Flavor 120g,Dao Xiang Cun,3.49,16,Mainland China,4.9,Yami,Wafer
ZHONHGWANG Original Flavor a Crisp Dough Twist 235g,ZHONGWANG,4.09,3,Mainland China,4.0,Yami,Wafer
Mini Egg Roll Sesame Flavor 114g,IMEI,3.69,2,Taiwan,4.5,Yami,Wafer
Rice Chips 280g,kaqi,2.49,17,Mainland China,4.2,Yami,Wafer
Crispy Wafers Filled with Milk Cream 175g,LOACKER,2.99,2,Itlay,4.0,Yami,Wafer
Strawberry Wafle 50g,HAITAI,1.49,42,Korea,4.6,Yami,Wafer
Crispy Rice Chip Spicy flavor 238g,kaqi,3.29,22,Unclear,4.6,Yami,Wafer
Umaibo Corn Cracker Chocolate Flavor 30 Pieces,RISKA,8.99,13,Japan,4.8,Yami,Wafer
Purple Sweet Potato Egg Roll 500g,WEIQUAN,12.99,5,United States,4.2,Yami,Wafer
Color Flute Roll Chocolate Flavor 40g,MASTER KONG,1.49,29,Mainland China,4.8,Yami,Wafer
Party Wafers Dulce De Leche 250g,GASTONE LAGO,4.29,2,New Zealand,4.0,Yami,Wafer
Salted Egg Yolk Cookie Rolls 74g,TOKO,1.89,11,Japan,4.2,Yami,Wafer
Egg Roll Gift Pack 600g,IMEI,19.99,26,Taiwan,4.7,Yami,Wafer
Sweet Potato Flavor Cookie 143g,BOURBON,4.69,9,Japan,5.0,Yami,Wafer
Egg Roll Original 500g,WEIQUAN,12.99,18,United States,4.8,Yami,Wafer
Rolled Biscuit Salty Yolk Flavor  7.76oz,FULIN,4.79,8,Mainland China,4.1,Yami,Wafer
Roll Cake Vanilla 91g,BOURBON,2.69,9,Japan,4.4,Yami,Wafer
SizzlingI Cookies 283.5g,HANZHENGZUAN,3.69,6,Taiwan,4.7,Yami,Wafer
Delicious Mini Twist Brown Sugar Flavor 500g,LZ,5.49,125,Mainland China,4.7,Yami,Wafer
Delicious Mini Twist Sesame Flavor 500g,LZ,5.49,85,Mainland China,4.7,Yami,Wafer
Mini Egg Roll Original Flavor 114g,IMEI,3.69,1,Taiwan,4.0,Yami,Wafer
Crispy Rice Treats Salted Egg Yolk Flavor 118g,YUMEI,3.49,932,Mainland China,4.6,Yami,Wafer
KIT KAT Whole Wheat Cookie Flavor Waffle14pc,NESTLE,7.99,0,Japan,0.0,Yami,Wafer
Ramen Balls Leisure Snacks Spicy Taste 85g,BESTORE,4.99,0,Mainland China,0.0,Yami,Wafer
KIT KAT Chocolate Orange Waffle 10pc,NESTLE,7.99,0,Japan,0.0,Yami,Wafer
Seafood Flavor Crispy Rice 75g,BESTORE,4.99,0,Unclear,0.0,Yami,Wafer
Crab Fragrant Yolk Crispy Rice 75g,BESTORE,4.99,0,Unclear,0.0,Yami,Wafer
Crispy Fried Dough Twist Sesame Sweet Taste 160g,BESTORE,6.99,2,Mainland China,5.0,Yami,Wafer
Coconut Town Coconut  Wafer Roll 150g,椰乡春光,3.99,2,Mainland China,5.0,Yami,Wafer
Quadratini Blueberry Yogurt Wafer 220g,LOACKER,5.29,0,Itlay,0.0,Yami,Wafer
Japanese Kit Kat Coffee Chocolate Wafer 12pc,NESTLE,6.99,6,Japan,4.5,Yami,Wafer
Quadratini Bite Size Wafer Cookies Express Flavor 220g,LOACKER,5.29,39,Itlay,4.9,Yami,Wafer
Quadratini Bite Size Wafer Cookies Matcha Green Tea 220g,LOACKER,4.99,0,Itlay,0.0,Yami,Wafer
Quadratini Bite Size Wafer Cookies Hazelnut Flavor 250g,LOACKER,5.29,68,Itlay,4.9,Yami,Wafer
Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,LOACKER,5.29,32,Itlay,4.9,Yami,Wafer
【BOURBON X Demon Slayer: Kimetsu no Yaiba】Petite Kokuto Kinako Wafer 42g,BOURBON,1.69,2,Japan,3.5,Yami,Wafer
Wafer Chocolate Flavor,CROWN,1.39,1,Korea,5.0,Yami,Wafer
Strawberry Wafer 300g,GARDEN,6.99,1,Hong Kong,5.0,Yami,Wafer
Cocoa & Milk Wafer 175g,LOACKER,3.09,4,Itlay,5.0,Yami,Wafer
Party Wafer Vanilla 250g,GASTONE LAGO,4.29,4,New Zealand,5.0,Yami,Wafer
Chocolate Wafer 300g,GARDEN,6.99,0,Hong Kong,0.0,Yami,Wafer
Wafer Roll Peanut Flavor 400g,Healthful,14.99,2,Taiwan,5.0,Yami,Wafer
3+2 Wafer Rolls Vanilla Flavor 55g,MASTER KONG,1.69,44,Mainland China,4.8,Yami,Wafer
Chocolate Wafer Pudding Flavor 12pc,NESTLE,5.99,18,Japan,4.7,Yami,Wafer
New Wafer Pie White Chocolate Green Tea Wafer pie 225g,77,4.99,15,Taiwan,4.2,Yami,Wafer
Raisin Wafer 124g,LUCKY,1.59,20,Taiwan,4.3,Yami,Wafer
Chocolate Wafer Oat Flavor 14pc,NESTLE,5.99,20,Japan,4.7,Yami,Wafer
Chocolate Wafer Strawberry Flavor 10pc,NESTLE,5.99,11,Japan,5.0,Yami,Wafer
Protein 15 Wafer Cacao Flavor 6 Pieces,HEALTHY CLUB,2.39,3,Japan,4.3,Yami,Wafer
Deka Choco Nut Wafer Roll 360g,DUA KELINCI,4.49,5,Indonesia,4.2,Yami,Wafer
Chocolate Wafer Caramel Banana Flavor 12pc,NESTLE,5.99,13,Japan,4.3,Yami,Wafer
Chocolate Wafer Cookie 358g,MAIZHAO,8.49,0,Mainland China,4.9,Yami,Wafer
Chocolate Wafer Macadamia Nuts Flavor,ROYCE,13.99,0,Japan,0.0,Yami,Wafer
Chocolate Wafer Caramel Banana Flavor 12pc,NESTLE,5.99,13,Japan,4.3,Yami,Wafer
Protein 15 Wafer Cacao Flavor 6 Pieces,HEALTHY CLUB,2.39,3,Japan,4.3,Yami,Wafer
Chocolate Wafer 300g,GARDEN,6.99,0,Hong Kong,0.0,Yami,Wafer
Chocolate Wafer Maple Flavor 10pc,NESTLE,5.99,2,Japan,5.0,Yami,Wafer
Japanese Kit Kat Mini White Chocolate Wafer 12pcs,NESTLE,5.99,2,Japan,5.0,Yami,Wafer
Japanese Kit Kat Chocolate Wafer Sparkling Wine with Strawberry Flavor 12pcs,NESTLE,5.99,35,Japan,4.7,Yami,Wafer
Soy Milk Flavor Wafer Biscuits 200g,RICHEESE,3.99,10,Indonesia,4.7,Yami,Wafer
Nabati Cheese Wafer 200g,RICHEESE,4.29,56,Indonesia,4.7,Yami,Wafer
GAVOTTES Wafer Roll 990g,GAVOTTES,22.99,0,France,0.0,Yami,Wafer
Cheese Wafer 50g,HAITAI,1.29,5,Korea,4.6,Yami,Wafer
Wafer Roll Fuyuan Peanut Butter 400g,Healthful,17.99,8,Taiwan,4.9,Yami,Wafer
Double Choc Wafer 175g,LOACKER,3.09,5,Itlay,5.0,Yami,Wafer
Party Wafer Chocolate Flavor Sugar Free 213g,GASTONE LAGO,5.29,0,New Zealand,0.0,Yami,Wafer
3+2 Wafer Rolls Chocolate Flavor 55g,MASTER KONG,1.69,55,Mainland China,4.9,Yami,Wafer
Wafer Roll Caramel Flavor 60g,WANT WANT,1.59,1,Taiwan,5.0,Yami,Wafer
SAM'S Mini Wafer Vanilla Flavor 80g,SAMAH,1.99,10,Korea,4.2,Yami,Wafer
Wafer Chocolate Matcha,ROYCE,13.99,2,Japan,5.0,Yami,Wafer
HUNYA 77 Tiramisu Wafer pie 22pcs,HUNYA FOODS,4.99,3,Taiwan,1.7,Yami,Wafer
SAM'S Mini Wafer Strawberry Flavor 80g,SAMAH,1.99,6,Korea,3.2,Yami,Wafer
Wafer Chocolate Strawberry,ROYCE,13.99,0,Japan,0.0,Yami,Wafer
Japanese Kit Kat Chocolate Wafer Shinshu Fresh Apple 10pcs,NESTLE,5.99,2,Japan,5.0,Yami,Wafer
Coconut Flavored Wafer Biscuits 200g,RICHEESE,3.99,17,Indonesia,5.0,Yami,Wafer
Durian Flavor Wafer Biscuits 200g,RICHEESE,3.99,9,Indonesia,4.7,Yami,Wafer
Chocolate Wafer Japanese Tea Flaovr 12pcs,NESTLE,6.99,4,Japan,4.5,Yami,Wafer
Cream Wafer Pack Coconut Flavor 400g,IMEI,4.19,0,Taiwan,0.0,Yami,Wafer
Cream Wafer Pack Peanut Flavor 400g,IMEI,4.19,2,Taiwan,3.0,Yami,Wafer
Kit Kat Chocolatory Wafer Everyday Luxury Strawberry Cheese Cake Flavor 12pcs 109g,NESTLE,6.99,7,Japan,4.7,Yami,Wafer
Deka Mini Wafer Bites Matcha 200g,JANS,2.59,4,Indonesia,3.8,Yami,Wafer
Wafer White Chocolate Flavor,CROWN,1.39,0,Korea,0.0,Yami,Wafer
Wafer Roll Strawberry 400g,Healthful,15.99,6,Taiwan,5.0,Yami,Wafer
Party Wafer Strawberry 250g,GASTONE LAGO,4.29,1,New Zealand,5.0,Yami,Wafer
PETIT Kinako Wafer 42g,BOURBON,1.79,9,Japan,4.6,Yami,Wafer
Japanese Kit Kat Chocolate Wafer Rich Matcha Flavor 13pcs,NESTLE,5.99,29,Japan,4.9,Yami,Wafer
Deka Matcha Green Tea Wafer Roll 300g,DUA KELINCI,4.09,54,Indonesia,4.5,Yami,Wafer
Chocolate Wafer Sakura Flavor 11pc,NESTLE,5.99,15,Japan,4.5,Yami,Wafer
3+2 Wafer Rolls Milk Coffee Flavor 55g,MASTER KONG,1.69,30,Mainland China,4.5,Yami,Wafer
Coffee Latte Chocolate Wafer,NESTLE,5.99,10,Japan,4.9,Yami,Wafer
Matcha Tiramisu Chocolate Wafer 12pc,NESTLE,5.99,6,Japan,5.0,Yami,Wafer
77 New Wafer Pie White Chocolate Blueberry Wafer Pie 234g,HUNYA FOODS,4.99,11,Taiwan,4.5,Yami,Wafer
Salty Lychee Mini Chocolate Wafer 127g,NESTLE,7.99,1,Japan,5.0,Yami,Wafer
Petit Brown Sugar Kinako Wafer 42g,BOURBON,1.49,3,Japan,5.0,Yami,Wafer
Cheese Flavored Wafer Biscuits 200g,RICHEESE,3.99,8,Indonesia,3.8,Yami,Wafer
KitKat Rasberry Chocolate Mini Wafer Cookie135g,NESTLE,6.99,2,Japan,5.0,Yami,Wafer
KitKat Nuts & Cranberry Chocolate Wafer Cookie  135g,NESTLE,7.99,9,Japan,4.7,Yami,Wafer
【Spring Limited Edition】Chocolate Wafer Orange Flavor 10pc,NESTLE,5.99,11,Japan,4.8,Yami,Wafer
Choco In Wafer Green Tea 151.2g,BOURBON,5.29,3,Japan,4.7,Yami,Wafer
Japanese Kit Kat Chocolate Wafer Strawberry Cheesecake 10pcs,NESTLE,5.99,35,Japan,4.8,Yami,Wafer
SHJ Creamy Wafer Salty Egg Flavor 135g,TRIKOFOODS,2.49,11,Taiwan,3.8,Yami,Wafer
KitKat Ruby Chocolate Wafer Cookie 135g,NESTLE,7.99,2,Japan,4.5,Yami,Wafer
HAOCHIDIAN Sandwich Egg Rolls Yogurt Chocolate Flavored 120g,DALI,2.29,4,Mainland China,4.5,Yami,Wafer
HAOCHIDIAN Sandwich Egg Rolls Strawberry Flavor 120g,DALI,2.29,5,Mainland China,4.6,Yami,Wafer
HAOCHIDIAN Sandwich Egg Rolls Hazelnut Chocolate Flavored 108g,DALI,2.29,10,Mainland China,4.4,Yami,Wafer
2022 New Year Japanese Egg Roll Gift Box 20pc,Yoku Moku,28.99,3,Japan,5.0,Yami,Wafer
Waffle Knot Chocolate 32pc 256g,June 1st,19.99,2,Taiwan,5.0,Yami,Wafer
Peanut Love Egg Rolls 8 packs 400g,Hi Walk,38.99,8,Taiwan,5.0,Yami,Wafer
Starbucks Coffee Egg Rolls,STARBUCKS,39.99,0,United States,0.0,Yami,Wafer
JOONGMA-GO Black Sesame Roll Cookie Cracker 365g,SURASANG,6.29,60,Korea,4.2,Yami,Wafer
·YANG Crispy Rice 70g,CHUANYANG,1.49,172,Mainland China,4.5,Yami,Wafer
Variety Wheat Crips 6 Packs 378g,XINJIAYUAN,4.59,138,Mainland China,4.7,Yami,Wafer
LIOUCIOU FU WEI Handmade Twisted Roll Original 200g,LIOUCIOUFUWEI,3.89,100,Taiwan,4.8,Yami,Wafer
Waffle Knot Original 32 pc 256g,June 1st,19.99,0,Taiwan,0.0,Yami,Wafer
Salty Seaweed Flavor Mini-Fried Dough Twist 130g,ZHONGWANG,1.69,70,Mainland China,4.6,Yami,Wafer
Baked Wheat Wafers Lemon Vanilla Flavor 6pc,HEALTHY CLUB,2.39,3,Japan,3.7,Yami,Wafer
Matcha Cream Filling Roll 80g,NANAO,2.99,56,Japan,3.9,Yami,Wafer
Fish Floss Egg Roll 66g,IMEI,2.29,30,Taiwan,4.9,Yami,Wafer
Rice Crust Hot Spicy 400g,WOLONG,5.69,83,Mainland China,4.4,Yami,Wafer
DACHIXIONG Glutinous Millet Rice Cracker Original 260g,LIRAY,3.39,13,Mainland China,4.6,Yami,Wafer
Egg Roll Sesame 144g,LAM SHENG KEE,3.39,17,Taiwan,4.5,Yami,Wafer
Crispy Spicy Rice Cracker200g,RIMO,5.99,1,Japan,5.0,Yami,Wafer
