Product_Name,Brand,Reviews,Price,Option,Rate,Origin,Platform,Category
Pita Bread in Soup 265g,Liuyipao,1,4.99,No,3.0,Mainland China,Yami,Bread
Toasted Bread Slice Cumin Flavor 138g,WOLONG,41,2.59,2 Options,4.7,Mainland China,Yami,Bread
Hungry Satisfy Egg Milk Toast 102g,OTHER BRANDS,9,3.49,No,4.6,Unclear,Yami,Bread
Watermelon Stuffed Toast 480g,SNACK LAB,231,13.99,3 Options,4.7,Mainland China,Yami,Bread
Breadsticks Cheese Flavor 380g,LEJINJI,152,5.69,No,4.8,Mainland China,Yami,Bread
Luxury Taiwanese Wagashi Wooden Gift Box 6/Box,JoyJoy,4,52.99,No,5.0,Taiwan,Yami,Bread
Mini Baked Wheat Baum Kuchen Cake 10pc 270g,MARUKIN,536,6.49,5 Options,4.6,Japan,Yami,Bread
Lunar New Year Gift Set with Shadow Play (Pi Ying Xi) Material,zhiweiguan,4,89.99,No,5.0,Mainland China,Yami,Bread
DXC Mung Bean Cake 180g,Dao Xiang Cun,631,6.89,2 Options,4.7,Mainland China,Yami,Bread
Reunion Gift 1120g,Dao Xiang Cun,2,36.99,No,5.0,Mainland China,Yami,Bread
Bun With Chocolate Filling Breadd 75g,D-PLUS,26,1.99,No,4.5,Japan,Yami,Bread
Dragon Fruit Toast 480g,SNACK LAB,83,14.99,3 Options,4.7,Mainland China,Yami,Bread
Daoxiang Fengnian New Year Gift Set 1650g,Dao Xiang Cun,2,47.99,No,5.0,Mainland China,Yami,Bread
Oreo Cookie and Cream Pie Cake 360g,HAITAI,130,4.99,No,4.7,Korea,Yami,Bread
Walnut Crisp Cake 650g,Dao Xiang Cun,1,19.99,No,5.0,Mainland China,Yami,Bread
Precieux white chocolate Covered Lemon Cake 5pcs,CHEN YUN PAO CHUAN,4,12.99,No,5.0,Taiwan,Yami,Bread
HuaMuZi Baked Cheese Toast 150g,HUAMUZI,24,13.49,No,4.8,Mainland China,Yami,Bread
White Peach Baumkuchen 184g,AS FOODS,1,4.99,No,3.0,Japan,Yami,Bread
Banana Petit Cake 6pcs 85g,MARUKIN,1,3.39,No,4.0,Japan,Yami,Bread
Castella Japanese Style Baked Sponge Cake Matcha Flavor 7 Slices 280g,IMURAYA,123,6.99,4 Options,4.0,Japan,Yami,Bread
Pia Durian Cake Egg Yolk Taro Mung Bean Flavor 400g,THIEN SA,14,5.69,2 Options,4.6,Vietnam,Yami,Bread
Baked Cake-Roll Cake(Nama Baumkuchen)  295g,MARUKIN,126,4.99,No,4.6,Japan,Yami,Bread
Castella Japanese Style Baked Sponge Cake Original Flavor 7 Slices 280g,IMURAYA,99,6.99,4 Options,4.3,Japan,Yami,Bread
Japan Mocchiri Lemon Cake 7 PCS 119g,TODAYA,1,5.99,No,5.0,Mainland China,Yami,Bread
Chocolate and Milk Cake,GAOLEGAO,11,11.99,2 Options,5.0,Mainland China,Yami,Bread
Taiwanese Black Date And  Walnut Cake 350g,CHERRY GRANDFATHER,48,25.99,No,4.9,Taiwan,Yami,Bread
Milk Cake 195g,HUAMEI,22,3.99,No,5.0,Mainland China,Yami,Bread
HATANA Sweet Potato Tart 235g,HATANA,4,11.99,No,4.5,Japan,Yami,Bread
Cashew Crisp Cake 650g,Dao Xiang Cun,2,19.99,No,5.0,Mainland China,Yami,Bread
Harajuku Baked Chocolate 198g,COLOMBIN,6,10,No,3.3,Japan,Yami,Bread
Egg Puff Cheese Flavor,BuErZaiZai,0,2.99,No,5.0,Mainland China,Yami,Bread
FRENCH PIE CHOCO SPREAD 179g,HAITAI,10,3.29,No,4.6,Korea,Yami,Bread
Egg Puff Milk Flavor,BuErZaiZai,0,2.49,No,5.0,Mainland China,Yami,Bread
Durian Tart 270g,MyBizcuit,3,6.99,No,5.0,Malaysia,Yami,Bread
Robert's Cake Cheese Flavor 220g,HUAMEI,52,3.99,2 Options,4.9,Mainland China,Yami,Bread
Mini Roll Cake Chocolate Flavor 70g,BOURBON,7,2.99,3 Options,4.6,Japan,Yami,Bread
Castella Yogurt Flavor 330g,AJI,5,4.54,3 Options,4.6,Mainland China,Yami,Bread
Strawberry Flavor Chocolate Layer Cake,GAOLEGAO,12,11.99,2 Options,4.3,Mainland China,Yami,Bread
Precieux white chocolate Covered Lemon Cake 10pcs,CHEN YUN PAO CHUAN,8,26.99,No,4.6,Taiwan,Yami,Bread
OH! YES Choco Cake 12pieces 336g,HAITAI,66,4.29,No,4.5,Korea,Yami,Bread
FENGDAN Taiwanese Black Date And  Walnut Cake 220g,FAVOR DESSERTS,24,19.99,No,5.0,Taiwan,Yami,Bread
Muffin 4 Piece 230g,MARUKIN,12,5.99,No,4.9,Japan,Yami,Bread
Chestnuts Tarto Roll 293g,KAMEI SEIKA,2,9.99,No,5.0,Japan,Yami,Bread
Mini Lumonde Marron141g,BOURBON,1,4.99,No,3.0,Japan,Yami,Bread
Milk Cake 210g,HUAMEI,10,4.39,No,4.8,Mainland China,Yami,Bread
HSIN TUNG YANG Mung Bean Cake 15Pieces 150g,HSINTUNGYANG,62,6.89,No,3.9,Taiwan,Yami,Bread
KKOMA YUKWU Pumpkin pie 200g,FARM GROUP,3,3.69,No,5.0,Korea,Yami,Bread
Round Soft Waffle Original Flavor 280g,HUAMEI,2,4.69,No,5.0,Mainland China,Yami,Bread
【Frozen】Mochi Matcha Flavor 70pc,HIRAHACHI,1,15.99,No,5.0,Japan,Yami,Bread
Castella Japanese Style Baked Sponge Cheese Cake 7pcs 280g,IMURAYA,74,6.99,4 Options,4.2,Japan,Yami,Bread
DALI Cheese Croissant 240g,DALIGROUP,15,5.99,No,3.9,Mainland China,Yami,Bread
【Frozen】Kou-Fuku Matcha Flavor 140g,SUNLAVIEEN,5,4.69,3 Options,4.6,Japan,Yami,Bread
【Frozen】Mini Pancake Dumplings with Mozzarella Cheese 5.16 OZ,PULMUONE,2,6.99,No,4.0,Korea,Yami,Bread
【Frozen】Kou-Fuku Original Flavor 140g,SUNLAVIEEN,3,4.99,3 Options,5.0,Japan,Yami,Bread
Castella Japanese Style Baked Sponge Cake Chocolate Flavor 7Slices 280g,IMURAYA,50,6.99,4 Options,4.2,Japan,Yami,Bread
Home Pie 40pcs,FUJIYA,5,3.75,No,4.6,Japan,Yami,Bread
【Frozen】Strawberry Rare Cheesecke 480g,GOYO SHOKUHIN,4,19.99,No,5.0,Japan,Yami,Bread
Pia Durian Cake Egg Yolk Mung Bean Flavor 400g,THIEN SA,8,5.69,2 Options,4.0,Vietnam,Yami,Bread
Cookie with Chocolate 210g,COLOMBIN,14,19.99,No,4.8,Japan,Yami,Bread
Mille Crepe Vanilla 92g,ORANGE,1,3.29,No,5.0,Korea,Yami,Bread
MARUKYO Baked Wheat Cake 5pcs 275g,WANGJING,16,5.19,2 Options,4.6,Japan,Yami,Bread
Butter Cake 210g,HUAMEI,14,4.59,No,4.9,Mainland China,Yami,Bread
Cheese Cake Original Flavor 240g,HUAMEI,4,4.99,2 Options,4.5,Mainland China,Yami,Bread
Mini Roll Cake Strawberry Flavor 70g,BOURBON,7,2.69,3 Options,3.6,Japan,Yami,Bread
Uji Matcha Pie 20pcs,FUJIYA,7,4.69,No,4.0,Japan,Yami,Bread
Mini Roll Cake Milk Flavor 70g,BOURBON,6,2.99,3 Options,4.7,Japan,Yami,Bread
Cheese Cake Sea Salt Flavor 240g,HUAMEI,4,4.99,2 Options,4.8,Mainland China,Yami,Bread
Golden Cheece Tart 300g,MyBizcuit,1,6.99,No,5.0,Malaysia,Yami,Bread
KSF Mini Puff Milk Flavor 50g,MASTER KONG,145,1.99,2 Options,4.7,Mainland China,Yami,Bread
Chocolate Cream Filling Puff 65g,IMEI,111,1.59,2 Options,4.6,Taiwan,Yami,Bread
Baked Matcha Chocolate  Cake 186g,COLOMBIN,7,19.99,No,4.6,Japan,Yami,Bread
Banana Cake 120g,TODAYA,3,5.49,No,4.7,Mainland China,Yami,Bread
Tamago Cake 120g,TODAYA,1,5.49,No,5.0,Mainland China,Yami,Bread
Original Cake 9pc,BUTTER BUTLER,9,20.99,No,4.0,Japan,Yami,Bread
Korean Style Fried Cookies 350g,NONGHYUP,18,4.49,No,3.7,Korea,Yami,Bread
【Frozen】Dashimaki Tamago 297g,AJIKAN,1,7.99,No,5.0,Mainland China,Yami,Bread
Chestnut Cake 67g,ORANGE,1,3.29,No,5.0,Korea,Yami,Bread
Fermented Bread Drinks 330ml,KVASS,6,1.79,No,4.7,Mainland China,Yami,Bread
Banana Cake Original (8 pieces),TOKYO BANANA,23,19.5,15 Options,4.5,Japan,Yami,Bread
TOKYO BUONO Cheese Cake 10pc,BUONO,96,17,2 Options,4.6,Japan,Yami,Bread
JAPAN Cake 17pc,TOKYO BANANA,5,58,36 Options,4.4,Japan,Yami,Bread
JAPAN HOKKADO Marusei Butter Sand 5pc,ROKKATEI,11,13.5,44 Options,5.0,Japan,Yami,Bread
HOKAIDO Dice Milk 40g,HOKKAIDO,3,5,44 Options,5.0,Japan,Yami,Bread
HOKKAIDO Original Milk Pudding 4pc,bocca,17,19.5,3 Options,5.0,Japan,Yami,Bread
TOKYO TAMAGO Eggs Sesame Flavor (8 pieces),GINZA TAMAYA,17,17,7 Options,4.2,Japan,Yami,Bread
Parlour Custard Pudding 1pc,SHISEIDO,25,6.9,4 Options,4.8,Japan,Yami,Bread
TOKYO Cheese Cake 10pc,BUONO,7,18.5,44 Options,4.7,Taiwan,Yami,Bread
Sun Cake 300g/6pcs,TACHIA MASTER,14,15.19,No,4.8,Mainland China,Yami,Bread
JAPAN Cake Strawberry 8 pieces,TOKYO BANANA,7,22.5,36 Options,4.6,Japan,Yami,Bread
Creme Brulee 8pc,TOKYO BANANA,5,21.5,15 Options,5.0,Japan,Yami,Bread
KIHACHI Original Baumkuchen 1pc,patisserie KIHACHI,1,21.59,5 Options,5.0,Japan,Yami,Bread
JAPAN SUZETTE BAKED TIRAMISU 6pc,SANRITSU,5,25,44 Options,4.6,Japan,Yami,Bread
BALANCE POWER BIG Sweet Potato Flavor 2pc,HEALTHY CLUB,3,1.9,8 Options,5.0,Japan,Yami,Bread
BALANCE POWER BIG HOKKAIDO Butter Flavor 2pc,HEALTHY CLUB,4,1.9,8 Options,5.0,Japan,Yami,Bread
JAPAN Cake Strawberry 4 pieces,TOKYO BANANA,4,12.5,36 Options,5.0,Japan,Yami,Bread
Cheesecake (6 pieces),SHISEIDO,33,28.5,4 Options,4.6,Japan,Yami,Bread
JAPAN Castella Cake 1pc,GATEAU FESTA HARADA,7,18,No,5.0,Japan,Yami,Bread
Japan's famous fruit series foods Kasda Matcha Brownie Brown Rice Sandwich Cookies 70g,ASAHI,5,4.4,9 Options,4.6,Japan,Yami,Bread
BALANCE POWER BIG Coco Flavor 2pc,HEALTHY CLUB,1,1.9,8 Options,5.0,Japan,Yami,Bread
Matcha Cake 1pc,JUCHHEIM,1,38.9,3 Options,5.0,Japan,Yami,Bread
JAPAN  Limited tokyo banaba 3pc,TOKYO BANANA,4,78,36 Options,4.8,Japan,Yami,Bread
TOKYO BUONO Cheese Strawberry Flavor 6pc,SHISEIDO,11,16.6,No,4.6,Japan,Yami,Bread
JAPAN Pikachu Limited Cake 8pc,TOKYO BANANA,2,26.5,36 Options,4.0,Japan,Yami,Bread
JAPAN Butter Marshmallow Millefeuille 4pc,Baked Mallow,4,15.99,44 Options,5.0,Japan,Yami,Bread
HOKKAIDO Original Baumkuchen 1pc,RYUGETSTU,3,20.5,2 Options,4.7,Japan,Yami,Bread
Brownie Meal Replacement 1pc,GLICO,1,1.25,2 Options,5.0,Japan,Yami,Bread
JAPAN Cake Original 4 pieces,TOKYO BANANA,2,12.5,36 Options,5.0,Japan,Yami,Bread
Cheese Cake 6pc,CAPTAIN CHEESE,3,26.5,2 Options,3.3,Japan,Yami,Bread
JAPAN H.SELECTION SALT CARAMEL FEUILLANTINE COOKIES 10pc,SELAMAT,3,19.9,44 Options,4.3,Indonesia,Yami,Bread
SANDOLCE GRANOLA Caramel Tart 8pc,Ginza Silber Grape,3,28.99,44 Options,5.0,Japan,Yami,Bread
JAPAN Cake Caramel pudding 8pc,TOKYO BANANA,3,26.5,36 Options,4.7,Japan,Yami,Bread
JAPAN TOKYO BRAVO CHEESE CREAM SAND 5pc,BUONO,3,12.9,44 Options,5.0,Taiwan,Yami,Bread
Cheese Cakes 8pc,TOKYO BANANA,1,20.5,15 Options,5.0,Japan,Yami,Bread
Calorie Mate Block Balanced Food Original 80g,OTSUKA,2,2.65,5 Options,5.0,Japan,Yami,Bread
JAPAN Cake Coffee Milk 8 pieces,TOKYO BANANA,1,24.5,36 Options,5.0,Japan,Yami,Bread
MICKEY MOUSE Cake 6pc,TOKYO BANANA,1,28,15 Options,5.0,Japan,Yami,Bread
TOKYO TAMAGO Strawberry Cake 5pc,GINZA TAMAYA,1,18,7 Options,5.0,Japan,Yami,Bread
JAPAN Strawberry White Chocolate Milfille 8pc,FRANCAIS,1,19.9,6 Options,4.0,Japan,Yami,Bread
JAPAN Sweet potato cake 8pc,GINZA TAMAYA,1,20.9,7 Options,5.0,Japan,Yami,Bread
CREAM COLLON  6 PACKS,GLICO,1,3.99,No,5.0,Japan,Yami,Bread
TOKYO GINZA Original Cake 1pc,nenrinya,7,25.5,5 Options,4.4,Japan,Yami,Bread
Lemon Cakes 8pc,FRANCAIS,2,28.9,No,5.0,Japan,Yami,Bread
HIYOKO Chocolate Cake 6pc,Hiyoko Manju,1,22,3 Options,5.0,Japan,Yami,Bread
OKAYAMA Sakura Cakes 6pc,Kitchoan,1,28.9,3 Options,4.0,Japan,Yami,Bread
Japan's famous fruit series food maple brown rice crackers 72g (2 × 2 bags),ASAHI,2,2.89,9 Options,5.0,Japan,Yami,Bread
JAPAN Cheese Milk Custard 6pc,HOKKAIDO,8,17.9,44 Options,4.4,Japan,Yami,Bread
Strawberry Cake (8 pieces),TOKYO BANANA,50,21.59,15 Options,4.6,Japan,Yami,Bread
POCKY Crunchy Strawberry 2bags,GLICO,1,2.75,4 Options,5.0,Japan,Yami,Bread
JAPAN ANOVAN NABONA 5pc,NAVONA,1,15.99,No,4.0,Japan,Yami,Bread
MICKEY MOUSE Cake 6pc,TOKYO BANANA,1,28,15 Options,5.0,Japan,Yami,Bread
Cheese Cakes 8pc,TOKYO BANANA,1,20.5,15 Options,5.0,Japan,Yami,Bread
JAPAN Cake Original 8 pieces,TOKYO BANANA,9,22.5,36 Options,4.6,Japan,Yami,Bread
TOKYO TAMAGO Strawberry Cake 5pc,GINZA TAMAYA,1,18,7 Options,5.0,Japan,Yami,Bread
JAPAN Strawberry White Chocolate Milfille 8pc,FRANCAIS,1,19.9,6 Options,4.0,Japan,Yami,Bread
CREAM COLLON  6 PACKS,GLICO,1,3.99,No,5.0,Japan,Yami,Bread
Lemon Cakes 8pc,FRANCAIS,2,28.9,No,5.0,Japan,Yami,Bread
TOKYO BANANA CHEESE CAKE 8pc,TOKYO BANANA,2,22.5,36 Options,5.0,Japan,Yami,Bread
JAPAN Sweet potato cake 8pc,GINZA TAMAYA,1,20.9,7 Options,5.0,Japan,Yami,Bread
Japan's famous fruit series food maple brown rice crackers 72g (2 × 2 bags),ASAHI,2,2.89,9 Options,5.0,Japan,Yami,Bread
JAPAN GINZA  Original Cake 1pc,nenrinya,3,19.9,44 Options,4.7,Japan,Yami,Bread
TOKYO GINZA Original Cake 1pc,nenrinya,7,25.5,5 Options,4.4,Japan,Yami,Bread
HIYOKO Chocolate Cake 6pc,Hiyoko Manju,1,22,3 Options,5.0,Japan,Yami,Bread
OKAYAMA Sakura Cakes 6pc,Kitchoan,1,28.9,3 Options,4.0,Japan,Yami,Bread
DORAEMON AND  Cake 8pc,TOKYO BANANA,1,23,36 Options,5.0,Japan,Yami,Bread
TOKYO Limited Sakura Honey Cake 5pc,Bunmeido,2,15.5,5 Options,5.0,Japan,Yami,Bread
POCKY Crunchy Strawberry 2bags,GLICO,1,2.75,4 Options,5.0,Japan,Yami,Bread
JAPAN ANOVAN NABONA 5pc,NAVONA,1,15.99,No,4.0,Japan,Yami,Bread
Japan's famous fruit series food coco black rice sandwich biscuits 72g (2 × 2 bags),ASAHI,1,2.4,9 Options,5.0,Japan,Yami,Bread
Shrimp Senbei DARUMA 5bags,Kitchoan,1,11.9,36 Options,5.0,Japan,Yami,Bread
JAPAN SAKURA Biscuit 9pc,GINZA TAMAYA,1,16.9,7 Options,5.0,Japan,Yami,Bread
Sweetpotato Tart 5pc,Festivalo,4,23.5,No,5.0,Japan,Yami,Bread
KIHACHI Chocolate Burmkuchen Cake 1pc,patisserie KIHACHI,8,22.59,5 Options,4.8,Japan,Yami,Bread
TOKYO Cheese  Cake 10pc,BUONO,1,17,3 Options,5.0,Japan,Yami,Bread
Original Cake 4pc,BUTTER BUTLER,1,15.5,2 Options,5.0,Japan,Yami,Bread
DISNEY Chocolate Cake 8pc,TOKYO BANANA,2,26,15 Options,5.0,Japan,Yami,Bread
JAPAN POCKY Almond Chocolate Biscuit Sticks 41g,GLICO,1,2.75,4 Options,5.0,Japan,Yami,Bread
JAPAN Valentine's day limited Strawberry cream sandwich 4pc,ANTENOR,1,18.9,36 Options,4.0,Japan,Yami,Bread
JAPAN TOKYO BRAVO CHEESE CREAM SAND 5pc,BUONO,3,12.9,44 Options,5.0,Taiwan,Yami,Bread
JAPAN Cake Caramel pudding 5pc,TOKYO BANANA,3,16.5,36 Options,4.0,Japan,Yami,Bread
Calorie Mate Block Balanced Food Original 80g,OTSUKA,2,2.65,5 Options,5.0,Japan,Yami,Bread
JAPAN Cake Coffee Milk 8 pieces,TOKYO BANANA,1,24.5,36 Options,5.0,Japan,Yami,Bread
Grill Cheese Cake Sugar Reduce 60% 6pc,BOURBON,1,3.95,4 Options,5.0,Japan,Yami,Bread
MICKEY MOUSE Cake 6pc,TOKYO BANANA,1,28,15 Options,5.0,Japan,Yami,Bread
TOKYO TAMAGO Strawberry Cake 5pc,GINZA TAMAYA,1,18,7 Options,5.0,Japan,Yami,Bread
GINZA SILVER GRAPE Creme Brulee 8pc,Ginza Silber Grape,4,26.5,No,5.0,Japan,Yami,Bread
JAPAN Strawberry White Chocolate Milfille 8pc,FRANCAIS,1,19.9,6 Options,4.0,Japan,Yami,Bread
Cake Original (8 pieces),Hiyoko Manju,14,25,3 Options,4.0,Japan,Yami,Bread
JAPAN TOKYO RICH STRAWBERRY CHEESECAKE 6pc,CHEESE PIE,2,15.99,44 Options,4.5,Mainland China,Yami,Bread
CREAM COLLON  6 PACKS,GLICO,1,3.99,No,5.0,Japan,Yami,Bread
JAPAN Pikachu Limited Cake 3 8pc,TOKYO BANANA,1,24,36 Options,5.0,Japan,Yami,Bread
Shrimp Senbei MANEKI 6bags,Kitchoan,1,11.9,36 Options,5.0,Japan,Yami,Bread
Purple Sweet Potato 5pc,Festivalo,11,21.5,No,4.9,Japan,Yami,Bread
Lemon Cakes 8pc,FRANCAIS,2,28.9,No,5.0,Japan,Yami,Bread
Hey ! Hand Made Earl Grey Cream  240g,LIEN HAW FOODS,3,18.99,No,5.0,Taiwan,Yami,Bread
Panda Yogurt Cream Cake 8pc,TOKYO BANANA,3,23,15 Options,5.0,Japan,Yami,Bread
BAKED CHEESE CAKE 4pc,KITAMI SUZUKI,2,18.99,No,4.5,Japan,Yami,Bread
Japan's famous fruit series food maple brown rice crackers 72g (2 × 2 bags),ASAHI,2,2.89,9 Options,5.0,Japan,Yami,Bread
Sittori Chocolate Corn Snack 80g,RISKA,1,3.5,2 Options,5.0,Japan,Yami,Bread
Financiers Cakes 5pc,HENRI CHARPENTIER,12,14.29,4 Options,4.5,Japan,Yami,Bread
JAPAN Financier 5pc,HENRI CHARPENTIER,2,17.99,44 Options,5.0,Japan,Yami,Bread
Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,HEALTHY CLUB,3,1.9,8 Options,5.0,Japan,Yami,Bread
TOKYO Limited Sakura Honey Cake 5pc,Bunmeido,2,15.5,5 Options,5.0,Japan,Yami,Bread
TOKYO Castella Cake 2pc,Bunmeido,12,7,5 Options,4.4,Japan,Yami,Bread
Calorie Mate Block Balanced Food cheese 80g,OTSUKA,1,2.7,5 Options,5.0,Japan,Yami,Bread
JAPAN TOKYO Cup DE CHEESE CAKE 6pc,BUONO,3,18.9,44 Options,4.3,Taiwan,Yami,Bread
Cheese and Custard Cake 8pc,TOKYO BANANA,1,26,15 Options,1.0,Japan,Yami,Bread
JAPAN Sesame Chocolate cake 8pc,GINZA TAMAYA,6,19.99,7 Options,4.7,Japan,Yami,Bread
BALANCE POWER BIG Raisin Flavor 2pc,HEALTHY CLUB,1,1.38,8 Options,5.0,Japan,Yami,Bread
Japan's famous fruit series food cheese cream brown rice sandwich biscuits 72g (2 x 2 ba,ASAHI,1,2.89,9 Options,5.0,Japan,Yami,Bread
Strawberry Brownie Sandwich Cookies 70g,ASAHI,1,3.7,9 Options,5.0,Japan,Yami,Bread
Japan's famous fruit series food Kastar soy Milk Egg brown rice sandwich biscuits 72g (2 × 2 bags),ASAHI,3,3.1,9 Options,5.0,Japan,Yami,Bread
Sakura Fish Yaki 6pc,nihonbashiya,1,25.5,3 Options,5.0,Japan,Yami,Bread
Nougat-Filled Bubble Milk Tea Paste Cake 100g(Shelf life:2022/3/1),Kuo Yuan Ye,2,5.99,No,3.0,Taiwan,Yami,Bread
Tokyo Parlour Sakura Cheese Cake(6pieces),SHISEIDO,9,29.5,4 Options,4.2,Japan,Yami,Bread
Butter Marshmallow Millefeuille 6pc,Baked Mallow,4,27.5,No,4.0,Japan,Yami,Bread
GINZA  SAKURA Cake 1pc,nenrinya,1,19.9,44 Options,5.0,Japan,Yami,Bread
DXC Mini Bread Pineapple Flavor 268g,Dao Xiang Cun,103,3.99,2 Options,4.2,Mainland China,Yami,Bread
Little White Heart Custard Bread 90g,Moranca,17,2.99,2 Options,4.4,Mainland China,Yami,Bread
Little White Heart Sandwich Bread with Yogurt Filling 4PC 76g,Moranca,335,3.99,7 Options,4.6,Mainland China,Yami,Bread
Little White Heart Sandwich Bread with Yellow Peach Yogurt 4PC 76g,Moranca,96,3.49,7 Options,4.6,Mainland China,Yami,Bread
"Natural Yeast Bread Hokkaido Creamy Flavor, 80g",D-PLUS,1251,1.59,9 Options,4.7,Japan,Yami,Bread
Breakfast Bread 400g,DALI,6,4.99,No,4.7,Mainland China,Yami,Bread
Pocket Bread with Pineapple 50g,Moranca,75,2.29,7 Options,4.4,Mainland China,Yami,Bread
Little White Heart Warm Bread 2PC Original Flavor 80g,Moranca,75,3.99,4 Options,4.6,Mainland China,Yami,Bread
"Natural Yeast Bread Red Bean Flavor, 80g",D-PLUS,453,1.49,9 Options,4.4,Japan,Yami,Bread
Little White Heart Sandwich Bread with Strawberry Yogurt 4PC 76g,Moranca,255,3.89,7 Options,4.4,Mainland China,Yami,Bread
"Natural Yeast Bread Chocolate Flavor, 80g",D-PLUS,409,1.59,9 Options,4.6,Japan,Yami,Bread
"Natural Yeast Bread Green Tea Flavor, 80g",D-PLUS,611,1.59,9 Options,4.5,Japan,Yami,Bread
Japanese Koubo Choco Cream Bread  2.32oz,Panex,1,2.19,8 Options,5.0,Japan,Yami,Bread
Japanese Koubo Choco Danish Bread 2.36oz,Panex,2,2.19,8 Options,4.5,Japan,Yami,Bread
PANPAN French Soft Bread Cream Flavor 15pcs 20g,ASIA FOODS,246,3.99,6 Options,4.7,Mainland China,Yami,Bread
Little White Heart Red Bean Custard Bread 90g,Moranca,4,2.99,2 Options,3.8,Mainland China,Yami,Bread
Little White Heart Red Bean Custard Bread 90g,Moranca,4,2.99,2 Options,3.8,Mainland China,Yami,Bread
DXC Yeast Bread Egg & Milk Flavor 105g,Dao Xiang Cun,90,1.29,3 Options,4.6,Mainland China,Yami,Bread
Gourmet Bread with Candied Fruit 310g,Dao Xiang Cun,67,4.29,2 Options,4.3,Mainland China,Yami,Bread
Little White Heart Warm Bread 2PC Yogurt Flavor 80g,Moranca,59,3.99,4 Options,4.4,Mainland China,Yami,Bread
