Product_Name,Brand,Reviews,Price,Option,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Dried Mango 116g,three squirrels,3,4.79,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,1916
Natural Dried Red Guava Slices 150g,shun tai,1,10.69,5 Options,Japan,5,Yami,Dried Fruit,400,1600,4276
Freeze-Dried Yellow Peach 150g,sungiven foods,0,15.99,7 Options,Mainland China,0,Yami,Dried Fruit,400,1600,6396
Natural Dried Aiwen Mango Slices 150g,shun tai,0,12.49,5 Options,Japan,0,Yami,Dried Fruit,400,1600,4996
Freeze-Dried Pear 150g,sungiven foods,0,15.99,7 Options,Mainland China,0,Yami,Dried Fruit,400,1600,6396
Dried Turkish Apricots 250g - Fruit Snack / 100% Nature,nestlady,5,9.9,No,United States,5,Yami,Dried Fruit,400,1600,3960
Dried Cranberries|Non GMO Vegan|No Artificial Color or Flavor Kosher 130g,nestlady,4,16.99,No,United States,5,Yami,Dried Fruit,400,1600,6796
Dried Strawberries 150g - Fruit Snack / 100% Nature,nestlady,0,16.99,No,United States,0,Yami,Dried Fruit,400,1600,6796
Thin Dried Tofu Sweet Spicy Taste 160g,bestore,1,6.99,No,Mainland China,5,Yami,Dried Fruit,200,800,1398
[Mainland China Direct Mail] BE-CHEERY dried bayberry 100g,be & cheery,0,9.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1980
[Mainland China Direct Mail] BE-CHEERY Dried Mango Original Flavor 120g,be & cheery,0,9.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1980
?€?Mainland China Direct Mail?€?BE-CHEERY-Dried Strawberry 100g,be & cheery,1,9.9,No,Mainland China,5,Yami,Dried Fruit,200,800,1980
Mixed dried fruit daily dried fruit 30g,be & cheery,0,9.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1980
Dried figs 25g,be & cheery,0,7.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1580
[Mainland China Direct Mail] BE-CHEERY Dried White Peach 100g,be & cheery,0,9.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1980
[Mainland China Direct Mail] BE-CHEERY Dried Yellow Peach 100g,be & cheery,1,9.9,No,Mainland China,5,Yami,Dried Fruit,200,800,1980
BE&CHEERY Dried White Peach 100g,be & cheery,0,4.61,No,Mainland China,0,Yami,Dried Fruit,200,800,922
[Mainland China direct mail] BE&CHEERY freeze-dried durian dry snacks specialty fruit dry gold pillow Thai flavor 25g,be & cheery,2,9.9,No,Mainland China,5,Yami,Dried Fruit,200,800,1980
[Mainland China Direct Mail] BE-CHEERY Dried Papaya 100g,be & cheery,1,10.9,No,Mainland China,5,Yami,Dried Fruit,200,800,2180
[Mainland China Direct Mail] BE-CHEERY Dried Pineapple 100g,be & cheery,0,9.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1980
Ume Candied Dried Fruit Snacks 168g,be & cheery,0,9.9,3 Options,Mainland China,0,Yami,Dried Fruit,200,800,1980
Preserved Fruit Dried Plum Salty Sweet and Sour Plum Seed25 plum meat 6oz,president brand,0,13.99,No,United States,0,Yami,Dried Fruit,400,1600,5596
Dried Durian 30g,bestore,3,6.99,No,Mainland China,5,Yami,Dried Fruit,200,800,1398
Seven Colors Dried Vegetables 50g,bestore,0,4.99,No,Mainland China,0,Yami,Dried Fruit,200,800,998
Dried Durian 30g,bestore,3,6.99,No,Mainland China,5,Yami,Dried Fruit,200,800,1398
Philippine Dried Mango 48g,bestore,1,6.99,No,Mainland China,5,Yami,Dried Fruit,200,800,1398
LYFEN Comprehensive Freeze-dried Fruit 25g,yifen,0,3.59,No,Mainland China,0,Yami,Dried Fruit,400,1600,1436
Dried Cranberry 100g,bestore,1,6.99,No,Mainland China,5,Yami,Dried Fruit,200,800,1398
Ume Candied Dried Fruit Snacks 168g,be & cheery,0,9.9,3 Options,Mainland China,0,Yami,Dried Fruit,200,800,1980
?€?Mainland China Direct Mail?€?BE-CHEERY Dried Lemon 65g,be & cheery,0,7.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1580
MISSION FIGS | No Added Sugar| Non GMO| Gluten Free | Kosher Certified | Vegan| Perfectly Dried 180g,nestlady,2,16.99,No,United States,5,Yami,Dried Fruit,400,1600,6796
[Mainland China Direct Mail] Baicao Flavor BE-CHEERY-Dried Red Apricot 100g,be & cheery,1,9.9,No,Mainland China,5,Yami,Dried Fruit,200,800,1980
Freeze-dried Strawberry Crisp Strawberry Dried Fruit Dried Fruit 30g*1,be & cheery,0,9.9,No,Mainland China,0,Yami,Dried Fruit,200,800,1980
Dried Turkish Apricots 250g - Fruit Snack / 100% Nature,nestlady,5,9.9,No,United States,5,Yami,Dried Fruit,400,1600,3960
Dried Cherries 88g,bestore,0,6.99,No,Mainland China,0,Yami,Dried Fruit,200,800,1398
"Vegeterian Konjac Snack Spicy Flavor, 360g",weilong,632,5.89,3 Options,Mainland China,4.7,Yami,Dried Fruit,400,1600,2356
Spicy Beancurd Strip 65g,yufeng,177,1.99,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,796
Jinduigu Hand Made Tender Tofu Snack Five Spices Flavor 180g,jinduigu food,287,2.79,5 Options,Mainland China,4.7,Yami,Dried Fruit,400,1600,1116
Hot Konjac Hot & Sour Flavor 20Pcs 360g,weilong,255,5.99,3 Options,Mainland China,4.7,Yami,Dried Fruit,400,1600,2396
Hotfruits Passion Fruits Popsicle (Room Temperature),hot fruits,0,15.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,6396
Kiss Burn Soybean Snacks 260g,weilong,21,5.29,3 Options,Mainland China,4.6,Yami,Dried Fruit,400,1600,2116
LABUBU The Monsters Fruits Series Blind Box Single Box,pop mart,0,11.99,4 Options,Mainland China,0,Yami,Dried Fruit,400,1600,4796
Fish Tofu Crab Flavor 22g*30pc,gagazui,407,9.99,3 Options,Mainland China,4.2,Yami,Dried Fruit,300,1200,2997
Jinduigu Tender Tofu Mushroom Snack  Hot Flavor 180g,jinduigu food,149,2.69,5 Options,Mainland China,4.7,Yami,Dried Fruit,400,1600,1076
Jinduigu Hand Made Tender Tofu Snack Numbing Hot Flavor 180g,jinduigu food,174,2.89,5 Options,Mainland China,4.8,Yami,Dried Fruit,400,1600,1156
The Meister's Fruits Tea 500ml,kirin,8,2.59,No,Japan,4.9,Yami,Dried Fruit,400,1600,1036
JINGDUIGU  Hand Made Tender Tofu Snack Pickled Pepper Flavor 180g,jinduigu food,129,2.49,5 Options,Mainland China,4.7,Yami,Dried Fruit,400,1600,996
LABUBU The Monsters Fruits Series Blind Box Whole Set,pop mart,0,139,4 Options,Mainland China,0,Yami,Dried Fruit,400,1600,55600
GGZ Shredded Vegetarian Steak(BBQ) 32g*30,gagazui,118,8.99,3 Options,Mainland China,4.8,Yami,Dried Fruit,400,1600,3596
Chocolate Gummy Candy Mixed Fruits Flavor 81g,meiji,25,4.49,No,Japan,4.6,Yami,Dried Fruit,400,1600,1796
Konjac Spicy Flavor Snack  252g,weilong,1,5.49,No,Mainland China,5,Yami,Dried Fruit,400,1600,2196
GGZ Shredded Vegetarian Steak(Spicy) 32g*30,gagazui,90,8.99,3 Options,Mainland China,4.8,Yami,Dried Fruit,25,100,224.75
Hawthorn Berry Jam 135g,yi-meng red farm,3,3.39,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,1356
Gluten Slices 250g,xiaoyaolaoyangjia,6,3.29,No,Mainland China,5,Yami,Dried Fruit,400,1600,1316
3 FLOWERS Haw Flakes 90g,xianyanghua,65,1.29,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,516
Preserved Fruit of Haw 150g,yida,95,2.69,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1076
Black Tofu Skin 40g,wenheyou,6,1.99,No,Mainland China,4.2,Yami,Dried Fruit,400,1600,796
Hot Konjac Hot Flavor 20Pcs 360g,weilong,474,5.99,3 Options,Mainland China,4.8,Yami,Dried Fruit,400,1600,2396
Rock Sugar Preserved Plum 135g,ten wow,40,4.59,No,Mainland China,4.6,Yami,Dried Fruit,400,1600,1836
Veggie & Fruits Multiple Grain Powder 500g,ferme sunshine,4,14.99,No,Taiwan,4.5,Yami,Dried Fruit,400,1600,5996
Salted Sliced Preserved Plum 135g,ten wow,31,4.59,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,1836
Stinky Tofu 125g,wenheyou,0,3.59,No,Mainland China,0,Yami,Dried Fruit,400,1600,1436
Hunan Stinky Tofu 235g,xiangmeizi,0,8.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,3596
Hunnan Stinky Tofu-Sweet&Spicy Flavor 238g,xiangmeizi,0,8.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,3596
Hawthorn  Flakes 180g,yida,68,2.99,No,Mainland China,4.8,Yami,Dried Fruit,400,1600,1196
Hawthron Chips with Probiotics 180g,yida,1,5.99,No,Mainland China,5,Yami,Dried Fruit,400,1600,2396
SH Crispy Date 252g,sihong,78,4.99,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1996
"V52 Vegetables And Fruits Drink, 600ml",biolyme,21,59,No,Taiwan,5,Yami,Dried Fruit,200,800,11800
Haw Cheese 200g,yida,68,2.99,No,Mainland China,4.8,Yami,Dried Fruit,400,1600,1196
Hawthorn Products 350g,yimu,0,3.69,No,Mainland China,0,Yami,Dried Fruit,400,1600,1476
Fruits Jelly Drink Orange Flavor 150g,shirakiku,47,1.29,10 Options,Japan,4.6,Yami,Dried Fruit,400,1600,516
Hawthron Lollipop with Probiotics 140g,yida,1,5.99,No,Mainland China,5,Yami,Dried Fruit,400,1600,2396
Spicy Gulten Rolls 120g,whiko,0,3.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,1596
Surimi Bean Products (Original) 22g*30,gagazui,0,9.99,No,Mainland China,0,Yami,Dried Fruit,200,800,1998
YIMENG Healthy Hawthorn Snacks Balls 280g,yi-meng red farm,67,3.89,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,1556
Black Plum 80g,ume house,13,4.59,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1836
Chan Pui Mui Preserved Plum Cake 70g,ume house,25,4.99,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1996
Vegetarian Spicy Slices 100g,sheriff tea egg,0,6.99,No,Taiwan,0,Yami,Dried Fruit,400,1600,2796
Hawthorn Rolls,yi-meng red farm,22,3.69,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1476
Hawthron Jelly Sheet 300g,yida,0,2.89,No,Mainland China,0,Yami,Dried Fruit,400,1600,1156
Whole Water Chestnut 20oz,maling,0,3.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,1596
Premium Plum Meat 85g,plum village,0,6.49,No,Taiwan,0,Yami,Dried Fruit,400,1600,2596
Green Fragrant Concubine Raisins 450g,mr fang's store,0,17.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,7196
Hawthorn Products 350g,yimu,0,3.69,No,Mainland China,0,Yami,Dried Fruit,400,1600,1476
Gotan Peel 125g,yifen,3,2.09,No,Mainland China,5,Yami,Dried Fruit,400,1600,836
Lactobacillus Hawthorn Roll,yida,2,5.99,No,Mainland China,4,Yami,Dried Fruit,400,1600,2396
Spicy Konjac Snacks 108g,whiko,0,3.39,No,Mainland China,0,Yami,Dried Fruit,400,1600,1356
Hawthron Rolls with Probiotics 180g,yida,1,5.99,No,Mainland China,5,Yami,Dried Fruit,400,1600,2396
Oats Thousand Crisp 120g TW,good appetite,0,2.99,No,Taiwan,0,Yami,Dried Fruit,25,100,74.75
Salted Black Plum 190g,ten wow,47,5.99,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,2396
Preserved Plum 115g,ten wow,9,4.59,No,Mainland China,5,Yami,Dried Fruit,400,1600,1836
Liquorice Lemon 140g,choi heong yuen bakery,8,4.99,2 Options,Macao,3.5,Yami,Dried Fruit,400,1600,1996
Xiuzhen Mushroom Chips 55g,holiji,0,7.49,No,Taiwan,0,Yami,Dried Fruit,400,1600,2996
Banana Chips 250g,minh phat,0,2.69,No,Vietnam,0,Yami,Dried Fruit,400,1600,1076
jubes Nata De Coco Lychee Flavor 360g,wong coco,17,1.89,4 Options,Mainland China,4.8,Yami,Dried Fruit,400,1600,756
Hawthorn Berry Ball 170g,big green,81,2.99,No,Mainland China,4.6,Yami,Dried Fruit,300,1200,897
DAXI Spicy Flavor Tofu Cake 150g,yuxiang,35,1.49,5 Options,Taiwan,3.3,Yami,Dried Fruit,400,1600,596
Love Candied Fruit 180g,ten wow,62,5.99,No,Mainland China,4.8,Yami,Dried Fruit,400,1600,2396
Van Phat Jackfruit Chip 250g,vanphat,37,4.49,No,Vietnam,4.7,Yami,Dried Fruit,400,1600,1796
Spicy Hot Vegetarian Beef 108g,wuxianzhai,126,2.39,No,Mainland China,4.6,Yami,Dried Fruit,400,1600,956
Shun Tai Vinegar Plum 180g,shun tai,0,10.99,No,Japan,0,Yami,Dried Fruit,400,1600,4396
Macau Lemon Ginger 180g,choi heong yuen bakery,11,6.69,No,Macao,4.4,Yami,Dried Fruit,400,1600,2676
jubes Nata De Coco Strawberry Flavor 360g,wong coco,8,1.89,4 Options,Indonesia,4.9,Yami,Dried Fruit,400,1600,756
Tea Plum,shun tai,4,14.99,No,Japan,4.8,Yami,Dried Fruit,400,1600,5996
Pitted Preserved Plum Tangerine Peel Flavored 60g,happyfull,0,3.69,No,Mainland China,0,Yami,Dried Fruit,400,1600,1476
Saiyuan Ebony plum 110g,saiyuan,1,4.29,5 Options,Mainland China,5,Yami,Dried Fruit,400,1600,1716
Black Sugar Plum cake 50g,ume house,10,4.59,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1836
XinJing Gray Jujube Circle 252g,sihong,41,3.89,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1556
Crispy Sesame Dates 252g,sihong,57,3.69,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,1476
JUBES Nata De Coco with Coconut Water Mango Flavor 360g,wong coco,7,1.89,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,756
Liquorice Olive 140g,choi heong yuen bakery,12,4.69,2 Options,Macao,4,Yami,Dried Fruit,400,1600,1876
Perilla Plum400g,shun tai,0,14.99,No,Japan,0,Yami,Dried Fruit,400,1600,5996
Crispy JuJube 90g,yifen,3,3.99,6 Options,Mainland China,5,Yami,Dried Fruit,400,1600,1596
Salted Preserved Half Plum 115g,ten wow,4,4.59,No,Mainland China,5,Yami,Dried Fruit,400,1600,1836
Jack Fruit Chip 200g,fruit food,8,3.89,No,Vietnam,5,Yami,Dried Fruit,200,800,778
"Banana Bites,Chocolate,Chewy At least 95% Organic 100g",barnana,0,5.89,No,United States,0,Yami,Dried Fruit,300,1200,1767
Jujube 680g,mr fang's store,13,13.49,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,5396
Saiyuan Rock Sugar Bayberry 110g,saiyuan,4,4.29,5 Options,Mainland China,4.5,Yami,Dried Fruit,400,1600,1716
Spicy Bean Curd 528g,danshi,7,9.99,No,Mainland China,4.6,Yami,Dried Fruit,25,100,249.75
Candied Fruit College Plum Slices 90g,yifen,4,3.79,6 Options,Mainland China,5,Yami,Dried Fruit,400,1600,1516
Salted Preserved Fruit 170g,ten wow,59,5.99,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,2396
Sour Plum Ginger 180g,choi heong yuen bakery,2,6.99,No,Macao,5,Yami,Dried Fruit,400,1600,2796
Stinky Tofu Cumin Flavor,yumizhixiang,2,8.49,2 Options,Mainland China,4,Yami,Dried Fruit,400,1600,3396
Milky Jujube Strawberry Flavor 150g,yu cake,7,11.99,4 Options,United States,4.3,Yami,Dried Fruit,400,1600,4796
ZWG Flavored Arbutus 150g,zhiweiguan,4,5.29,No,Mainland China,3.8,Yami,Dried Fruit,400,1600,2116
Seed25 Preserved Prune 80g,yifen,3,3.89,No,Mainland China,4.3,Yami,Dried Fruit,400,1600,1556
Hawthorn Roll (L) 120g,big green,46,1.89,No,Mainland China,4.7,Yami,Dried Fruit,300,1200,567
Konjac  Spicy And Hot Flavor 350g,v-loong,2,6.49,No,Mainland China,5,Yami,Dried Fruit,400,1600,2596
Milky Jujube Matcha Flavor 150g,yu cake,32,11.99,4 Options,United States,4.7,Yami,Dried Fruit,400,1600,4796
?€?Frozen?€? Candied Haws Skewer(Original) 70g,glt,0,2.69,2 Options,Mainland China,0,Yami,Dried Fruit,25,100,67.25
Hawthorn Jelly Candy 96g,big green,64,1.89,No,Mainland China,4.6,Yami,Dried Fruit,300,1200,567
Preserved Plum 170g,ten wow,15,5.49,No,Mainland China,4.9,Yami,Dried Fruit,400,1600,2196
Crisp Plum,shun tai,3,14.99,No,Japan,4.3,Yami,Dried Fruit,400,1600,5996
Herbal Lemon 180g,choi heong yuen bakery,3,7.49,No,Macao,4,Yami,Dried Fruit,400,1600,2996
Half of Plum 200g,farmer's grange,3,5.89,No,Mainland China,4.3,Yami,Dried Fruit,25,100,147.25
Smoked Black Plum 180g,shun tai,2,10.69,5 Options,Japan,5,Yami,Dried Fruit,400,1600,4276
Saiyuan Plum 110g,saiyuan,0,4.29,5 Options,Mainland China,0,Yami,Dried Fruit,400,1600,1716
Banana Chips 170g,sun tropics,21,3.29,No,United States,4.8,Yami,Dried Fruit,400,1600,1316
Bean Curd With Mushroom 528g,danshi,7,9.99,No,Mainland China,4.7,Yami,Dried Fruit,25,100,249.75
Preserved Fruit 170g,ten wow,17,5.99,No,Mainland China,4.6,Yami,Dried Fruit,400,1600,2396
Saiyuan Fragrant Plum 110g,saiyuan,1,4.29,5 Options,Mainland China,5,Yami,Dried Fruit,400,1600,1716
"Real Fruit Yoyos Raspberry,Real Fruit Yoyos 100g",bear,0,5.99,No,Mainland China,0,Yami,Dried Fruit,200,800,1198
"Banana Bites, Chewy At least 95% Organic 99g",barnana,0,5.89,No,United States,0,Yami,Dried Fruit,300,1200,1767
Taro Chips 250g,minh phat,0,4.99,No,Vietnam,0,Yami,Dried Fruit,400,1600,1996
Bite-Sized Pieces Watermelon Seed25 340g,pitaya,1,5.19,2 Options,United States,5,Yami,Dried Fruit,400,1600,2076
Saiyuan Prunes 110g,saiyuan,2,4.29,5 Options,Mainland China,4.5,Yami,Dried Fruit,400,1600,1716
Pitted Preserved Plum Original Flavor 60g,happyfull,0,3.69,No,Mainland China,0,Yami,Dried Fruit,400,1600,1476
GuanMiao Pineapple Plum,shun tai,2,14.99,No,Japan,4.5,Yami,Dried Fruit,400,1600,5996
Jerky Fruit Mango  100% Organic 23g,solely,1,2.19,4 Options,United States,5,Yami,Dried Fruit,400,1600,876
Preserved Plum Sheet Perilla Flavor 52g,happyfull,1,3.29,No,Mainland China,5,Yami,Dried Fruit,400,1600,1316
Chili Sesame Crisp 120g,maladuona,41,2.99,No,Mainland China,4.5,Yami,Dried Fruit,400,1600,1196
Black Tea Plum,shun tai,2,14.99,No,Japan,5,Yami,Dried Fruit,400,1600,5996
Dry Chinese Jujube 500g,sihong,0,8.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,3596
Salted Waxberry 200g,ten wow,37,5.49,No,Mainland China,4.8,Yami,Dried Fruit,400,1600,2196
Konjac  Spicy And Hot Flavor 350g,v-loong,2,6.49,No,Mainland China,5,Yami,Dried Fruit,400,1600,2596
Salted Raisin 190g,ten wow,23,5.49,No,Mainland China,4.7,Yami,Dried Fruit,400,1600,2196
Japanese Plum Cake 80g,yifen,2,4.89,No,Mainland China,5,Yami,Dried Fruit,400,1600,1956
"Vegan Jerky Black Pepper Flavor Plant Based Protein,7.5oz",little jasmine,0,13.99,No,United States,0,Yami,Dried Fruit,400,1600,5596
Alishan Sakura Plum,shun tai,3,14.99,No,Japan,4.3,Yami,Dried Fruit,400,1600,5996
Jerky Fruit Banana w/Cacao  100% Organic 23g,solely,0,2.19,4 Options,United States,0,Yami,Dried Fruit,400,1600,876
"Banana Bites, Coconut At least 95% Organic 100g",barnana,0,5.89,No,United States,0,Yami,Dried Fruit,300,1200,1767
Blackcurrant plum 250g,farmer's grange,5,5.89,No,Mainland China,3.8,Yami,Dried Fruit,25,100,147.25
"Vegan Jerky Original Flavor Plant Based Protein,7.5 oz",little jasmine,2,13.99,No,United States,5,Yami,Dried Fruit,400,1600,5596
Jerky Fruit Banana w/Pecan  100% Organic 23g,solely,0,2.19,4 Options,United States,0,Yami,Dried Fruit,400,1600,876
Vegan Jerky Wasabi flavor 7.5oz,little jasmine,0,13.99,No,United States,0,Yami,Dried Fruit,400,1600,5596
Dried Mustard Seaweed 100g,kwangcheonkim,0,3.49,No,Korea,0,Yami,Dried Fruit,400,1600,1396
DRIED BEAN CURD STICK  170g,chuzhibao,91,2.99,No,United States,4.6,Yami,Dried Fruit,300,1200,897
Dried purple yam Oatmeal 2 bags 90g,buydeem,14,3.39,No,Mainland China,4.7,Yami,Dried Fruit,25,100,84.75
Dried Young Bamboo Shoots 250g,lianfeng,1,6.99,No,Mainland China,5,Yami,Dried Fruit,400,1600,2796
Dried Radish Spicy Sauce 340g,da qiao tou,0,12.99,No,Taiwan,0,Yami,Dried Fruit,400,1600,5196
Dried Osmanthus 5g,os,0,8.99,No,Taiwan,0,Yami,Dried Fruit,400,1600,3596
Dried Radish 80g,sanjiang,0,0.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,396
Dried Chili 100g,panda,32,2.69,No,Mainland China,4.5,Yami,Dried Fruit,400,1600,1076
Dashi Kombu Dried Kelp 57g,shirakiku,17,1.89,No,Japan,4.9,Yami,Dried Fruit,400,1600,756
HY Dried Beancurd 200g,hongye,26,5.99,No,Mainland China,4.6,Yami,Dried Fruit,400,1600,2396
Dried Beancured Sheet 170g,dragon,8,2.99,No,Mainland China,4.1,Yami,Dried Fruit,25,100,74.75
TAK SHING HONG Dried Prickly Ash 3oz,tsh,3,7.99,No,United States,4.7,Yami,Dried Fruit,400,1600,3196
Dried Gold Chrysanthemum 30g,big green,1,4.39,2 Options,Mainland China,5,Yami,Dried Fruit,200,800,878
Dried Medlar 200g,asian taste,25,6.99,No,Taiwan,4.6,Yami,Dried Fruit,100,400,699
Dried Seaweed Ties 50g,jinhailin,11,1.99,No,Mainland China,4.5,Yami,Dried Fruit,400,1600,796
Dried Lemon Slices 60g,mr fang's store,30,4.99,No,Mainland China,4.8,Yami,Dried Fruit,400,1600,1996
Dried Glass Noodle-Sweet Potato 5lb,jayone,0,17.99,No,Korea,0,Yami,Dried Fruit,400,1600,7196
Organic Dried Monk Fruit 80g,big green,5,7.59,No,Mainland China,5,Yami,Dried Fruit,25,100,189.75
Dried Fish Maw 16oz,tsh,0,279,No,United States,0,Yami,Dried Fruit,400,1600,111600
Dried Noodle(Somen) 500g,jayone,0,3.69,No,Korea,0,Yami,Dried Fruit,400,1600,1476
Dried Noodle(Somen) 3lb,jayone,0,6.99,No,Korea,0,Yami,Dried Fruit,400,1600,2796
Gaobeidian Shredded Dried Bean Curd 700g,hd,0,7.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,3196
Dried Bean Curd Stick 340g,chuzhibao,34,5.99,No,United States,4.8,Yami,Dried Fruit,25,100,149.75
Dried Mushrooms 170g,jinguyuan,0,5.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,2396
"Oyster Sauce with Dried Scallop, 510g",lee kum kee,9,5.99,No,Hong Kong,5,Yami,Dried Fruit,400,1600,2396
WEL PAC FUERU WAKAME Dried Seaweed 56.7g,wel.pac,13,2.99,No,Mainland China,4.8,Yami,Dried Fruit,400,1600,1196
Dried Baby Chrysanthemum 50g,big green,1,5.89,2 Options,Mainland China,5,Yami,Dried Fruit,200,800,1178
Dried Aniseed 4oz,cw1,0,7.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,3196
Dried Lotus Seed 283g,gonghe,0,16.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,6796
Dried Mustard Leaf 100g,spring farm,14,2.79,No,Mainland China,4.4,Yami,Dried Fruit,400,1600,1116
Dried Chili Pepper 100g,big green,19,2.39,No,Mainland China,4.5,Yami,Dried Fruit,100,400,239
Dried Black Bean 453g,dragonfly brand,0,3.99,No,Mainland China,0,Yami,Dried Fruit,400,1600,1596
Brown Sugar Dried Plum Candy 160g,jinguan,0,4.39,No,Mainland China,0,Yami,Dried Fruit,400,1600,1756
Dried Aniseed 14oz,cww,0,21.99,No,Mainland China,0,Yami,Dried Fruit,200,800,4398
